file	division	class	sweep_verdict	sweep_ms	sweep_over_budget	confirm_verdict	confirm_ms	confirm_over_budget	declared
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex13800_2600_100.smt2	QF_LIA	loss	unsolved	24334	yes	unsolved	24224	yes	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex20400_2600_100.smt2	QF_LIA	loss	unsolved	24239	yes	unsolved	24221	yes	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex27000_2600_100.smt2	QF_LIA	loss	unsolved	24230	yes	unsolved	24140	yes	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/bofill-scheduling/SMT_random_LIA/ex8500_2600_100.smt2	QF_LIA	loss	unsolved	24227	yes	unsolved	24238	yes	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/bofill-scheduling/SMT_real_LIA/ex5640_2400_100.smt2	QF_LIA	loss	unsolved	24229	yes	unsolved	24123	yes	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/bofill-scheduling/SMT_real_LIA/ex6960_2400_100.smt2	QF_LIA	flaky	unsolved	24229	yes	sat	20620	no	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/bofill-scheduling/SMT_real_LIA/ex8280_2400_100.smt2	QF_LIA	flaky	unsolved	24127	yes	sat	17317	no	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/bofill-scheduling/SMT_real_LIA/ex9600_2400_100.smt2	QF_LIA	recovered	sat	21424	no	not-run			sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/convert/convert-jpg2gif-query-1423.smt2	QF_LIA	loss	unsolved	24161	yes	unsolved	24132	yes	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/mathsat/FISCHER10-13-fair.smt2	QF_LIA	loss	unsolved	25038	yes	unsolved	25029	yes	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/nec-smt/med/checkpass_pwd/prp-0-19.smt2	QF_LIA	loss	unsolved	24135	yes	unsolved	24121	yes	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/nec-smt/med/checkpass_pwd/prp-8-22.smt2	QF_LIA	loss	unsolved	25057	yes	unsolved	25028	yes	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/nec-smt/small/print_file/prp-0-47.smt2	QF_LIA	loss	unsolved	25064	yes	unsolved	25024	yes	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/rings/ring_2exp8_4vars_1ite_unsat.smt2	QF_LIA	loss	unsolved	24151	yes	unsolved	24220	yes	unsat
