file	verdict	ms	detail
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2019-ezsmt/travellingSalesperson/rand_80_340_1159656267_0.lp.smt2	HARDKILL	32508	ext timeout 32s
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2019-ezsmt/travellingSalesperson/tsp_rand_70_300_1155482584_7.lp.smt2	HARDKILL	32610	ext timeout 32s
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/eric.t2.c_Iteration1_Lasso_4-pieceTemplate.smt2	CRASH:134	11962	memory allocation of 700576 bytes failed note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/brp_withassume.t2.c_Iteration8_Loop_6-phaseTemplate.smt2	CRASH:134	27269	memory allocation of 3527456 bytes failed note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/ex11.t2.c_Iteration1_Lasso_7-phaseTemplate.smt2	CRASH:134	14747	memory allocation of 1225600 bytes failed note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/ludcmp.c.i.ludcmp.pl.t2.fixed.t2.c_Iteration8_Loop_7-phaseTemplate.smt2	CRASH:134	14021	memory allocation of 504000 bytes failed note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/matrixsqrt.t2.c_Iteration12_Loop_7-phaseTemplate.smt2	CRASH:134	12149	memory allocation of 365248 bytes failed note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/firewire.t2.c_Iteration3_Loop_4-pieceTemplate.smt2	CRASH:134	14227	memory allocation of 714272 bytes failed note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/firewire.t2.c_Iteration1_Lasso_4-lexTemplate.smt2	CRASH:134	13445	memory allocation of 1373760 bytes failed note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/queens.t2.c_Iteration19_Loop_7-phaseTemplate.smt2	CRASH:134	19389	memory allocation of 912256 bytes failed note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/p-43.t2.c_Iteration4_Loop_4-pieceTemplate.smt2	CRASH:134	16055	memory allocation of 500608 bytes failed note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/hongyi1.t2.c_Iteration1_Loop_4-lexTemplate.smt2	CRASH:134	23521	memory allocation of 1924192 bytes failed note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration3_Lasso_5-phaseTemplate.smt2	CRASH:134	12044	memory allocation of 626016 bytes failed note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/janne_complex.t2.c_Iteration3_Lasso_4-pieceTemplate.smt2	CRASH:134	15432	memory allocation of 1231904 bytes failed note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/hongyi1.t2.c_Iteration9_Loop_4-lexTemplate.smt2	CRASH:134	16827	memory allocation of 2006880 bytes failed note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/ludcmp.t2.c_Iteration8_Loop_7-phaseTemplate.smt2	CRASH:134	17921	memory allocation of 1347776 bytes failed note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/p-46.t2.c_Iteration2_Loop_7-phaseTemplate.smt2	CRASH:134	14509	memory allocation of 983744 bytes failed note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration5_Lasso_6-phaseTemplate.smt2	CRASH:134	13566	memory allocation of 1227776 bytes failed note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration6_Lasso_6-phaseTemplate.smt2	CRASH:134	14742	memory allocation of 1249536 bytes failed note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/sumit.t2.c_Iteration1_Lasso_7-phaseTemplate.smt2	CRASH:134	14654	memory allocation of 996896 bytes failed note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/SV-COMP/Ben-Amram-2010LMCS-Ex2.3_true-termination.c_Iteration1_Lasso_3-pieceTemplate.smt2	CRASH:134	11473	memory allocation of 906336 bytes failed note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/SV-COMP/BradleyMannaSipma-2005CAV-Fig1_true-termination.c_Iteration1_Lasso_7-phaseTemplate.smt2	CRASH:134	14947	memory allocation of 1087776 bytes failed note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration7_Loop_7-phaseTemplate.smt2	CRASH:134	22471	memory allocation of 2676672 bytes failed note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/SV-COMP/LeeJonesBen-Amram-2001POPL-Ex5_true-termination.c_Iteration2_Lasso_3-pieceTemplate.smt2	CRASH:134	14130	memory allocation of 529632 bytes failed note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/toeplz.c.i.toeplz.pl.t2.fixed.t2.c_Iteration2_Loop_7-phaseTemplate.smt2	CRASH:134	23864	memory allocation of 1684160 bytes failed note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/SV-COMP/CookSeeZuleger-2013TACAS-Fig3_true-termination.c_Iteration1_Loop_4-pieceTemplate.smt2	CRASH:134	19711	memory allocation of 2099264 bytes failed note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/SV-COMP/NoriSharma-2013FSE-Fig8_true-termination.c_Iteration1_Loop_5-phaseTemplate.smt2	CRASH:134	13481	memory allocation of 413184 bytes failed note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/SV-COMP/joey_false-termination.c_Iteration1_Loop_7-phaseTemplate.smt2	CRASH:134	15562	memory allocation of 337472 bytes failed note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/SV-COMP/LeeJonesBen-Amram-2001POPL-Ex5_true-termination.c_Iteration2_Loop_7-phaseTemplate.smt2	CRASH:134	15124	memory allocation of 484928 bytes failed note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/SV-COMP/Masse_true-termination.c_Iteration1_Loop_4-pieceTemplate.smt2	CRASH:134	14007	memory allocation of 536832 bytes failed note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/SV-COMP/KroeningSharyginaTsitovichWintersteiger-2010CAV-Fig1_true-termination.c_Iteration1_Lasso_3-pieceTemplate.smt2	CRASH:134	24783	memory allocation of 5636992 bytes failed note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/SV-COMP/GulwaniJainKoskinen-2009PLDI-Fig1_true-termination.c_Iteration1_Lasso_4-pieceTemplate.smt2	CRASH:134	28614	memory allocation of 6823264 bytes failed note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/Ultimate/Gcd_havoc.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	CRASH:134	20887	memory allocation of 223168 bytes failed note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/Ultimate/Canberra.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	CRASH:134	13265	memory allocation of 562976 bytes failed note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/SV-COMP/aviad_true-termination.c_Iteration1_Loop_4-nestedTemplate.smt2	CRASH:134	26917	memory allocation of 3602176 bytes failed note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/Ultimate/2013POPL-BenAmGen-Ex4.2.bpl_Iteration1_Lasso_4-pieceTemplate.smt2	HARDKILL	33088	ext timeout 32s
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/SV-COMP/TelAviv-Amir-Minimum_true-termination.c_Iteration1_Loop_4-pieceTemplate.smt2	HARDKILL	33230	ext timeout 32s
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/Ultimate/Gcd.bpl_Iteration1_Lasso_7-phaseTemplate.smt2	CRASH:134	14735	memory allocation of 427680 bytes failed note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/Ultimate/OpposedDisjuncts.bpl_Iteration1_Lasso_2-pieceTemplate.smt2	CRASH:134	13810	memory allocation of 344800 bytes failed note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/Ultimate/SyntaxSupportBooleans5.bpl_Iteration1_Loop_4-pieceTemplate.smt2	CRASH:134	15055	memory allocation of 336640 bytes failed note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/Ultimate/Lobnya-Boolean-Reordered.bpl_Iteration1_Lasso_7-phaseTemplate.smt2	CRASH:134	13131	memory allocation of 388864 bytes failed note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/Ultimate/Collatz.bpl_Iteration1_Loop_6-phaseTemplate.smt2	CRASH:134	26662	memory allocation of 4209824 bytes failed note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/Ultimate/TelAviv-AmirMinimum.bpl_Iteration1_Loop_4-pieceTemplate.smt2	CRASH:134	13959	memory allocation of 1231392 bytes failed note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/Ultimate/simple-scaled200.bpl_Iteration1_Lasso_7-nestedTemplate.smt2	CRASH:134	15994	memory allocation of 1718368 bytes failed note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/Ultimate/yPositive-SIscaled50.bpl_Iteration1_Loop_4-pieceTemplate.smt2	CRASH:134	12140	memory allocation of 803232 bytes failed note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/Ultimate/yPositive-SIscaled75.bpl_Iteration1_Loop_7-phaseTemplate.smt2	CRASH:134	17962	memory allocation of 2113984 bytes failed note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/TM/p7-driverlogNumeric_s8.smt2	HARDKILL	33880	ext timeout 32s
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/latendresse/ecoliFBAyicesTest-3875-4.smt2	CRASH:134	17749	memory allocation of 173152 bytes failed note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/Ultimate/simple-scaled200.bpl_Iteration1_Lasso_3-pieceTemplate.smt2	CRASH:134	31347	memory allocation of 3938528 bytes failed note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/miplib/vpm2-5.smt2	CRASH:134	18359	memory allocation of 76832 bytes failed note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/latendresse/ecoliMILPglycerolYices3-50000.smt2	CRASH:134	16611	memory allocation of 183968 bytes failed note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/miplib/danoint-266.smt2	CRASH:134	18936	memory allocation of 115072 bytes failed note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/miplib/fixnet-5000.smt2	HARDKILL	32986	ext timeout 32s
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-27.base.cvc.smt2	unknown kind=Timeout	26580	preprocessed dispatch timeout after reduced solve
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/miplib/opt1217--57.smt2	unknown kind=Timeout	32020	preprocessed dispatch timeout after reduced solve
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-29.base.cvc.smt2	unknown kind=Timeout	31186	preprocessed dispatch timeout after reduced solve
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-31.base.cvc.smt2	HARDKILL	32291	ext timeout 32s
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-33.base.cvc.smt2	unknown kind=Timeout	30097	preprocessed dispatch timeout after reduced solve
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-35.base.cvc.smt2	unknown kind=Timeout	29780	preprocessed dispatch timeout after reduced solve
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-37.base.cvc.smt2	unknown kind=Timeout	30812	preprocessed dispatch timeout after reduced solve
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-39.base.cvc.smt2	HARDKILL	32684	ext timeout 32s
