file	axeyum	axeyum_s	axeyum_k	z3	z3_s	z3_k	cvc5	cvc5_s	cvc5_k	status
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test14_1.i_2.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test14_3.i_11.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test15-2.i_6.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test15-2.i_7.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test15-2.i_8.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test16.i_0.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test16.i_1.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test16.i_2.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test16.i_3.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test17_3.i_4.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test17_3.i_5.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test17_3.i_6.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test18.i_3.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test18.i_4.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test18.i_5.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test19-1.i_4.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test20-2.i_1.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test20-2.i_2.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test20-2.i_3.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test20-2.i_4.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test20-2.i_5.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test20-2.i_6.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test21-2.i_1.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test21-2.i_2.smt2	sat	0.12	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test21-2.i_3.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test21-2.i_4.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test21-2.i_5.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test23_3.i_3.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test23_3.i_4.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test3-2.i_1.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test3-2.i_2.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test3-2.i_3.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test4-2.i_0.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test4-2.i_1.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test4-2.i_10.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test4-2.i_11.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test4-2.i_12.smt2	sat	0.81	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test4-2.i_13.smt2	sat	0.81	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test4-2.i_2.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test4-2.i_3.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test4-2.i_9.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test5.i_1.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test5.i_2.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test5.i_3.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6.i_1.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6.i_28.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6.i_29.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6.i_30.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6.i_32.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6.i_33.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6.i_34.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6.i_37.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6_1.i_1.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6_2.i_1.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6_2.i_24.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6_2.i_25.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6_2.i_26.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6_3.i_16.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6_3.i_17.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6_3.i_18.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test7-1.i_2.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test7-1.i_4.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test7-1.i_5.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test7-1.i_6.smt2	sat	1.01	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test7-1.i_7.smt2	sat	1.01	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test7-2.i_14.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test7-2.i_15.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test7-2.i_16.smt2	sat	0.41	ok	unknown	0.12	ok	unknown	0.12	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test7-2.i_17.smt2	sat	0.41	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test7-2.i_2.smt2	sat	0.11	ok	unknown	0.12	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test7-2.i_20.smt2	sat	0.81	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test7-2.i_4.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test7-2.i_5.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test7-2.i_6.smt2	sat	0.41	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test7-2.i_7.smt2	sat	0.41	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test8.i_1.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test8.i_2.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test9.i_1.smt2	sat	0.12	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test9.i_2.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/test-0158-1.i_2.smt2	sat	0.11	ok	unknown	0.12	ok	unknown	0.12	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/test-0158_1-1.i_0.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/test-0158_1-1.i_2.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/test-0504.i_5.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/test-0504.i_6.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/test-0504.i_7.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/test-0504_1.i_1.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/test-0504_1.i_2.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/test-0504_1.i_3.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/test-0513.i_19.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/test-0513.i_20.smt2	sat	0.41	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/test-0513.i_21.smt2	sat	0.41	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/test-0513.i_23.smt2	sat	0.41	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/test-0513.i_24.smt2	sat	0.41	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/test-0521.i_0.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/tree_cnstr.i_0.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/tree_cnstr.i_1.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/tree_stack.i_0.smt2	sat	0.11	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/tree_stack.i_1.smt2	sat	0.51	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/tree_stack.i_4.smt2	sat	0.41	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/tree_stack.i_5.smt2	sat	0.41	ok	unknown	0.11	ok	unknown	0.11	ok	unknown
ALIA/piVC/piVC_14672f.smt2	unsat	0.11	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
ALIA/piVC/piVC_3937a0.smt2	unsat	0.11	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
ALIA/piVC/piVC_600bf6.smt2	unsat	0.11	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
ALIA/piVC/piVC_6c37d0.smt2	unsat	0.11	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
ALIA/piVC/piVC_8bed95.smt2	unsat	0.21	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
ALIA/piVC/piVC_b124d6.smt2	unsat	0.21	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
ALIA/piVC/piVC_deabd0.smt2	unsat	0.21	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
