file	verdict	wall_ms	timed_out	model_check
string4x8.7._bit8_na6_nr3_paired.cnf	unknown	20044.9583750451	true	
string4x8.8._bit16_na6_nr4_paired.cnf	unknown	20058.776702033356	true	
string4x8.8._bit8_na6_nr3_paired.cnf	unknown	20034.85019301297	true	
string4x8.9._bit16_na6_nr4_paired.cnf	unknown	20065.089867042843	true	
string4x8.9._bit8_na6_nr3_paired.cnf	unknown	20039.453062985558	true	
tcp_full_bit16_na13_nr4_paired.cnf	unknown	20068.214148981497	true	
tcp_full_bit8_na6_nr3_paired.cnf	unknown	20034.594258992	true	
tcp_full_bit8_na6_nr4_paired.cnf	unknown	20038.573540979996	true	
tcp_full_split4_bit8_na6_nr4_paired.cnf	unknown	20041.389636986423	true	
tcp_open_bit8_na6_nr3_paired.cnf	unknown	20025.728487991728	true	
tcp_open_bit8_na6_nr4_paired.cnf	unknown	20018.113803991582	true	
videoconf_full_bit16_na13_nr4_paired.cnf	unknown	20032.79988002032	true	
videoconf_full_bit8_na6_nr3_paired.cnf	unknown	20029.33942497475	true	
videoconf_full_bit8_na6_nr4_paired.cnf	unknown	20031.961558037437	true	
videoconf_simple_bit8_na6_nr3_paired.cnf	sat	11813.734759984072	false	ok
videoconf_split4_full_bit16_na13_nr4_paired.cnf	unknown	20034.0727379662	true	
