file	axeyum	reference	declared
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/lt/lt-has-no-other-solution-11876.smt2	unsat	unsat	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/lt/lt-has-no-other-solution-14634.smt2	unsat	unsat	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/lt/lt-has-no-other-solution-17197.smt2	unsat	unsat	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/lt/lt-has-no-other-solution-19579.smt2	unsat	unsat	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/lt/lt-has-no-other-solution-3920.smt2	unsat	unsat	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/lt/lt-has-no-other-solution-651.smt2	unsat	unsat	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/lt/lt-has-no-other-solution-9055.smt2	unsat	unsat	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/lt/lt-has-solution-11793.smt2	sat	sat	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/lt/lt-has-solution-14496.smt2	sat	sat	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/lt/lt-has-solution-17118.smt2	sat	sat	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/lt/lt-has-solution-19505.smt2	sat	sat	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/lt/lt-has-solution-3843.smt2	sat	sat	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/lt/lt-has-solution-6395.smt2	sat	sat	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/lt/lt-has-solution-8994.smt2	sat	sat	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/max/max-has-no-other-solution-11597.smt2	unsat	unsat	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/max/max-has-no-other-solution-13999.smt2	unsat	unsat	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/max/max-has-no-other-solution-16374.smt2	unsat	unsat	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/max/max-has-no-other-solution-19031.smt2	unsat	unsat	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/max/max-has-no-other-solution-3470.smt2	unsat	unsat	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/max/max-has-no-other-solution-6011.smt2	unsat	unsat	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/max/max-has-no-other-solution-8888.smt2	unsat	unsat	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/max/max-has-solution-11461.smt2	sat	sat	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/max/max-has-solution-13818.smt2	sat	sat	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/max/max-has-solution-16227.smt2	sat	sat	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/max/max-has-solution-18762.smt2	sat	sat	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/max/max-has-solution-3331.smt2	sat	sat	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/max/max-has-solution-5850.smt2	sat	sat	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/max/max-has-solution-8765.smt2	sat	sat	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/min/min-has-no-other-solution-11118.smt2	unsat	unsat	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/min/min-has-no-other-solution-1380.smt2	unsat	unsat	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/min/min-has-no-other-solution-16474.smt2	unsat	unsat	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/min/min-has-no-other-solution-18894.smt2	unsat	unsat	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/min/min-has-no-other-solution-3802.smt2	unsat	unsat	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/min/min-has-no-other-solution-610.smt2	unsat	unsat	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/min/min-has-no-other-solution-8651.smt2	unsat	unsat	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/min/min-has-solution-10978.smt2	sat	sat	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/min/min-has-solution-13636.smt2	sat	sat	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/min/min-has-solution-16363.smt2	sat	sat	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/min/min-has-solution-18749.smt2	sat	sat	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/min/min-has-solution-3630.smt2	sat	sat	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/min/min-has-solution-5964.smt2	sat	sat	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/min/min-has-solution-8474.smt2	sat	sat	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/mul/mul-has-no-other-solution-10910.smt2	unsat	unsat	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/mul/mul-has-no-other-solution-13572.smt2	unsat	unsat	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/mul/mul-has-no-other-solution-15858.smt2	unsat	unsat	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/mul/mul-has-no-other-solution-18542.smt2	unsat	unsat	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/mul/mul-has-no-other-solution-3205.smt2	unsat	unsat	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/mul/mul-has-no-other-solution-5439.smt2	unsat	unsat	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/mul/mul-has-no-other-solution-7816.smt2	unsat	unsat	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/mul/mul-has-solution-10313.smt2	sat	sat	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/mul/mul-has-solution-12943.smt2	sat	sat	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/mul/mul-has-solution-15270.smt2	sat	sat	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/mul/mul-has-solution-17753.smt2	sat	sat	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/mul/mul-has-solution-2515.smt2	sat	sat	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/mul/mul-has-solution-4752.smt2	sat	sat	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/mul/mul-has-solution-7167.smt2	sat	sat	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/mul/mul-has-solution-9639.smt2	sat	sat	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/rem/rem-has-no-other-solution-12274.smt2	unsat	unsat	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/rem/rem-has-no-other-solution-14787.smt2	unsat	unsat	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/rem/rem-has-no-other-solution-17378.smt2	unsat	unsat	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/rem/rem-has-no-other-solution-2004.smt2	unsat	unsat	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/rem/rem-has-no-other-solution-4645.smt2	unsat	unsat	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/rem/rem-has-no-other-solution-7293.smt2	unsat	unsat	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/rem/rem-has-no-other-solution-9680.smt2	unsat	unsat	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/rem/rem-has-solution-12413.smt2	sat	sat	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/rem/rem-has-solution-14907.smt2	sat	sat	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/rem/rem-has-solution-17656.smt2	sat	sat	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/rem/rem-has-solution-2112.smt2	sat	sat	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/rem/rem-has-solution-4816.smt2	sat	sat	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/rem/rem-has-solution-7426.smt2	sat	sat	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/rem/rem-has-solution-9901.smt2	sat	sat	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/sqrt/sqrt-has-no-other-solution-12368.smt2	unsat	unsat	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/sqrt/sqrt-has-no-other-solution-15005.smt2	unsat	unsat	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/sqrt/sqrt-has-no-other-solution-17621.smt2	unsat	unsat	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/sqrt/sqrt-has-no-other-solution-19908.smt2	unsat	unsat	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/sqrt/sqrt-has-no-other-solution-4606.smt2	unsat	unsat	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/sqrt/sqrt-has-no-other-solution-7181.smt2	unsat	unsat	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/sqrt/sqrt-has-no-other-solution-9884.smt2	unsat	unsat	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/sqrt/sqrt-has-solution-12368.smt2	sat	sat	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/sqrt/sqrt-has-solution-15005.smt2	sat	sat	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/sqrt/sqrt-has-solution-17621.smt2	sat	sat	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/sqrt/sqrt-has-solution-19908.smt2	sat	sat	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/sqrt/sqrt-has-solution-4606.smt2	sat	sat	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/sqrt/sqrt-has-solution-7181.smt2	sat	sat	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/sqrt/sqrt-has-solution-9884.smt2	sat	sat	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/sub/sub-has-no-other-solution-12429.smt2	unsat	unsat	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/sub/sub-has-no-other-solution-14824.smt2	unsat	unsat	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_FP/wintersteiger/sub/sub-has-no-other-solution-17122.smt2	unsat	unsat	unsat
