file	first	a_rc	a_ms	a_verdict	a_total_ms	b_rc	b_ms	b_verdict	b_total_ms	b_warm_build	b_warm_checks	b_warm_declines	b_warm_cold_restarts	a_cold_builds	b_cold_builds	status
QF_LRA/sal/tgc/tgc_io-safe-16.smt2	A	0	6612	unknown	6513	0	6412	unknown	6376	off	0	0	0	0	0	unsat
QF_LRA/meti-tarski/sin/344/3/sin-344-3-chunk-0016.smt2	B	0	107	unsat	4	0	106	unsat	4	off	0	0	0	0	0	unsat
QF_LRA/DTP-Scheduling/constraints-tempo-depth-10.smt2	A	0	107	sat	4	0	107	sat	3	off	0	0	0	0	0	sat
QF_LRA/tta_startup/simple_startup_8nodes.missing.induct.smt2	B	0	24029	unknown	24013	0	24127	unknown	24010	built	1245	1	0	1141	0	sat
QF_LRA/meti-tarski/polypaver/bench-exp-3d/polypaver-bench-exp-3d-chunk-0145.smt2	A	0	106	unsat	5	0	106	unsat	4	off	0	0	0	0	0	unsat
QF_LRA/LassoRanker/CooperatingT2/brp_withassume.t2.c_Iteration1_Loop_5-phaseTemplate.smt2	B	0	24825	unknown	24541	0	24929	unknown	24704	built	27	1	0	21	0	sat
QF_LRA/sc/sc-10.induction.cvc.smt2	A	0	5912	sat	5834	0	6413	sat	6387	built	810	0	0	824	0	sat
QF_LRA/uart/uart-35.base.cvc.smt2	B	0	24126	unknown	24043	0	24130	unknown	24048	built	616	1	0	538	0	unsat
QF_LRA/LassoRanker/CooperatingT2/p-43.t2.c_Iteration2_Loop_4-pieceTemplate.smt2	A	0	24228	unknown	24161	0	24227	unknown	24138	built	154	1	0	128	0	sat
QF_LRA/meti-tarski/sin/problem/7/weak/sin-problem-7-weak-chunk-0040.smt2	B	0	107	unsat	5	0	107	unsat	5	off	0	0	0	0	0	unsat
QF_LRA/tta_startup/simple_startup_6nodes.synchro.base.smt2	A	0	107	unsat	61	0	107	unsat	63	off	0	0	0	0	0	unsat
QF_LRA/meti-tarski/sin/problem/7/weak/sin-problem-7-weak-chunk-0069.smt2	B	0	108	sat	5	0	107	sat	5	off	0	0	0	0	0	sat
QF_LRA/uart/uart-30.induction.cvc.smt2	A	0	24129	unknown	24018	0	24126	unknown	24039	built	735	1	0	659	0	sat
QF_LRA/meti-tarski/polypaver/bench-exp-3d/polypaver-bench-exp-3d-chunk-0021.smt2	B	0	107	sat	0	0	107	sat	0	off	0	0	0	0	0	sat
QF_LRA/meti-tarski/Chua/1/IL/U/Chua-1-IL-U-chunk-0056.smt2	A	0	107	sat	0	0	108	sat	0	off	0	0	0	0	0	sat
QF_LRA/spider_benchmarks/fs_no_op_accs.base.smt2	B	0	407	unsat	313	0	407	unsat	321	off	0	0	0	0	0	unsat
QF_LRA/tropical-matrix/constraint-269735.smt2	A	0	24126	unknown	24011	0	24129	unknown	24019	built	425	1	0	354	0	sat
QF_LRA/sc/sc-11.induction3.cvc.smt2	B	0	24131	unknown	24013	0	24131	unknown	24011	off	0	0	0	322	323	sat
QF_LRA/clock_synchro/clocksynchro_7clocks.main_invar.base.smt2	A	0	3911	unsat	3881	0	3411	unsat	3391	built	603	0	0	583	0	unsat
QF_LRA/uart/uart-8.induction.cvc.smt2	B	0	19025	sat	18912	0	24130	unknown	24017	built	1924	1	0	1598	0	sat
QF_LRA/LassoRanker/CooperatingT2/ludcmp.t2.c_Iteration7_Loop_7-phaseTemplate.smt2	A	0	24229	unknown	24100	0	24225	unknown	24137	built	132	1	0	87	0	sat
