file	base	base_ms	base_rc	both	both_ms	both_rc	first	status
QF_RDL/sal/fischer6-mutex-7.smt2	unsat	206	0	unsat	205	0	base	unsat
QF_RDL/sal/fischer9-mutex-10.smt2	unsat	8012	0	unsat	8011	0	both	unsat
QF_RDL/sal/fischer9-mutex-14.smt2	unknown	24126	0	unknown	24120	0	base	unsat
QF_RDL/sal/fischer9-mutex-18.smt2	unknown	24227	0	unknown	24126	0	both	unsat
QF_RDL/sal/fischer9-mutex-3.smt2	unsat	105	0	unsat	106	0	base	unsat
QF_RDL/sal/fischer9-mutex-7.smt2	unsat	405	0	unsat	405	0	both	unsat
QF_RDL/scheduling/abz5_1200.smt2	unsat	5807	0	unsat	5810	0	base	unsat
QF_RDL/scheduling/abz6_1000.smt2	sat	104	0	sat	105	0	both	sat
QF_RDL/scheduling/abz6_943.smt2	sat	2007	0	sat	2007	0	base	sat
QF_RDL/scheduling/abz7_670.smt2	unknown	24127	0	unknown	24126	0	both	unknown
QF_RDL/scheduling/orb01_1000.smt2	unknown	24025	0	unknown	24024	0	base	unsat
QF_RDL/scheduling/orb01_900.smt2	unsat	4909	0	unsat	4809	0	both	unsat
QF_RDL/scheduling/orb02_888.smt2	sat	5009	0	sat	5110	0	base	sat
QF_RDL/scheduling/orb03_1200.smt2	sat	306	0	sat	305	0	both	sat
QF_RDL/scheduling/orb04_1100.smt2	sat	305	0	sat	305	0	base	sat
QF_RDL/scheduling/orb05_1000.smt2	sat	405	0	sat	405	0	both	sat
QF_RDL/scheduling/orb05_900.smt2	sat	9813	0	sat	9812	0	base	sat
QF_RDL/scheduling/orb06_1200.smt2	sat	905	0	sat	907	0	both	sat
QF_RDL/scheduling/orb07_397.smt2	sat	5010	0	sat	5109	0	base	sat
QF_RDL/scheduling/orb08_700.smt2	unsat	106	0	unsat	105	0	both	unsat
QF_RDL/scheduling/orb09_1000.smt2	sat	205	0	sat	204	0	base	sat
QF_RDL/scheduling/orb09_934.smt2	unknown	24025	0	unknown	24025	0	both	sat
QF_RDL/scheduling/orb10_900.smt2	unsat	3308	0	unsat	3208	0	base	unsat
QF_RDL/scheduling/swv11_2988.smt2	unknown	24227	0	unknown	24126	0	both	unknown
QF_RDL/scheduling/swv12_2972.smt2	unknown	24226	0	unknown	24227	0	base	unknown
QF_RDL/scheduling/swv13_3000.smt2	unknown	24126	0	unknown	24126	0	both	unknown
QF_RDL/scheduling/swv14_2800.smt2	unknown	24226	0	unknown	24227	0	base	unknown
QF_RDL/scheduling/swv14_3000.smt2	unknown	24226	0	unknown	24226	0	both	unknown
