file	s16	s16_ms	s16_rc	s16both	s16both_ms	s16both_rc	first	status
QF_LRA/meti-tarski/atan/problem/2/weak2/atan-problem-2-weak2-chunk-0034.smt2	sat	105	0	sat	105	0	s16both	sat
QF_LRA/meti-tarski/bottom-plate-mixer/bottom-plate-mixer-chunk-0011.smt2	sat	106	0	sat	106	0	s16	sat
QF_LRA/meti-tarski/cbrt/3/cbrt-problem-3-chunk-0048.smt2	unsat	106	0	unsat	105	0	s16both	unsat
QF_LRA/meti-tarski/cbrt/3/weak/cbrt-problem-3-weak-chunk-0097.smt2	sat	106	0	sat	106	0	s16	sat
QF_LRA/meti-tarski/polypaver/bench-exp-3d/polypaver-bench-exp-3d-chunk-0050.smt2	sat	107	0	sat	104	0	s16both	sat
QF_LRA/meti-tarski/sin/344/3/sin-344-3-weak-chunk-0016.smt2	unsat	105	0	unsat	105	0	s16	unsat
QF_LRA/meti-tarski/sin/problem/7/sin-problem-7-chunk-0063.smt2	sat	104	0	sat	106	0	s16both	sat
QF_LRA/meti-tarski/sin/problem/7/weak/sin-problem-7-weak-chunk-0037.smt2	sat	105	0	sat	105	0	s16	sat
QF_LRA/meti-tarski/sin/problem/7/weak/sin-problem-7-weak-chunk-0089.smt2	unsat	105	0	unsat	105	0	s16both	unsat
QF_LRA/meti-tarski/sin/problem/7/weak2/sin-problem-7-weak2-chunk-0037.smt2	sat	105	0	sat	105	0	s16	sat
QF_LRA/meti-tarski/sin/problem/8/weak/sin-problem-8-weak-chunk-0023.smt2	unsat	106	0	unsat	105	0	s16both	unsat
QF_LRA/meti-tarski/sqrt/1mcosq/7/sqrt-1mcosq-7-chunk-0103.smt2	sat	106	0	sat	106	0	s16	sat
QF_LRA/miplib/fixnet-5000.smt2	unknown	24130	0	unknown	24132	0	s16both	sat
QF_LRA/miplib/vpm2-5.smt2	unknown	24129	0	unknown	24030	0	s16	unsat
QF_LRA/sal/gasburner/gasburner-prop3-9.smt2	unsat	606	0	unsat	605	0	s16both	unsat
QF_LRA/sal/tgc/tgc_io-safe-13.smt2	unknown	4711	0	unknown	4711	0	s16	unsat
QF_LRA/sal/windowreal/windowreal-no_t_deadlock-6.smt2	unsat	106	0	unsat	106	0	s16both	unsat
QF_LRA/sc/sc-15.base.cvc.smt2	unknown	24031	0	unsat	18326	0	s16	unsat
QF_LRA/sc/sc-23.base.cvc.smt2	unknown	24032	0	unknown	24033	0	s16both	unsat
QF_LRA/sc/sc-31.base.cvc.smt2	unknown	24132	0	unknown	24032	0	s16	unsat
QF_LRA/sc/sc-39.base.cvc.smt2	unknown	24133	0	unknown	24030	0	s16both	unsat
QF_LRA/spider_benchmarks/frame_prop.base.smt2	unsat	1207	0	unsat	1207	0	s16	unsat
QF_LRA/spider_benchmarks/reint_to_least.base.smt2	unsat	206	0	unsat	206	0	s16both	unsat
QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_array1.i_3_2_2.bpl_11.smt2	unknown	24032	0	unknown	24032	0	s16	unsat
QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_standard_copy3_ground.i_3_2_2.bpl_7.smt2	unknown	24029	0	unknown	24031	0	s16both	unsat
QF_LRA/2019-ezsmt/Labyrinth/SCC_Strong/0051-labyrinth-12-0.smt2	unknown	25130	0	unknown	25134	0	s16	unknown
QF_LRA/2019-ezsmt/blending/24.smt2	sat	3510	0	sat	3510	0	s16both	unknown
QF_LRA/2019-ezsmt/routingMin/SCC_strong/d50.9.smt2	sat	205	0	sat	206	0	s16	unknown
QF_LRA/2019-ezsmt/travellingSalesperson/tsp_rand_70_300_1155482584_7.lp.smt2	sat	4810	0	sat	5109	0	s16both	unknown
QF_LRA/DTP-Scheduling/constraints-tempo-depth-30.smt2	sat	106	0	sat	106	0	s16	sat
QF_LRA/DTP-Scheduling/constraints-tempo-width-9.smt2	sat	105	0	sat	105	0	s16both	sat
QF_LRA/LassoRanker/CooperatingT2/afagp-fail.t2.c_Iteration1_Lasso_7-phaseTemplate.smt2	unknown	24532	0	unknown	24232	0	s16	unsat
QF_LRA/LassoRanker/CooperatingT2/disj_nightmare.t2.c_Iteration2_Loop_7-phaseTemplate.smt2	unknown	25134	0	unknown	25131	0	s16both	unsat
QF_LRA/LassoRanker/CooperatingT2/firewire.t2.c_Iteration1_Lasso_4-lexTemplate.smt2	unknown	24533	0	unknown	24533	0	s16	sat
QF_LRA/LassoRanker/CooperatingT2/janne_complex.t2.c_Iteration3_Lasso_4-pieceTemplate.smt2	unknown	24531	0	unknown	24431	0	s16both	unsat
QF_LRA/LassoRanker/CooperatingT2/p-43.t2.c_Iteration4_Loop_4-pieceTemplate.smt2	none	8386	134	unknown	24231	0	s16	sat
QF_LRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration5_Lasso_6-phaseTemplate.smt2	unknown	24431	0	unknown	24430	0	s16both	sat
QF_LRA/LassoRanker/CooperatingT2/toeplz.c.i.toeplz.pl.t2.fixed.t2.c_Iteration2_Loop_7-phaseTemplate.smt2	unknown	25131	0	unknown	25132	0	s16	sat
QF_LRA/LassoRanker/SV-COMP/GulwaniJainKoskinen-2009PLDI-Fig1_true-termination.c_Iteration1_Lasso_4-pieceTemplate.smt2	unknown	25131	0	unknown	25131	0	s16both	unknown
QF_LRA/LassoRanker/SV-COMP/Masse_true-termination.c_Iteration1_Loop_4-pieceTemplate.smt2	none	8609	134	unknown	24232	0	s16	unsat
QF_LRA/LassoRanker/SV-COMP/joey_false-termination.c_Iteration1_Loop_7-phaseTemplate.smt2	none	7583	134	unknown	24128	0	s16both	sat
QF_LRA/LassoRanker/Ultimate/Collatz.bpl_Iteration1_Loop_6-phaseTemplate.smt2	unknown	25031	0	unknown	25131	0	s16	unsat
QF_LRA/LassoRanker/Ultimate/OpposedDisjuncts.bpl_Iteration1_Lasso_2-pieceTemplate.smt2	none	7383	134	unknown	24129	0	s16both	unsat
QF_LRA/LassoRanker/Ultimate/simple-scaled200.bpl_Iteration1_Lasso_3-pieceTemplate.smt2	unknown	25130	0	unknown	25132	0	s16	sat
QF_LRA/LassoRanker/Ultimate/yPositive-SIscaled75.bpl_Iteration1_Loop_7-phaseTemplate.smt2	unknown	25124	0	unknown	25132	0	s16both	sat
QF_LRA/clock_synchro/clocksynchro_2clocks.main_invar.base.smt2	unsat	2708	0	unsat	706	0	s16	unsat
QF_LRA/keymaera/bouncing-ball-inv-node1886.smt2	unsat	106	0	unsat	106	0	s16both	unsat
QF_LRA/latendresse/ecoliMILPglycerolYices3-50000.smt2	sat	11117	0	unknown	24232	0	s16	sat
QF_LRA/meti-tarski/Chua/1/IL/L/Chua-1-IL-L-chunk-0142.smt2	sat	109	0	sat	107	0	s16both	sat
QF_LRA/meti-tarski/Chua/1/VC2/L/Chua-1-VC2-L-chunk-0008.smt2	sat	106	0	sat	108	0	s16	sat
QF_LRA/meti-tarski/Chua/2/VC2/L/Chua-2-VC2-L-chunk-0048.smt2	sat	108	0	sat	107	0	s16both	sat
QF_LRA/meti-tarski/atan/problem/2/weak2/atan-problem-2-weak2-chunk-0054.smt2	sat	107	0	sat	108	0	s16	sat
QF_LRA/meti-tarski/bottom-plate-mixer/bottom-plate-mixer-chunk-0019.smt2	sat	108	0	sat	106	0	s16both	sat
QF_LRA/meti-tarski/cbrt/3/cbrt-problem-3-chunk-0074.smt2	unsat	105	0	unsat	108	0	s16	unsat
QF_LRA/meti-tarski/polypaver/bench-exp-3d/polypaver-bench-exp-3d-chunk-0019.smt2	unsat	108	0	unsat	107	0	s16both	unsat
QF_LRA/meti-tarski/polypaver/bench-exp-3d/polypaver-bench-exp-3d-chunk-0060.smt2	sat	107	0	sat	109	0	s16	sat
QF_LRA/meti-tarski/sin/problem/7/sin-problem-7-chunk-0004.smt2	sat	109	0	sat	107	0	s16both	sat
QF_LRA/meti-tarski/sin/problem/7/weak/sin-problem-7-weak-chunk-0007.smt2	sat	106	0	sat	109	0	s16	sat
QF_LRA/meti-tarski/sin/problem/7/weak/sin-problem-7-weak-chunk-0046.smt2	sat	109	0	sat	107	0	s16both	sat
QF_LRA/meti-tarski/sin/problem/7/weak2/sin-problem-7-weak2-chunk-0006.smt2	sat	107	0	sat	107	0	s16	sat
QF_LRA/meti-tarski/sin/problem/7/weak2/sin-problem-7-weak2-chunk-0048.smt2	unsat	109	0	unsat	107	0	s16both	unsat
QF_LRA/meti-tarski/sqrt/1mcosq/7/sqrt-1mcosq-7-chunk-0008.smt2	sat	106	0	sat	109	0	s16	sat
QF_LRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0010.smt2	sat	108	0	sat	107	0	s16both	sat
QF_LRA/miplib/opt1217--57.smt2	unknown	24136	0	unknown	24130	0	s16	unsat
QF_LRA/sal/carpark/Carpark2-ausgabe-8.smt2	unknown	106	0	unknown	206	0	s16both	sat
QF_LRA/sal/pursuit/pursuit-safety-16.smt2	unknown	24121	0	unknown	24124	0	s16	unsat
QF_LRA/sal/tgc/tgc_io-safe-20.smt2	unknown	4410	0	unknown	14719	0	s16both	sat
QF_LRA/sal/windowreal/windowreal-safe2-1.smt2	unsat	107	0	unsat	108	0	s16	unsat
QF_LRA/sc/sc-17.base.cvc.smt2	unknown	24027	0	unsat	19324	0	s16both	unsat
QF_LRA/sc/sc-25.base.cvc.smt2	unknown	24122	0	unknown	24029	0	s16	unsat
QF_LRA/sc/sc-33.base.cvc.smt2	unknown	24129	0	unknown	24028	0	s16both	unsat
QF_LRA/sc/sc-5.base.cvc.smt2	unsat	10915	0	unsat	106	0	s16	unsat
QF_LRA/spider_benchmarks/fs_not_sc_seen.base.smt2	unsat	1207	0	unsat	1207	0	s16both	unsat
