file	base	base_rc	base_ms	base_giveup	base_err	arm	arm_rc	arm_ms	arm_giveup	arm_err	first	status
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/hongyi1.t2.c_Iteration1_Loop_4-lexTemplate.smt2	none	134	7297	none	memory allocation of 643072 bytes failed	none	134	7293	none	memory allocation of 643072 bytes failed	base	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/ludcmp.t2.c_Iteration8_Loop_7-phaseTemplate.smt2	none	134	7798	none	memory allocation of 1405920 bytes failed	none	134	7798	none	memory allocation of 1405920 bytes failed	arm	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/queens.t2.c_Iteration19_Loop_7-phaseTemplate.smt2	none	134	6395	none	memory allocation of 952544 bytes failed	none	134	6397	none	memory allocation of 952544 bytes failed	base	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration7_Loop_7-phaseTemplate.smt2	none	134	10900	none	memory allocation of 265024 bytes failed	none	134	10903	none	memory allocation of 265024 bytes failed	arm	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/SV-COMP/BradleyMannaSipma-2005CAV-Fig1_true-termination.c_Iteration1_Lasso_7-phaseTemplate.smt2	none	134	6498	none	memory allocation of 1217696 bytes failed	none	134	6496	none	memory allocation of 1217696 bytes failed	base	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/SV-COMP/LeeJonesBen-Amram-2001POPL-Ex5_true-termination.c_Iteration2_Lasso_3-pieceTemplate.smt2	none	134	5496	none	memory allocation of 675392 bytes failed	none	134	5393	none	memory allocation of 675392 bytes failed	arm	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/SV-COMP/TelAviv-Amir-Minimum_true-termination.c_Iteration1_Loop_4-pieceTemplate.smt2	none	134	21916	none	memory allocation of 2490656 bytes failed	none	134	21911	none	memory allocation of 2490656 bytes failed	base	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/Ultimate/Braverman-2006CAV-Ex1-int.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	unknown	0	24037	; give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [Incomplete] online CDCL(T) LRA model did not replay (arithmetic outside the incremental engine)	none	unknown	0	24035	; give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [Incomplete] online CDCL(T) LRA model did not replay (arithmetic outside the incremental engine)	none	arm	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/Ultimate/Gcd_havoc.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	unknown	0	24245	; give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lra: Fourier–Motzkin elimination exceeded the wall-clock / size budget	none	unknown	0	24437	; give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lra: the deadline passed building the Fourier–Motzkin unit-multiplier matrix; the elimination itself never started	none	base	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/Ultimate/TelAviv-AmirMinimum.bpl_Iteration1_Loop_4-pieceTemplate.smt2	none	134	6599	none	memory allocation of 329408 bytes failed	none	134	6593	none	memory allocation of 329408 bytes failed	arm	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/Ultimate/simple-scaled250.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	unknown	0	25137	; give-up kind=Watchdog detail=watchdog fired before the worker thread returned	none	unknown	0	25138	; give-up kind=Watchdog detail=watchdog fired before the worker thread returned	none	base	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/TM/p5-driverlogNumeric_s9.smt2	unsat	0	213	none	none	unsat	0	214	none	none	arm	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/clock_synchro/clocksynchro_6clocks.main_invar.base.smt2	unsat	0	3117	none	none	unsat	0	3017	none	none	base	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/keymaera/water_tank-node23593.smt2	unsat	0	114	none	none	unsat	0	115	none	none	arm	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/CMOS/CMOS-opamp-chunk-0016.smt2	sat	0	112	none	none	sat	0	112	none	none	base	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/Chua/1/VC1/L/Chua-1-VC1-L-chunk-0028.smt2	sat	0	114	none	none	sat	0	114	none	none	arm	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/Chua/1/VC2/U/Chua-1-VC2-U-chunk-0128.smt2	sat	0	113	none	none	sat	0	113	none	none	base	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/atan/problem/2/weak2/atan-problem-2-weak2-chunk-0014.smt2	sat	0	114	none	none	sat	0	113	none	none	arm	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/atan/problem/2/weak2/atan-problem-2-weak2-chunk-0127.smt2	sat	0	112	none	none	sat	0	114	none	none	base	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/cbrt/3/cbrt-problem-3-chunk-0040.smt2	unsat	0	114	none	none	unsat	0	113	none	none	arm	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/cbrt/3/weak/cbrt-problem-3-weak-chunk-0065.smt2	sat	0	114	none	none	sat	0	113	none	none	base	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/polypaver/bench-exp-3d/polypaver-bench-exp-3d-chunk-0041.smt2	sat	0	114	none	none	sat	0	113	none	none	arm	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/polypaver/bench-exp-3d/polypaver-bench-exp-3d-chunk-0144.smt2	sat	0	113	none	none	sat	0	114	none	none	base	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/sin/problem/7/sin-problem-7-chunk-0037.smt2	sat	0	113	none	none	sat	0	112	none	none	arm	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/sin/problem/7/weak/sin-problem-7-weak-chunk-0026.smt2	sat	0	113	none	none	sat	0	113	none	none	base	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/sin/problem/7/weak/sin-problem-7-weak-chunk-0065.smt2	sat	0	113	none	none	sat	0	114	none	none	arm	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/sin/problem/7/weak2/sin-problem-7-weak2-chunk-0028.smt2	sat	0	111	none	none	sat	0	112	none	none	base	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/sin/problem/8/weak/sin-problem-8-weak-chunk-0009.smt2	sat	0	115	none	none	sat	0	113	none	none	arm	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/sqrt/1mcosq/7/sqrt-1mcosq-7-chunk-0069.smt2	sat	0	113	none	none	sat	0	115	none	none	base	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/miplib/danoint-266.smt2	unknown	0	24237	; give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lra: Fourier–Motzkin elimination exceeded the wall-clock / size budget	none	unknown	0	24135	; give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lra: the deadline passed building the Fourier–Motzkin unit-multiplier matrix; the elimination itself never started	none	arm	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/miplib/pp08a-7349.smt2	unknown	0	24138	; give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [Incomplete] online CDCL(T) LRA model did not replay (arithmetic outside the incremental engine)	none	unknown	0	24138	; give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [Incomplete] online CDCL(T) LRA model did not replay (arithmetic outside the incremental engine)	none	base	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sal/gasburner/gasburner-prop3-2.smt2	unsat	0	112	none	none	unsat	0	111	none	none	arm	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sal/tgc/tgc_io-nosafe-4.smt2	unsat	0	212	none	none	unsat	0	211	none	none	base	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sal/windowreal/windowreal-no_t_deadlock-17.smt2	unsat	0	311	none	none	unsat	0	211	none	none	arm	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-13.base.cvc.smt2	unknown	0	24037	; give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lra: Fourier–Motzkin elimination exceeded the wall-clock / size budget	none	unknown	0	24138	; give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lra: the deadline had already passed when the conjunctive decider was entered (an expired budget or a portfolio stop); no constraint was collected and neither engine ran	none	base	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-21.base.cvc.smt2	unknown	0	24138	; give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lra: Fourier–Motzkin elimination exceeded the wall-clock / size budget	none	unknown	0	24039	; give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lra: the deadline passed building the Fourier–Motzkin unit-multiplier matrix; the elimination itself never started	none	arm	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-29.base.cvc.smt2	unknown	0	24139	; give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lra: Fourier–Motzkin elimination exceeded the wall-clock / size budget	none	unknown	0	24138	; give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lra: the deadline had already passed when the conjunctive decider was entered (an expired budget or a portfolio stop); no constraint was collected and neither engine ran	none	base	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-37.base.cvc.smt2	unknown	0	24136	; give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lra: Fourier–Motzkin elimination exceeded the wall-clock / size budget	none	unknown	0	24135	; give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lra: the deadline passed building the Fourier–Motzkin unit-multiplier matrix; the elimination itself never started	none	arm	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-9.base.cvc.smt2	unknown	0	24136	; give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lra: Fourier–Motzkin elimination exceeded the wall-clock / size budget	none	unknown	0	24135	; give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lra: the deadline had already passed when the conjunctive decider was entered (an expired budget or a portfolio stop); no constraint was collected and neither engine ran	none	base	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/spider_benchmarks/pd_init_op_accs.base.smt2	unsat	0	1912	none	none	unsat	0	1913	none	none	arm	unsat
