file	base	base_rc	base_ms	base_giveup	base_err	arm	arm_rc	arm_ms	arm_giveup	arm_err	first	status
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/SV-COMP/LeeJonesBen-Amram-2001POPL-Ex5_true-termination.c_Iteration2_Loop_7-phaseTemplate.smt2	none	134	5691	none	memory allocation of 537472 bytes failed	none	134	5690	none	memory allocation of 537472 bytes failed	arm	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/SV-COMP/aviad_true-termination.c_Iteration1_Loop_4-nestedTemplate.smt2	none	134	10290	none	memory allocation of 1524512 bytes failed	none	134	10195	none	memory allocation of 1524512 bytes failed	base	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/Ultimate/Canberra.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	none	134	5789	none	memory allocation of 652448 bytes failed	none	134	5790	none	memory allocation of 652448 bytes failed	arm	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/Ultimate/Lobnya-Boolean-Reordered.bpl_Iteration1_Lasso_7-phaseTemplate.smt2	unknown	0	24625	; give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lra: Fourier–Motzkin elimination exceeded the wall-clock / size budget	none	unknown	0	24623	; give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lra: the deadline passed building the Fourier–Motzkin unit-multiplier matrix; the elimination itself never started	none	base	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/Ultimate/bound-scaled600.bpl_Iteration1_Loop_7-phaseTemplate.smt2	unknown	0	25125	; give-up kind=Watchdog detail=watchdog fired before the worker thread returned	none	unknown	0	25229	; give-up kind=Watchdog detail=watchdog fired before the worker thread returned	none	arm	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/Ultimate/yPositive-SIscaled50.bpl_Iteration1_Loop_4-pieceTemplate.smt2	none	134	6391	none	memory allocation of 955008 bytes failed	none	134	6285	none	memory allocation of 955008 bytes failed	base	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/TM/p7-driverlogNumeric_s8.smt2	unknown	0	24124	; give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lra: Fourier–Motzkin elimination exceeded the wall-clock / size budget	none	unknown	0	24225	; give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lra: the deadline passed building the Fourier–Motzkin unit-multiplier matrix; the elimination itself never started	none	arm	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/clock_synchro/clocksynchro_8clocks.main_invar.base.smt2	unsat	0	7116	none	none	unsat	0	7719	none	none	base	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/latendresse/ecoliFBAyicesTest-3875-4.smt2	unknown	0	24327	; give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lra: Fourier–Motzkin elimination exceeded the wall-clock / size budget	none	unknown	0	24229	; give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lra: the deadline passed building the Fourier–Motzkin unit-multiplier matrix; the elimination itself never started	none	arm	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/Chua/1/IL/L/Chua-1-IL-L-chunk-0013.smt2	sat	0	112	none	none	sat	0	110	none	none	base	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/Chua/1/VC1/L/Chua-1-VC1-L-chunk-0156.smt2	unsat	0	111	none	none	unsat	0	110	none	none	arm	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/Chua/2/IL/L/Chua-2-IL-L-chunk-0071.smt2	sat	0	110	none	none	sat	0	113	none	none	base	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/atan/problem/2/weak2/atan-problem-2-weak2-chunk-0034.smt2	sat	0	110	none	none	sat	0	112	none	none	arm	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/bottom-plate-mixer/bottom-plate-mixer-chunk-0011.smt2	sat	0	109	none	none	sat	0	109	none	none	base	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/cbrt/3/cbrt-problem-3-chunk-0048.smt2	unsat	0	111	none	none	unsat	0	109	none	none	arm	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/cbrt/3/weak/cbrt-problem-3-weak-chunk-0097.smt2	sat	0	111	none	none	sat	0	112	none	none	base	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/polypaver/bench-exp-3d/polypaver-bench-exp-3d-chunk-0050.smt2	sat	0	109	none	none	sat	0	112	none	none	arm	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/sin/344/3/sin-344-3-weak-chunk-0016.smt2	unsat	0	111	none	none	unsat	0	109	none	none	base	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/sin/problem/7/sin-problem-7-chunk-0063.smt2	sat	0	113	none	none	sat	0	110	none	none	arm	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/sin/problem/7/weak/sin-problem-7-weak-chunk-0037.smt2	sat	0	112	none	none	sat	0	109	none	none	base	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/sin/problem/7/weak/sin-problem-7-weak-chunk-0089.smt2	unsat	0	111	none	none	unsat	0	110	none	none	arm	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/sin/problem/7/weak2/sin-problem-7-weak2-chunk-0037.smt2	sat	0	111	none	none	sat	0	109	none	none	base	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/sin/problem/8/weak/sin-problem-8-weak-chunk-0023.smt2	unsat	0	110	none	none	unsat	0	109	none	none	arm	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/sqrt/1mcosq/7/sqrt-1mcosq-7-chunk-0103.smt2	sat	0	112	none	none	sat	0	109	none	none	base	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/miplib/fixnet-5000.smt2	unknown	0	24232	; give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lra: Fourier–Motzkin elimination exceeded the wall-clock / size budget	none	unknown	0	24231	; give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lra: the deadline passed building the Fourier–Motzkin unit-multiplier matrix; the elimination itself never started	none	arm	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/miplib/vpm2-5.smt2	unknown	0	24130	; give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lra: Fourier–Motzkin elimination exceeded the wall-clock / size budget	none	unknown	0	24132	; give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lra: the deadline passed building the Fourier–Motzkin unit-multiplier matrix; the elimination itself never started	none	base	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sal/gasburner/gasburner-prop3-9.smt2	unsat	0	812	none	none	unsat	0	811	none	none	arm	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sal/tgc/tgc_io-safe-13.smt2	unknown	0	7217	; give-up kind=Incomplete detail=int↔real coercion relaxation: candidate fails the original coupling	none	unknown	0	6114	; give-up kind=Incomplete detail=int↔real coercion relaxation: candidate fails the original coupling	none	base	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sal/windowreal/windowreal-no_t_deadlock-6.smt2	unsat	0	209	none	none	unsat	0	209	none	none	arm	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-15.base.cvc.smt2	unknown	0	24124	; give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lra: Fourier–Motzkin elimination exceeded the wall-clock / size budget	none	unknown	0	24128	; give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lra: the deadline had already passed when the conjunctive decider was entered (an expired budget or a portfolio stop); no constraint was collected and neither engine ran	none	base	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-23.base.cvc.smt2	unknown	0	24127	; give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lra: Fourier–Motzkin elimination exceeded the wall-clock / size budget	none	unknown	0	24131	; give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lra: the deadline passed building the Fourier–Motzkin unit-multiplier matrix; the elimination itself never started	none	arm	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-31.base.cvc.smt2	unknown	0	24132	; give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lra: Fourier–Motzkin elimination exceeded the wall-clock / size budget	none	unknown	0	24132	; give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lra: the deadline had already passed when the conjunctive decider was entered (an expired budget or a portfolio stop); no constraint was collected and neither engine ran	none	base	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-39.base.cvc.smt2	unknown	0	24126	; give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lra: Fourier–Motzkin elimination exceeded the wall-clock / size budget	none	unknown	0	24129	; give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lra: the deadline had already passed when the conjunctive decider was entered (an expired budget or a portfolio stop); no constraint was collected and neither engine ran	none	arm	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/spider_benchmarks/frame_prop.base.smt2	unsat	0	1312	none	none	unsat	0	1412	none	none	base	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/spider_benchmarks/reint_to_least.base.smt2	unsat	0	208	none	none	unsat	0	209	none	none	arm	unsat
