file	verdict	rc	ms	online_probe	probe_sites	equalities	eq_false	diseq_violated	splits	split_conflicts	simplex_rows	diseq_splits_trace	fill_cap_declines	status
QF_LRA/LassoRanker/SV-COMP/LeeJonesBen-Amram-2001POPL-Ex5_true-termination.c_Iteration2_Lasso_3-pieceTemplate.smt2	unknown	0	24135	n/a	fm-fallback-declined=1;lra_theory:no-model-reconstructed=1;	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	unsat
QF_LRA/LassoRanker/Ultimate/Gcd.bpl_Iteration1_Lasso_7-phaseTemplate.smt2	unknown	0	24426	n/a	fm-fallback-declined=1;lra_theory:no-model-reconstructed=1;	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	sat
QF_LRA/LassoRanker/Ultimate/Gcd_havoc.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	unknown	0	24129	n/a	fm-fallback-declined=1;lra_theory:no-model-reconstructed=1;	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	sat
QF_LRA/LassoRanker/Ultimate/Lobnya-Boolean-Reordered.bpl_Iteration1_Lasso_7-phaseTemplate.smt2	unknown	0	24326	n/a	fm-fallback-declined=1;lra_theory:no-model-reconstructed=1;	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	unsat
QF_LRA/LassoRanker/Ultimate/yPositive-SIscaled50.bpl_Iteration1_Loop_4-pieceTemplate.smt2	unknown	0	24323	n/a	fm-fallback-declined=1;lra_theory:no-model-reconstructed=1;	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	unsat
QF_LRA/latendresse/ecoliFBAyicesTest-3875-4.smt2	unknown	0	24221	n/a	fm-fallback-declined=1;lra_theory:no-model-reconstructed=1;	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	sat
QF_LRA/miplib/danoint-266.smt2	unknown	0	24123	n/a	fm-fallback-declined=1;lra_theory:no-model-reconstructed=1;	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	sat
QF_LRA/miplib/fixnet-5000.smt2	unknown	0	24125	n/a	fm-fallback-declined=1;lra_theory:no-model-reconstructed=1;	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	sat
QF_LRA/miplib/vpm2-5.smt2	unknown	0	24135	n/a	fm-fallback-declined=1;lra_theory:no-model-reconstructed=1;	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	unsat
QF_LRA/sc/sc-27.base.cvc.smt2	unknown	0	24130	n/a	fm-fallback-declined=1;lra_theory:no-model-reconstructed=1;	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	unsat
QF_LRA/sc/sc-29.base.cvc.smt2	unknown	0	24133	n/a	fm-fallback-declined=1;lra_theory:no-model-reconstructed=1;	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	unsat
QF_LRA/sc/sc-31.base.cvc.smt2	unknown	0	24137	n/a	fm-fallback-declined=1;lra_theory:no-model-reconstructed=1;	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	unsat
QF_LRA/sc/sc-33.base.cvc.smt2	unknown	0	24131	n/a	fm-fallback-declined=1;lra_theory:no-model-reconstructed=1;	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	unsat
QF_LRA/sc/sc-35.base.cvc.smt2	unknown	0	24137	n/a	fm-fallback-declined=1;lra_theory:no-model-reconstructed=1;	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	unsat
QF_LRA/sc/sc-37.base.cvc.smt2	unknown	0	24128	n/a	fm-fallback-declined=1;lra_theory:no-model-reconstructed=1;	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	unsat
QF_LRA/sc/sc-39.base.cvc.smt2	unknown	0	24126	n/a	fm-fallback-declined=1;lra_theory:no-model-reconstructed=1;	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	unsat
QF_LRA/sal/pursuit/pursuit-safety-16.smt2	unknown	0	24029	n/a	lra_theory:model-built-but-does-not-replay=1;	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	unsat
QF_LRA/sc/sc-11.base.cvc.smt2	unknown	0	24136	n/a	lra_theory:model-built-but-does-not-replay=1;	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	unsat
QF_LRA/sc/sc-13.base.cvc.smt2	unknown	0	24136	n/a	lra_theory:model-built-but-does-not-replay=1;	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	unsat
QF_LRA/sc/sc-15.base.cvc.smt2	unknown	0	24135	n/a	lra_theory:model-built-but-does-not-replay=1;	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	unsat
QF_LRA/sc/sc-17.base.cvc.smt2	unknown	0	24134	n/a	lra_theory:model-built-but-does-not-replay=1;	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	unsat
QF_LRA/sc/sc-19.base.cvc.smt2	unknown	0	24132	n/a	lra_theory:model-built-but-does-not-replay=1;	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	unsat
QF_LRA/sc/sc-21.base.cvc.smt2	unknown	0	24122	n/a	lra_theory:model-built-but-does-not-replay=1;	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	unsat
QF_LRA/sc/sc-23.base.cvc.smt2	unknown	0	24022	n/a	lra_theory:model-built-but-does-not-replay=1;	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	unsat
QF_LRA/sc/sc-25.base.cvc.smt2	unknown	0	24131	n/a	lra_theory:model-built-but-does-not-replay=1;	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	unsat
QF_LRA/sc/sc-7.base.cvc.smt2	unknown	0	24022	n/a	lra_theory:model-built-but-does-not-replay=1;	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	unsat
QF_LRA/sc/sc-9.base.cvc.smt2	unknown	0	24123	n/a	lra_theory:model-built-but-does-not-replay=1;	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	unsat
