sample	declaration	outcome	adjudicated	recheck_300s_16gb	first_failing	first_failing_code	cluster	declaration_records	declines
B/initstd-1000-fresh	Std.Ric.toList_iter	CLEAN	CLEAN					245	0
B/initstd-1000-fresh	Std.Rio.Sliceable.recOn	CLEAN	CLEAN					4	0
B/initstd-1000-fresh	Std.Rio.getElem?_toArray_eq	CLEAN	CLEAN					974	0
B/initstd-1000-fresh	Std.Rio.isEmpty_iff_forall_not_mem	CLEAN	CLEAN					180	0
B/initstd-1000-fresh	Std.Rio.mem_of_mem_roo	CLEAN	CLEAN					15	0
B/initstd-1000-fresh	Std.Roi.mk.injEq	CLEAN	CLEAN					19	0
B/initstd-1000-fresh	Std.Rxo.Iterator.instIteratorLoop.loop._proof_1	CLEAN	CLEAN					56	0
B/initstd-1000-fresh	Std.Sat.AIG.Decl.relabel.match_1	CLEAN	CLEAN					8	0
B/initstd-1000-fresh	Std.Sat.AIG.IsDAG	CLEAN	CLEAN					166	0
B/initstd-1000-fresh	Std.Sat.AIG.IsPrefix.size_le	CLEAN	CLEAN					1329	0
B/initstd-1000-fresh	Std.Sat.AIG.RefVec.LawfulMapOperator.recOn	CLEAN	CLEAN					2186	0
B/initstd-1000-fresh	Std.Sat.AIG.RefVec.map._proof_8	CLEAN	CLEAN					1284	0
B/initstd-1000-fresh	Std.Sat.AIG.RefVec.zip.denote_go._unary	CLEAN	CLEAN					2445	0
B/initstd-1000-fresh	Std.Sat.AIG.denote	CLEAN	CLEAN					2180	0
B/initstd-1000-fresh	Std.Sat.AIG.isConstant.match_4	CLEAN	CLEAN					2139	0
B/initstd-1000-fresh	Std.Sat.AIG.mkGateCached._proof_3	CLEAN	CLEAN					2154	0
B/initstd-1000-fresh	Std.Tactic.BVDecide.BVExpr.PackedBitVec._sizeOf_inst	CLEAN	CLEAN					57	0
B/initstd-1000-fresh	Std.Tactic.BVDecide.BVExpr.Return.cache	CLEAN	CLEAN					2571	0
B/initstd-1000-fresh	Std.Tactic.BVDecide.BVExpr.bitblast.FullAdderOutput.casesOn	CLEAN	CLEAN					2139	0
B/initstd-1000-fresh	Std.Tactic.BVDecide.BVExpr.bitblast.OverflowInput._sizeOf_1	CLEAN	CLEAN					2208	0
B/initstd-1000-fresh	Std.Tactic.BVDecide.BVExpr.bitblast.blastExtract.go._unary.eq_def	CLEAN	CLEAN					2289	0
B/initstd-1000-fresh	Std.Tactic.BVDecide.BVExpr.bitblast.blastShiftLeft.TwoPowShiftTarget.mk.inj	CLEAN	CLEAN					2188	0
B/initstd-1000-fresh	Std.Tactic.BVDecide.BVExpr.bitblast.blastShiftLeftConst.go_decl_eq	CLEAN	CLEAN					2302	0
B/initstd-1000-fresh	Std.Tactic.BVDecide.BVExpr.bitblast.blastUdiv.BlastUdivOutput.mk.injEq	CLEAN	CLEAN					2190	0
B/initstd-1000-fresh	Std.Tactic.BVDecide.BVExpr.bitblast.blastUdiv.denote_blastDivSubtractShift_wr	RESOURCE	RESOURCE	RESOURCE(rc=124)				0	0
B/initstd-1000-fresh	Std.Tactic.BVDecide.BVExpr.bitblast.denote_blastRotateRight._proof_4	CLEAN	CLEAN					2186	0
B/initstd-1000-fresh	Std.Tactic.BVDecide.BVExpr.bitblast.go._proof_13	CLEAN	CLEAN					2357	0
B/initstd-1000-fresh	Std.Tactic.BVDecide.BVExpr.bitblast.goCache._mutual._proof_6	CLEAN	CLEAN					2604	0
B/initstd-1000-fresh	Std.Tactic.BVDecide.BVExpr.decEq.match_33	RESOURCE	RESOURCE	RESOURCE(rc=134)				0	0
B/initstd-1000-fresh	Std.Tactic.BVDecide.BVPred.mkEq	CLEAN	CLEAN					3544	0
B/initstd-1000-fresh	Std.Tactic.BVDecide.Frontend.Normalize.Bool.bif_eq_bif	CLEAN	CLEAN					41	0
B/initstd-1000-fresh	Std.Tactic.BVDecide.LRAT.Internal.DefaultFormula.noConfusion	CLEAN	CLEAN					322	0
B/initstd-1000-fresh	Std.Tactic.BVDecide.LRAT.Internal.Formula.delete_subset	CLEAN	CLEAN					72	0
B/initstd-1000-fresh	Std.Tactic.BVDecide.LRAT.check	CLEAN	CLEAN					5898	0
B/initstd-1000-fresh	Std.Tactic.BVDecide.Normalize.BitVec.smtSDiv_smtUDiv	CLEAN	CLEAN					1499	0
B/initstd-1000-fresh	Std.Tactic.BVDecide.Normalize.Bool.neg_to_not	CLEAN	CLEAN					80	0
B/initstd-1000-fresh	Std.Time.Database.noConfusionType	CLEAN	CLEAN					577	0
B/initstd-1000-fresh	Std.Time.Day.instDecidableEqOrdinal._aux_1	CLEAN	CLEAN					116	0
B/initstd-1000-fresh	Std.Time.Day.instOrdOffset._aux_1	CLEAN	CLEAN					591	0
B/initstd-1000-fresh	Std.Time.FormatPart.modifier.inj	CLEAN	CLEAN					277	0
B/initstd-1000-fresh	Std.Time.Hour.instDecidableLeOrdinal._aux_1	CLEAN	CLEAN					78	0
B/initstd-1000-fresh	Std.Time.Internal.UnitVal.ext	CLEAN	CLEAN					341	0
B/initstd-1000-fresh	Std.Time.Millisecond.instLEOffset._aux_1	CLEAN	CLEAN					1602	0
B/initstd-1000-fresh	Std.Time.Minute.instOfNatOrdinal._aux_1	CLEAN	CLEAN					732	0
B/initstd-1000-fresh	Std.Time.Modifier.F.elim	CLEAN	CLEAN					37	0
B/initstd-1000-fresh	Std.Time.Modifier.eorc.noConfusion	CLEAN	CLEAN					90	0
B/initstd-1000-fresh	Std.Time.Modifier.k.injEq	CLEAN	CLEAN					95	0
B/initstd-1000-fresh	Std.Time.Month.instDivOffset._aux_1	CLEAN	CLEAN					159	0
B/initstd-1000-fresh	Std.Time.Month.instLTOrdinal	CLEAN	CLEAN					70	0
B/initstd-1000-fresh	Std.Time.Nanosecond.instOfNatOffset	CLEAN	CLEAN					1602	0
B/initstd-1000-fresh	Std.Time.Number.casesOn	CLEAN	CLEAN					3	0
B/initstd-1000-fresh	Std.Time.OffsetX.hourMinuteSecond.elim	CLEAN	CLEAN					28	0
B/initstd-1000-fresh	Std.Time.PlainDate.instInhabited	CLEAN	CLEAN					1453	0
B/initstd-1000-fresh	Std.Time.PlainTime.fromTime24Hour	CLEAN	CLEAN					4472	0
B/initstd-1000-fresh	Std.Time.Second.Offset.toMinutes	CLEAN	CLEAN					1610	0
B/initstd-1000-fresh	Std.Time.TimeZone.GMT	CLEAN	CLEAN					556	0
B/initstd-1000-fresh	Std.Time.TimeZone.Offset.ofSeconds.injEq	CLEAN	CLEAN					558	0
B/initstd-1000-fresh	Std.Time.TimeZone.TZif.TZifV2.noConfusion	CLEAN	CLEAN					271	0
B/initstd-1000-fresh	Std.Time.TimeZone.instInhabitedUTLocal.default	CLEAN	CLEAN					2	0
B/initstd-1000-fresh	Std.Time.Timestamp.noConfusion	CLEAN	CLEAN					577	0
B/initstd-1000-fresh	Std.Time.Week.Offset.ofSeconds	RESOURCE	CLEAN	CLEAN				0	0
B/initstd-1000-fresh	Std.Time.Year.Era	CLEAN	CLEAN					1	0
B/initstd-1000-fresh	Std.Time.ZoneName.full.elim	CLEAN	CLEAN					28	0
B/initstd-1000-fresh	Std.Time.ZonedDateTime.parse	RESOURCE	RESOURCE	RESOURCE(rc=134)				0	0
B/initstd-1000-fresh	Std.Time.instHSubOffsetOffset_18	RESOURCE	RESOURCE	RESOURCE(rc=134)				0	0
B/initstd-1000-fresh	Std.Time.instReprFormatConfig	CLEAN	CLEAN					320	0
B/initstd-1000-fresh	Std.Time.instReprWeekday	CLEAN	CLEAN					318	0
B/initstd-1000-fresh	Std.ToStream.noConfusionType	CLEAN	CLEAN					5	0
B/initstd-1000-fresh	Std.TransCmp.eq_trans	CLEAN	CLEAN					359	0
B/initstd-1000-fresh	Std.TreeMap.Equiv.keyAtIdx!_eq	CLEAN	CLEAN					3298	0
B/initstd-1000-fresh	Std.TreeMap.Raw.contains_iff_mem	CLEAN	CLEAN					342	0
B/initstd-1000-fresh	Std.TreeMap.Raw.getElem!_diff_of_not_mem_right	CLEAN	CLEAN					3834	0
B/initstd-1000-fresh	Std.TreeMap.Raw.getElem!_filterMap	CLEAN	CLEAN					3631	0
B/initstd-1000-fresh	Std.TreeMap.Raw.getElem_insertMany_list._proof_4	CLEAN	CLEAN					352	0
B/initstd-1000-fresh	Std.TreeMap.Raw.getElem_insertMany_list_of_mem	CLEAN	CLEAN					3643	0
B/initstd-1000-fresh	Std.TreeMap.Raw.getElem_union_of_not_mem_left	CLEAN	CLEAN					3736	0
B/initstd-1000-fresh	Std.TreeMap.Raw.isEmpty_eq_isEmpty_erase_and_not_contains	CLEAN	CLEAN					3578	0
B/initstd-1000-fresh	Std.TreeMap.Raw.isEmpty_modify	CLEAN	CLEAN					3502	0
B/initstd-1000-fresh	Std.TreeMap.Raw.isSome_maxKey?_insertIfNew	CLEAN	CLEAN					3832	0
B/initstd-1000-fresh	Std.TreeMap.Raw.minKey?_erase_eq_iff_not_compare_eq_minKey?	CLEAN	CLEAN					3765	0
B/initstd-1000-fresh	Std.TreeMap.Raw.minKey?_le_of_mem	CLEAN	CLEAN					3649	0
B/initstd-1000-fresh	Std.TreeMap.Raw.size_inter_le_size_right	CLEAN	CLEAN					3710	0
B/initstd-1000-fresh	Std.TreeMap.Raw.size_toArray	CLEAN	CLEAN					2692	0
B/initstd-1000-fresh	Std.TreeMap.containsThenInsertIfNew_snd	CLEAN	CLEAN					2588	0
B/initstd-1000-fresh	Std.TreeMap.find?_toList_eq_none_iff_not_mem	CLEAN	CLEAN					3404	0
B/initstd-1000-fresh	Std.TreeMap.get!_union_of_not_mem_right	CLEAN	CLEAN					3692	0
B/initstd-1000-fresh	Std.TreeMap.getD_filterMap'	CLEAN	CLEAN					3569	0
B/initstd-1000-fresh	Std.TreeMap.getD_insert	CLEAN	CLEAN					3514	0
B/initstd-1000-fresh	Std.TreeMap.getElem!_ofList_of_contains_eq_false	CLEAN	CLEAN					3618	0
B/initstd-1000-fresh	Std.TreeMap.getKeyD_eq_fallback	CLEAN	CLEAN					3450	0
B/initstd-1000-fresh	Std.TreeMap.instSliceableRciSlice	CLEAN	CLEAN					2560	0
B/initstd-1000-fresh	Std.TreeMap.instSliceableRicSlice._auto_1	CLEAN	CLEAN					310	0
B/initstd-1000-fresh	Std.TreeMap.maxKey_le	CLEAN	CLEAN					3781	0
B/initstd-1000-fresh	Std.TreeMap.toList_map	CLEAN	CLEAN					3241	0
B/initstd-1000-fresh	Std.TreeSet.Equiv.of_forall_get?_eq	DECLINED	DECLINED		Std.Internal.List.getKey?_ext	TypeMismatch	other	3493	5
B/initstd-1000-fresh	Std.TreeSet.Raw.Equiv.trans	CLEAN	CLEAN					352	0
B/initstd-1000-fresh	Std.TreeSet.Raw.get_eq_get_get?	CLEAN	CLEAN					3487	0
B/initstd-1000-fresh	Std.TreeSet.Raw.isEmpty_eq_false_iff_exists_mem	CLEAN	CLEAN					3401	0
B/initstd-1000-fresh	Std.TreeSet.Raw.mem_union_of_right	CLEAN	CLEAN					3676	0
B/initstd-1000-fresh	Std.TreeSet.forIn_eq_forIn	CLEAN	CLEAN					2581	0
B/initstd-1000-fresh	Std.TreeSet.get_max	CLEAN	CLEAN					3821	0
B/initstd-1000-fresh	Std.TreeSet.get_min?	CLEAN	CLEAN					3731	0
B/initstd-1000-fresh	Std.TreeSet.isNone_min?_eq_isEmpty	CLEAN	CLEAN					3326	0
B/initstd-1000-fresh	Std.TreeSet.max!_erase_eq_of_not_compare_max!_eq	CLEAN	CLEAN					3856	0
B/initstd-1000-fresh	Std.TreeSet.minD_le_of_mem	CLEAN	CLEAN					3686	0
B/initstd-1000-fresh	Std.instNonemptyBaseMutex	CLEAN	CLEAN					13	0
B/initstd-1000-fresh	String.Iterator.next	CLEAN	CLEAN					3248	0
B/initstd-1000-fresh	String.Legacy.Iterator.toString	CLEAN	CLEAN					265	0
B/initstd-1000-fresh	String.Model.revPositionsFrom	CLEAN	CLEAN					3891	0
B/initstd-1000-fresh	String.Pos.Raw.byteIdx_add_slide	CLEAN	CLEAN					336	0
B/initstd-1000-fresh	String.Pos.Raw.extract.go₂._f	CLEAN	CLEAN					167	0
B/initstd-1000-fresh	String.Pos.Raw.prev	CLEAN	CLEAN					3238	0
B/initstd-1000-fresh	String.Pos.Splits.copy_sliceTo_eq	CLEAN	CLEAN					3574	0
B/initstd-1000-fresh	String.Pos.Splits.eq_endPos_iff	CLEAN	CLEAN					1727	0
B/initstd-1000-fresh	String.Pos.ofCopy	CLEAN	CLEAN					3515	0
B/initstd-1000-fresh	String.Pos.ofSliceTo_prev._proof_2	CLEAN	CLEAN					3576	0
B/initstd-1000-fresh	String.Pos.ofSlice_lt_ofSlice_iff	CLEAN	CLEAN					3575	0
B/initstd-1000-fresh	String.Pos.ofSlice_ne_startPos	CLEAN	CLEAN					3830	0
B/initstd-1000-fresh	String.Pos.offset_ofSlice	CLEAN	CLEAN					3565	0
B/initstd-1000-fresh	String.Pos.prev._proof_2	CLEAN	CLEAN					3554	0
B/initstd-1000-fresh	String.Pos.prevn_add_one	CLEAN	CLEAN					3638	0
B/initstd-1000-fresh	String.Slice.Pattern.Model.BackwardSliceSearcher.lawfulBackwardPatternModel	CLEAN	CLEAN					4105	0
B/initstd-1000-fresh	String.Slice.Pattern.Model.LawfulForwardPatternModel.skipPrefix?_eq_none_iff	CLEAN	CLEAN					3613	0
B/initstd-1000-fresh	String.Slice.Pattern.Model.split_eq_of_isLongestMatchAt._proof_1	CLEAN	CLEAN					1668	0
B/initstd-1000-fresh	String.Slice.Pattern.StrictBackwardPattern	CLEAN	CLEAN					514	0
B/initstd-1000-fresh	String.Slice.Pattern.StrictBackwardPattern.ne_endPos	CLEAN	CLEAN					515	0
B/initstd-1000-fresh	String.Slice.Pattern.ToBackwardSearcher.DefaultBackwardSearcher.instIteratorIdSearchStepOfBackwardPattern._proof_6	CLEAN	CLEAN					3653	0
B/initstd-1000-fresh	String.Slice.Pattern.ToForwardSearcher.DefaultForwardSearcher	CLEAN	CLEAN					339	0
B/initstd-1000-fresh	String.Slice.Pattern.ToForwardSearcher.DefaultForwardSearcher.casesOn	CLEAN	CLEAN					340	0
B/initstd-1000-fresh	String.Slice.Pattern.ToForwardSearcher.noConfusionType	CLEAN	CLEAN					343	0
B/initstd-1000-fresh	String.Slice.Pos.Splits.copy_sliceFrom_eq	CLEAN	CLEAN					3550	0
B/initstd-1000-fresh	String.Slice.Pos.Splits.offset_eq_rawEndPos	CLEAN	CLEAN					3497	0
B/initstd-1000-fresh	String.Slice.Pos.next_le_iff_lt._simp_1	CLEAN	CLEAN					3810	0
B/initstd-1000-fresh	String.Slice.SplitInclusiveIterator.instIteratorId._proof_7	CLEAN	CLEAN					399	0
B/initstd-1000-fresh	String.Slice.Subslice.toString_eq	CLEAN	CLEAN					3515	0
B/initstd-1000-fresh	String.Slice.lt_posGT_iff._simp_1	CLEAN	CLEAN					3778	0
B/initstd-1000-fresh	String.casesOn	CLEAN	CLEAN					262	0
B/initstd-1000-fresh	String.empty_eq_iff	CLEAN	CLEAN					293	0
B/initstd-1000-fresh	String.front_eq	CLEAN	CLEAN					3628	0
B/initstd-1000-fresh	String.isEmpty_sliceTo._simp_1	CLEAN	CLEAN					3596	0
B/initstd-1000-fresh	String.map_id	CLEAN	CLEAN					4004	0
B/initstd-1000-fresh	String.ofList_comp_toList	CLEAN	CLEAN					3271	0
B/initstd-1000-fresh	String.push	CLEAN	CLEAN					312	0
B/initstd-1000-fresh	String.rawEndPos_sliceTo	CLEAN	CLEAN					3544	0
B/initstd-1000-fresh	String.toByteArray_append	CLEAN	CLEAN					316	0
B/initstd-1000-fresh	String.toList.eq_1	CLEAN	CLEAN					3227	0
B/initstd-1000-fresh	Subarray.foldlM_toList	CLEAN	CLEAN					1745	0
B/initstd-1000-fresh	SubarrayIterator.recOn	CLEAN	CLEAN					42	0
B/initstd-1000-fresh	Subtype.instIsPartialOrder	CLEAN	CLEAN					344	0
B/initstd-1000-fresh	Subtype.instMinEqOr	CLEAN	CLEAN					25	0
B/initstd-1000-fresh	Sum.bnot_isRight	CLEAN	CLEAN					17	0
B/initstd-1000-fresh	Sum.elim_inr	CLEAN	CLEAN					6	0
B/initstd-1000-fresh	Sum.inr_ne_inl	CLEAN	CLEAN					32	0
B/initstd-1000-fresh	Thunk.ctorIdx	CLEAN	CLEAN					5	0
B/initstd-1000-fresh	Trans.trans	CLEAN	CLEAN					3	0
B/initstd-1000-fresh	UInt16.neg_eq_neg_one_mul	CLEAN	CLEAN					1515	0
B/initstd-1000-fresh	UInt16.ofBitVec_add	CLEAN	CLEAN					213	0
B/initstd-1000-fresh	UInt16.ofBitVec_ofFin	CLEAN	CLEAN					44	0
B/initstd-1000-fresh	UInt16.ofNat_uInt32ToNat	CLEAN	CLEAN					214	0
B/initstd-1000-fresh	UInt16.shiftRight_and	CLEAN	CLEAN					1669	0
B/initstd-1000-fresh	UInt16.toBitVec_shiftLeft	CLEAN	CLEAN					302	0
B/initstd-1000-fresh	UInt16.toUInt32_mod_65536	CLEAN	CLEAN					314	0
B/initstd-1000-fresh	UInt16.zero_def	CLEAN	CLEAN					208	0
B/initstd-1000-fresh	UInt32.add_mul	CLEAN	CLEAN					411	0
B/initstd-1000-fresh	UInt32.instIsAlwaysFinite_1	CLEAN	CLEAN					1806	0
B/initstd-1000-fresh	UInt32.instLawfulOrderLT	CLEAN	CLEAN					438	0
B/initstd-1000-fresh	UInt32.instOrd	CLEAN	CLEAN					154	0
B/initstd-1000-fresh	UInt32.mul_def	CLEAN	CLEAN					213	0
B/initstd-1000-fresh	UInt32.not_and_self	CLEAN	CLEAN					1844	0
B/initstd-1000-fresh	UInt32.ofBitVec_ofFin	RESOURCE	RESOURCE	RESOURCE(rc=134)				0	0
B/initstd-1000-fresh	UInt32.ofNat_add	CLEAN	CLEAN					363	0
B/initstd-1000-fresh	UInt32.toUInt64_ofNatTruncate_of_le	CLEAN	CLEAN					1308	0
B/initstd-1000-fresh	UInt32.toUInt8_neg	CLEAN	CLEAN					1446	0
B/initstd-1000-fresh	UInt64.lt_iff_le_and_ne	CLEAN	CLEAN					140	0
B/initstd-1000-fresh	UInt64.ofInt_neg_one	CLEAN	CLEAN					249	0
B/initstd-1000-fresh	UInt64.or_eq_zero_iff	CLEAN	CLEAN					1666	0
B/initstd-1000-fresh	UInt64.shiftLeft_add	CLEAN	CLEAN					1759	0
B/initstd-1000-fresh	UInt64.xor_zero	CLEAN	CLEAN					1659	0
B/initstd-1000-fresh	UInt8.ne_of_toBitVec_ne	CLEAN	CLEAN					48	0
B/initstd-1000-fresh	UInt8.ofNatLT_shiftLeft._proof_1	CLEAN	CLEAN					98	0
B/initstd-1000-fresh	UInt8.sub_le	CLEAN	CLEAN					1387	0
B/initstd-1000-fresh	UInt8.toBitVec_ofNatLT	CLEAN	CLEAN					46	0
B/initstd-1000-fresh	UInt8.toNat_lt	CLEAN	CLEAN					48	0
B/initstd-1000-fresh	USize.ofNat_le_iff_le	CLEAN	CLEAN					294	0
B/initstd-1000-fresh	USize.rxiHasSize_eq_toBitVec	CLEAN	CLEAN					78	0
B/initstd-1000-fresh	USize.toUInt16_toUInt8	CLEAN	CLEAN					464	0
B/initstd-1000-fresh	USize.upwardEnumerableLE_ofBitVec	CLEAN	CLEAN					487	0
B/initstd-1000-fresh	Vector.any_iff_exists	CLEAN	CLEAN					1476	0
B/initstd-1000-fresh	Vector.append_inj	CLEAN	CLEAN					1445	0
B/initstd-1000-fresh	Vector.back?_map	CLEAN	CLEAN					762	0
B/initstd-1000-fresh	Vector.countP_append	CLEAN	CLEAN					687	0
B/initstd-1000-fresh	Vector.findSomeRevM?	CLEAN	CLEAN					112	0
B/initstd-1000-fresh	Vector.flatten_singleton	CLEAN	CLEAN					853	0
B/initstd-1000-fresh	Vector.foldl_push	CLEAN	CLEAN					1693	0
B/initstd-1000-fresh	Vector.getElem_eraseIdx._proof_4	CLEAN	CLEAN					1348	0
B/initstd-1000-fresh	Vector.idRun_ofFnM	CLEAN	CLEAN					1808	0
B/initstd-1000-fresh	Vector.le_total	CLEAN	CLEAN					180	0
B/initstd-1000-fresh	Vector.mapFinIdx_append._proof_4	CLEAN	CLEAN					1282	0
B/initstd-1000-fresh	Vector.mapFinIdx_eq_mapFinIdx_iff	CLEAN	CLEAN					1606	0
B/initstd-1000-fresh	Vector.map_replicate	CLEAN	CLEAN					779	0
B/initstd-1000-fresh	Vector.mem_push._simp_1	CLEAN	CLEAN					174	0
B/initstd-1000-fresh	Vector.mk_isPrefixOf_mk	CLEAN	CLEAN					428	0
B/initstd-1000-fresh	Vector.push_mk	CLEAN	CLEAN					88	0
B/initstd-1000-fresh	Vector.range'_zero	CLEAN	CLEAN					270	0
B/initstd-1000-fresh	Vector.replace_push	CLEAN	CLEAN					1921	0
B/initstd-1000-fresh	Vector.toList_mapFinIdx	CLEAN	CLEAN					1562	0
B/initstd-1000-fresh	Vector.zipWith_eq_append_iff	CLEAN	CLEAN					1845	0
B/initstd-1000-fresh	WeaklyLawfulMonadAttach.map_attach	CLEAN	CLEAN					21	0
B/initstd-1000-fresh	_private.Init.Data.Array.Basic.0.Array.isPrefixOfAux._proof_3	CLEAN	CLEAN					55	0
B/initstd-1000-fresh	_private.Init.Data.Array.Basic.0.Array.takeWhile.go._unary.eq_def	CLEAN	CLEAN					225	0
B/initstd-1000-fresh	_private.Init.Data.Array.BasicAux.0.Array.mapM'._proof_1	CLEAN	CLEAN					37	0
B/initstd-1000-fresh	_private.Init.Data.Array.Extract.0.Array.le_of_extract_eq_self._proof_1_1	CLEAN	CLEAN					1352	0
B/initstd-1000-fresh	_private.Init.Data.Array.Extract.0.Array.popWhile_append._simp_1_1	CLEAN	CLEAN					51	0
B/initstd-1000-fresh	_private.Init.Data.Array.Find.0.Array.findIdx_eq.match_1_1	CLEAN	CLEAN					87	0
B/initstd-1000-fresh	_private.Init.Data.Array.Lemmas.0.Array.map_eq_iff._simp_1_1	CLEAN	CLEAN					558	0
B/initstd-1000-fresh	_private.Init.Data.Array.Perm.0.Array.swap_perm._simp_1_1	CLEAN	CLEAN					11	0
B/initstd-1000-fresh	_private.Init.Data.Array.QSort.Basic.0.Array.qsort.sort._unary._proof_4	CLEAN	CLEAN					1351	0
B/initstd-1000-fresh	_private.Init.Data.Array.Range.0.Array.mk_add_mem_zipIdx_iff_getElem?._simp_1_1	CLEAN	CLEAN					431	0
B/initstd-1000-fresh	_private.Init.Data.Array.Range.0.Array.mk_add_mem_zipIdx_iff_getElem?._simp_1_2	CLEAN	CLEAN					9	0
B/initstd-1000-fresh	_private.Init.Data.Array.Range.0.Array.zipIdx_eq_append_iff._simp_1_2	CLEAN	CLEAN					518	0
B/initstd-1000-fresh	_private.Init.Data.BitVec.Bitblast.0.BitVec.addRecAux_eq_cpopTree	CLEAN	CLEAN					2027	0
B/initstd-1000-fresh	_private.Init.Data.BitVec.Bitblast.0.BitVec.addRecAux_eq_of._proof_1_16	CLEAN	CLEAN					1384	0
B/initstd-1000-fresh	_private.Init.Data.BitVec.Bitblast.0.BitVec.getLsbD_neg._simp_1_7	CLEAN	CLEAN					11	0
B/initstd-1000-fresh	_private.Init.Data.BitVec.Bitblast.0.BitVec.saddOverflow_eq._simp_1_7	CLEAN	CLEAN					10	0
B/initstd-1000-fresh	_private.Init.Data.BitVec.Bootstrap.0.BitVec.setWidth_neg_of_le._proof_1_1	CLEAN	CLEAN					1314	0
B/initstd-1000-fresh	_private.Init.Data.BitVec.Lemmas.0.BitVec.cpopNatRec_cons_of_le._proof_1_2	CLEAN	CLEAN					1408	0
B/initstd-1000-fresh	_private.Init.Data.BitVec.Lemmas.0.BitVec.extractLsb'_append_eq_of_le._proof_1_1	CLEAN	CLEAN					1284	0
B/initstd-1000-fresh	_private.Init.Data.BitVec.Lemmas.0.BitVec.getLsbD_cons._proof_1_2	CLEAN	CLEAN					1284	0
B/initstd-1000-fresh	_private.Init.Data.BitVec.Lemmas.0.BitVec.getLsbD_reverse._proof_1_5	CLEAN	CLEAN					1312	0
B/initstd-1000-fresh	_private.Init.Data.BitVec.Lemmas.0.BitVec.getMsbD_setWidth_add._proof_1_3	CLEAN	CLEAN					1348	0
B/initstd-1000-fresh	_private.Init.Data.BitVec.Lemmas.0.BitVec.msb_sshiftRight._proof_1_1	CLEAN	CLEAN					1349	0
B/initstd-1000-fresh	_private.Init.Data.BitVec.Lemmas.0.BitVec.setWidth_setWidth_succ_eq_setWidth_setWidth_or_twoPow_of_getLsbD_true._proof_1_2	CLEAN	CLEAN					958	0
B/initstd-1000-fresh	_private.Init.Data.BitVec.Lemmas.0.BitVec.toInt_pos_iff._proof_1_1	CLEAN	CLEAN					1385	0
B/initstd-1000-fresh	_private.Init.Data.BitVec.Lemmas.0.BitVec.toNat_cpop_append._proof_1_1	CLEAN	CLEAN					1269	0
B/initstd-1000-fresh	_private.Init.Data.BitVec.Lemmas.0.BitVec.toNat_twoPow_of_lt._proof_1_1	CLEAN	CLEAN					1043	0
B/initstd-1000-fresh	_private.Init.Data.ByteArray.Basic.0.ByteArray.foldlM._proof_1	CLEAN	CLEAN					1322	0
B/initstd-1000-fresh	_private.Init.Data.ByteArray.Lemmas.0.ByteArray.extract_add_two._proof_1_1	CLEAN	CLEAN					1241	0
B/initstd-1000-fresh	_private.Init.Data.Char.Ordinal.0.Char.ofOrdinal_le_of_le._proof_1_5	CLEAN	CLEAN					2275	0
B/initstd-1000-fresh	_private.Init.Data.Char.Ordinal.0.Char.succ?._simp_4	CLEAN	CLEAN					62	0
B/initstd-1000-fresh	_private.Init.Data.Int.Basic.0.Int.zero_ne_one.match_1_1	CLEAN	CLEAN					38	0
B/initstd-1000-fresh	_private.Init.Data.Int.DivMod.Lemmas.0.Int.fmod_sub_cancel_left._simp_1_1	CLEAN	CLEAN					1522	0
B/initstd-1000-fresh	_private.Init.Data.Int.Linear.0.Int.Linear.Poly.denote_combine_mul_k._simp_1_2	CLEAN	CLEAN					97	0
B/initstd-1000-fresh	_private.Init.Data.Iterators.Lemmas.Consumers.Collect.0.Std.Iter.toArray_eq_match_step.match_1.splitter	CLEAN	CLEAN					8	0
B/initstd-1000-fresh	_private.Init.Data.Iterators.Lemmas.Consumers.Loop.0.Std.Iter.forIn_congr._simp_1_1	CLEAN	CLEAN					19	0
B/initstd-1000-fresh	_private.Init.Data.Iterators.Lemmas.Consumers.Monadic.Collect.0.Std.IterM.toListRev.go_eq	CLEAN	CLEAN					209	0
B/initstd-1000-fresh	_private.Init.Data.List.Basic.0.List.intersperse_eq_intersperseTR.match_1_5	CLEAN	CLEAN					6	0
B/initstd-1000-fresh	_private.Init.Data.List.Find.0.List.idxOf_eq_length._simp_1_1	CLEAN	CLEAN					42	0
B/initstd-1000-fresh	_private.Init.Data.List.Lemmas.0.List.getLast?_dropLast.match_1_1	CLEAN	CLEAN					86	0
B/initstd-1000-fresh	_private.Init.Data.List.Lemmas.0.List.getLast?_eq_getElem?.match_1_3	CLEAN	CLEAN					29	0
B/initstd-1000-fresh	_private.Init.Data.List.Nat.Erase.0.List.eraseIdx_set_lt._proof_1_4	CLEAN	CLEAN					1357	0
B/initstd-1000-fresh	_private.Init.Data.List.Nat.Erase.0.List.getElem?_eraseIdx._proof_1_4	CLEAN	CLEAN					1284	0
B/initstd-1000-fresh	_private.Init.Data.List.Nat.Erase.0.List.getElem_eraseIdx_of_lt._simp_1_1	CLEAN	CLEAN					91	0
B/initstd-1000-fresh	_private.Init.Data.List.Range.0.List.range_sublist._simp_1_1	CLEAN	CLEAN					190	0
B/initstd-1000-fresh	_private.Init.Data.List.Scan.Lemmas.0.List.getElem_succ_scanl._simp_1_1	CLEAN	CLEAN					98	0
