driver,driver_sha256,index,check_id,query_sha256,purpose,outcome,warm_execution,active_constraint_count,query_occurrences_per_run,cold_total_nanos,cold_unattributed_nanos,warm_total_nanos,warm_unattributed_nanos,cold_aig_nodes,cold_cnf_variables,cold_cnf_clauses,warm_aig_nodes_added,warm_cnf_variables_added,warm_cnf_clauses_added,cold_arena_create_nanos,cold_translation_nanos,cold_solver_create_nanos,cold_word_rewrite_nanos,cold_bit_blast_nanos,cold_cnf_encode_nanos,cold_solve_nanos,cold_model_lift_nanos,cold_replay_nanos,cold_model_extract_nanos,warm_session_create_nanos,warm_translation_nanos,warm_word_rewrite_nanos,warm_bit_blast_nanos,warm_cnf_encode_nanos,warm_solve_nanos,warm_model_lift_nanos,warm_replay_nanos,warm_model_extract_nanos
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,13,check-13,40dde5b3470be61ac428f6635c03ef595369a3cddf6a66ea95d904439eeefb11,value-witness,unsat,warm-retained,7,1,1083729,30759,150535,49373,1151,1151,753,0,1,1,280,34835,7599,0,258904,746784,4464,0,0,104,0,15816,0,19394,11574,54245,0,0,133
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,14,check-14,b4949526a6eef86dbb432396190337a6364d6d53292a493528590ed2e0fa132b,value-witness,sat,warm-retained,7,3,2645629,44807,791592,62896,1213,1213,1094,62,63,126,421,58381,10429,0,458254,1575991,418014,29441,47473,2418,0,20509,0,27238,278544,332297,31659,35751,2698
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,15,check-15,eb40e0d92418ad596f200be1be9148df2351cd875ddfba4cc656affd79c08282,address-concretization,sat,warm-retained,6,3,1270693,24036,70696,35308,889,889,752,0,0,0,397,37554,7826,0,233080,755781,179252,13186,18352,1229,0,0,0,0,0,0,0,32969,2419
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,16,check-16,b4949526a6eef86dbb432396190337a6364d6d53292a493528590ed2e0fa132b,finding-reachability,sat,warm-retained,7,3,2556244,43703,760248,63809,1213,1213,1094,0,1,126,559,57870,10571,0,408823,1560355,410973,27450,33903,2037,0,17567,0,2391,283123,324368,32258,34142,2590
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,17,check-17,a5846d66d4a955e4ee1c3842cfe5e3d11d25a78e2d0d47e721e8dde93b669052,value-witness,unsat,warm-retained,8,1,2203318,45208,253434,60583,1453,1453,1095,240,241,1,364,63218,10317,0,469071,1609891,5117,0,0,132,0,19527,0,80626,59755,32779,0,0,164
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,18,check-18,77d9febc89277dcb327a0c0fb66483138964f575bc2cc68f9fc4a5b8f8e69f72,value-witness,unsat,warm-retained,8,1,2873358,46181,932874,55803,1514,1514,1946,61,62,608,325,64225,10041,0,475377,2271523,5559,0,0,127,0,17093,0,86398,732663,40691,0,0,226
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,19,check-19,b4949526a6eef86dbb432396190337a6364d6d53292a493528590ed2e0fa132b,address-concretization,sat,warm-retained,7,3,1845127,33727,70249,32098,1213,1213,1094,0,0,0,255,43911,8603,0,318486,1132338,264636,18296,23401,1474,0,0,0,0,0,0,0,35539,2612
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,20,check-20,bfdbf872c5911bf6762f564643073eca3bc135c7fb02dd78aa63f5d031e2d250,finding-reachability,sat,warm-retained,8,2,2106945,31141,567515,42075,1513,1513,1946,60,61,126,222,38805,6973,0,307043,1429833,253420,18962,19275,1271,0,11883,0,15280,195045,251805,24431,25336,1660
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,21,check-21,5811ba02a992defc1c649d1adabd071a02c719f4a300c4836375e47a42d32537,value-witness,unsat,warm-retained,9,1,3171336,50333,298692,60099,1749,1749,1947,236,237,1,340,65520,10271,0,640223,2399112,5336,0,0,201,0,21569,0,65934,62894,88035,0,0,161
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,22,check-22,8e7cad428845e26b1f4464c82cd5bdf28006688421d8b5dd7b76cbb4e4d9f74d,value-witness,unsat,warm-retained,9,1,3503254,54255,647227,62119,1809,1809,2246,60,61,300,370,62378,9807,0,595854,2774943,5491,0,0,156,0,19902,0,28170,484121,52750,0,0,165
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,23,check-23,bfdbf872c5911bf6762f564643073eca3bc135c7fb02dd78aa63f5d031e2d250,address-concretization,sat,warm-retained,8,2,3505902,58591,82184,36309,1513,1513,1946,0,0,0,408,64303,10934,0,488335,2339591,472882,31179,37251,2428,0,0,0,0,0,0,0,42918,2957
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,24,check-24,854df488a33c6f6eb811ec2a50edea1c0501df39046716db0f7e23b203632d4d,integer-overflow,unsat,warm-retained,10,1,5210495,57981,2211860,72568,2377,2377,3553,628,630,1433,328,78097,10536,0,708433,4289869,65053,0,0,198,0,34935,0,201838,1803663,98615,0,0,241
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,25,check-25,76a71999d499cfcfa60831b0c326d9f75fae6b359d31147586394c417742be3f,finding-reachability,sat,warm-retained,9,2,1789777,24395,862764,46337,1808,1808,2246,0,0,0,167,35940,5762,0,293140,1174506,225549,13376,15960,982,0,0,0,0,0,707121,59862,47195,2249
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,26,check-26,633f692cc1014290ac8b07691dee615b723b1a1e0c8676b41c67b882f97e1352,value-witness,unsat,warm-retained,10,1,3468590,53941,293102,59021,2274,2274,2247,238,239,1,414,81906,10966,0,742925,2573611,4724,0,0,103,0,20499,0,87211,42545,83669,0,0,157
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,27,check-27,5dc4de776009490c080fefe06ecdb9ee3e501ebb75cadd5f22b146b6161916a2,value-witness,unsat,warm-retained,10,1,3941044,52812,700705,59695,2335,2335,3230,60,61,303,319,82566,11651,0,666096,3123424,4046,0,0,130,0,21177,0,34006,493204,92398,0,0,225
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,28,check-28,76a71999d499cfcfa60831b0c326d9f75fae6b359d31147586394c417742be3f,address-concretization,sat,warm-retained,9,2,4140756,57417,86335,38335,1808,1808,2246,0,0,0,326,66554,11198,0,604863,2712188,609680,34059,41974,2497,0,0,0,0,0,0,0,45303,2697
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,29,check-29,49dddb734bf80388b504ab68b0d5821df72d9145b0d8bc21c2caa3b973f4b103,finding-reachability,sat,warm-retained,10,2,5548106,60504,1153060,63352,2334,2334,3230,60,61,126,320,78963,10973,0,707927,3792548,798911,37544,58286,2130,0,37835,0,33845,285407,625518,54984,49242,2877
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,30,check-30,45098299270a450da9f3c1540b6b8b515e768e5a3815017f37bb38e2cd2657ad,value-witness,unsat,warm-retained,11,1,4624500,63377,505091,62763,2566,2566,3231,232,233,1,329,86445,10737,0,781875,3676147,5415,0,0,175,0,21149,0,215969,45532,159467,0,0,211
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,31,check-31,adf27ac6b007b761e3ac06205ae287ba086b1457c9ea83fe4f7355157d457824,value-witness,unsat,warm-retained,11,1,5345215,70069,706626,58510,2625,2625,3527,59,60,297,377,84819,11804,0,815246,4356927,5723,0,0,250,0,20491,0,27112,499963,100341,0,0,209
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,32,check-32,49dddb734bf80388b504ab68b0d5821df72d9145b0d8bc21c2caa3b973f4b103,address-concretization,sat,warm-retained,10,2,6591777,71394,103068,52687,2334,2334,3230,0,0,0,323,77925,27213,0,862537,4345945,1093786,43867,66063,2724,0,0,0,0,0,0,0,47787,2594
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,33,check-33,368097a2f28210b1b044e3009ffbd418cd30ca91cac612bce36062530994d20d,finding-reachability,sat,warm-retained,11,2,6057242,66790,1236410,63809,2624,2624,3527,58,59,126,319,83111,10712,0,780711,4173807,854604,40035,45020,2133,0,23015,0,27582,309482,707866,54621,47251,2784
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,34,check-34,634087595697dedfc6c3afb53299e9cf079ef88934d3d93089a760a1164fc4fe,value-witness,unsat,warm-retained,12,1,4893549,67421,315554,59538,2858,2858,3528,234,235,1,366,91171,10463,0,870169,3849226,4624,0,0,109,0,20143,0,74855,60151,100660,0,0,207
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,35,check-35,300e3ff250054f85c0341edcefe217654d8d0502bac538741c7d16d39caa1ac7,value-witness,unsat,warm-retained,12,1,2194824,27718,536440,46206,2919,2919,3827,59,60,300,186,31254,4186,0,333173,1795449,2798,0,0,60,0,16340,0,23806,374093,75843,0,0,152
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,36,check-36,368097a2f28210b1b044e3009ffbd418cd30ca91cac612bce36062530994d20d,address-concretization,sat,warm-retained,11,2,3639318,43403,60649,25030,2624,2624,3527,0,0,0,332,64569,8324,0,508560,2488040,470571,27158,26641,1720,0,0,0,0,0,0,0,33914,1705
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,37,check-37,38bb878ab24da761c8ca8ab079d04dd63ec69706175ebb06f97df87b90850570,finding-reachability,sat,warm-retained,12,2,5791931,65364,1109527,49657,2917,2917,3827,59,60,126,414,88438,10728,0,802635,4009494,739369,31503,42349,1637,0,16117,0,24595,261077,663583,48425,43875,2198
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,38,check-38,b1054b00c500e9181df33c90765193c35090fc3cb69dec6357fd31dd75ffabed,value-witness,unsat,warm-retained,13,1,5321538,69078,291501,50779,3151,3151,3828,234,235,1,327,93122,10620,0,1020240,4123921,4075,0,0,155,0,17074,0,66538,58693,98251,0,0,166
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,39,check-39,4667e617cda63a427392cf9e4656b762ac9446d8a795e2a5becb1222b3b6fea0,value-witness,unsat,warm-retained,13,1,4934125,64357,851141,63212,3211,3211,4127,59,60,300,426,92255,11650,0,899306,3861115,4884,0,0,132,0,20334,0,31767,550886,184722,0,0,220
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,40,check-40,38bb878ab24da761c8ca8ab079d04dd63ec69706175ebb06f97df87b90850570,address-concretization,sat,warm-retained,12,2,5069745,63818,66882,26020,2917,2917,3827,0,0,0,788,88422,11364,0,728085,3467743,643730,29420,34439,1936,0,0,0,0,0,0,0,39107,1755
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,41,check-41,5e10147ae1facc2747b8e6c95dc1d6650a8a7bd50f957d0fba2e0cf136d13490,finding-reachability,sat,warm-retained,13,2,5893918,69708,867963,37505,3210,3210,4127,59,60,126,326,90616,10609,0,900064,3993464,762316,34761,30698,1356,0,12339,0,18827,195964,538101,34650,29049,1528
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,42,check-42,9c46c2c21808e1ded5485c757362fdf6bae9b1ad027aaff2fb5550629e354a11,value-witness,unsat,warm-retained,14,1,6249635,78987,451651,63373,3444,3444,4128,234,235,1,475,97937,11300,0,1143088,4910541,7118,0,0,189,0,21429,0,99716,126016,140897,0,0,220
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,43,check-43,b45e4955ef109877a6af8b1fcb6e68f369a7bbca0ad7a08359e99c2af63d0036,value-witness,unsat,warm-retained,14,1,5386594,66627,767524,59704,3505,3505,4427,59,60,300,336,96787,11298,0,921952,4285322,4134,0,0,138,0,20510,0,30862,526725,129515,0,0,208
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,44,check-44,5e10147ae1facc2747b8e6c95dc1d6650a8a7bd50f957d0fba2e0cf136d13490,address-concretization,sat,warm-retained,13,2,2540172,28940,38018,15157,3210,3210,4127,0,0,0,130,37268,4608,0,386188,1709782,340455,15474,16538,789,0,0,0,0,0,0,0,21805,1056
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,45,check-45,f8f3a8852eaefd2814da8e212bfbb82bd5317e7969fa98a7bfa6cfed20062003,branch-feasibility,unsat,warm-retained,15,1,5999138,69312,634003,49953,3560,3560,4543,116,118,242,336,88335,10037,0,955648,4547746,327573,0,0,151,0,23770,0,40142,415272,104711,0,0,155
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,46,check-46,c12aaadb448a885ed56131d411f41338ec4b257d853002031ee36b467e141094,branch-feasibility,sat,warm-retained,15,3,6544701,73614,987718,46029,3560,3560,4652,0,1,88,446,98941,11297,0,986696,4464994,825023,33408,48524,1758,0,12171,0,1619,109451,731574,45983,38918,1973
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,47,check-47,c12aaadb448a885ed56131d411f41338ec4b257d853002031ee36b467e141094,finding-reachability,sat,warm-retained,15,3,2290039,26982,52227,18521,3560,3560,4652,0,0,0,308,31369,4026,0,338016,1538843,321808,13324,14824,539,0,0,0,0,0,0,0,32259,1447
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,48,check-48,f8eb0dc42cda78e51a65675f6170b3d483200714cbee7d0f1535e221f3a6ee73,value-witness,unsat,warm-retained,16,1,2943509,38998,156043,39162,3560,3560,4653,0,1,1,227,49960,5151,0,503354,2343466,2276,0,0,77,0,10153,0,11132,15132,80370,0,0,94
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,49,check-49,13f85cc12dfed84da123ae99aeb5108da8839debe9a2aff95f80c188d644eda6,value-witness,unsat,warm-retained,16,1,5178785,67809,380464,40170,3618,3618,4778,58,59,126,459,93334,10324,0,873903,4129228,3604,0,0,124,0,13221,0,22591,222227,82119,0,0,136
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,50,check-50,c12aaadb448a885ed56131d411f41338ec4b257d853002031ee36b467e141094,address-concretization,sat,warm-retained,15,3,3828200,43619,74387,27315,3560,3560,4652,0,0,0,385,49864,6737,0,530163,2459938,672438,30023,33365,1668,0,0,0,0,0,0,0,45144,1928
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,51,check-51,7911535fc8d06c4c2ad9f36abb1390af29ea323d0f4eb3856bf510830e5e5355,finding-reachability,sat,warm-retained,16,2,3254171,37541,1197167,49082,3617,3617,4778,57,58,126,257,47069,6398,0,475384,2196396,453906,17212,18973,1035,0,16213,0,20689,264098,753059,47926,43788,2312
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,52,check-52,a3475731090f22e5b5a47709c16cc836d6f0c93323fcf8e3514f2d3392d08c21,value-witness,unsat,warm-retained,17,1,4296582,58341,231740,37986,3847,3847,4779,230,231,1,339,79402,7712,0,768852,3378807,3046,0,0,83,0,11662,0,52237,30951,98786,0,0,118
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,53,check-53,c053771dfcc51b909173342ccc37f533efb93a7830fc5a1fe0105cc3187221bb,value-witness,unsat,warm-retained,17,1,6152193,79176,589325,63818,3908,3908,5075,58,59,297,388,105665,11088,0,1039277,4912913,3577,0,0,109,0,14233,0,23013,388425,99672,0,0,164
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,54,check-54,7911535fc8d06c4c2ad9f36abb1390af29ea323d0f4eb3856bf510830e5e5355,address-concretization,sat,warm-retained,16,2,6036479,87275,70319,24429,3617,3617,4778,0,0,0,311,92018,9179,0,877979,4154852,753234,28622,31887,1122,0,0,0,0,0,0,0,43979,1911
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,55,check-55,e79ee8a70802827fc069f60b6b2ab9d07295f069506b48cd7a35ea8cf09fdbc0,finding-reachability,sat,warm-retained,17,2,3852415,42914,1210159,46166,3905,3905,5075,58,59,126,182,54473,5774,0,558480,2622411,526360,19518,21631,672,0,14220,0,24294,248911,776563,52734,45235,2036
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,56,check-56,b286eda177d1470aa2b238e31fdc743d5bccec85906a8184f2b20c110c751bfd,value-witness,unsat,warm-retained,18,1,4303141,55850,215284,35718,4135,4135,5076,230,231,1,223,77713,7601,0,736821,3421972,2875,0,0,86,0,11640,0,51190,29976,86641,0,0,119
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,57,check-57,39e05e14f699938c29206ab1ecdd2fe38948543bd4a10cf3d0e33273f413a46a,value-witness,unsat,warm-retained,18,1,3766556,47464,400522,30461,4195,4195,5372,58,59,297,185,63914,6542,0,628003,3018184,2193,0,0,71,0,9425,0,16842,277540,66153,0,0,101
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,58,check-58,e79ee8a70802827fc069f60b6b2ab9d07295f069506b48cd7a35ea8cf09fdbc0,address-concretization,sat,warm-retained,17,2,4785586,55928,56852,19610,3905,3905,5075,0,0,0,206,68721,6620,0,683244,3270377,645116,25281,29089,1004,0,0,0,0,0,0,0,35739,1503
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,59,check-59,d3180b404331dafdad0aba73504f17845befa5e4086797d493d0d7f6b6b77fec,integer-overflow,unsat,warm-retained,19,1,5380959,63326,2068579,64989,4762,4762,6679,627,629,1433,279,97902,9874,0,851528,4301022,56959,0,0,69,0,35235,0,197384,1624167,146625,0,0,179
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,60,check-60,fc08f3e4df0f61af86d09c6cf29d56ec36c0300e626469c842f2d05de593b6a8,finding-reachability,sat,warm-retained,18,2,3568469,39604,575297,18325,4193,4193,5372,0,0,0,220,48031,4988,0,494550,2432319,506985,19923,21093,756,0,0,0,0,0,494566,35791,25531,1084
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,61,check-61,d963e382071a6c42e3e292ab75bd093f11e0e50c02c15faaebbeb99798b14b93,value-witness,unsat,warm-retained,19,1,4896685,64834,508795,38949,4651,4651,5373,230,231,1,239,94777,8077,0,843745,3881997,2923,0,0,93,0,35140,0,220741,34358,179444,0,0,163
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,62,check-62,42b37822414bfaa80a9c9b6a374596a23c3ca1a33c9cc5cdafae10d8c2359087,value-witness,unsat,warm-retained,19,1,6754775,96316,569244,44413,4712,4712,6350,58,59,297,350,127397,10541,0,1118110,5399049,2924,0,0,88,0,14055,0,31546,350959,128112,0,0,159
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,63,check-63,fc08f3e4df0f61af86d09c6cf29d56ec36c0300e626469c842f2d05de593b6a8,address-concretization,sat,warm-retained,18,2,4345577,48171,93867,31182,4193,4193,5372,0,0,0,280,70101,6625,0,615886,2967030,591636,22796,22295,757,0,0,0,0,0,0,0,60033,2652
sqfs-intel-DptfDevGen.sys,074be1b90deb21897538a6b093af9826e62610ffd878c92289af31c5ca3f724b,64,check-64,0c5456f77c754a90209ca8827785755d4c79561e4b2d27dcc166a8fd12c9bf3a,finding-reachability,sat,warm-retained,19,2,3244465,46208,1533264,53408,4709,4709,6350,58,59,126,506,140871,11276,0,590570,1988060,433215,15363,17893,503,0,16245,0,23626,262457,1039365,62855,72969,2339
