file	z3	z3_ms	cvc5	cvc5_ms	status
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/polypaver/bench-exp-3d/polypaver-bench-exp-3d-chunk-0144.smt2	sat	113	sat	113	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/sin/problem/7/weak/sin-problem-7-weak-chunk-0007.smt2	sat	114	sat	114	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/sin/problem/7/weak/sin-problem-7-weak-chunk-0065.smt2	sat	114	sat	114	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/sin/problem/7/weak2/sin-problem-7-weak2-chunk-0048.smt2	unsat	114	unsat	114	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/meti-tarski/sqrt/1mcosq/7/sqrt-1mcosq-7-chunk-0069.smt2	sat	114	sat	113	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/miplib/opt1217--57.smt2	none	24049	none	26400	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sal/gasburner/gasburner-prop3-2.smt2	unsat	113	unsat	113	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sal/tgc/tgc_io-safe-20.smt2	sat	112	sat	412	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-13.base.cvc.smt2	unsat	613	unsat	2716	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-25.base.cvc.smt2	unsat	4720	none	26356	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-37.base.cvc.smt2	unsat	12424	none	26366	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/spider_benchmarks/fs_not_sc_seen.base.smt2	unsat	112	unsat	111	unsat
