run	status	arm	core	verdict	decided_by	elapsed_ms	rc
r2	complete	on	UFLIA_simplify_javafe.ast.LexicalPragmaVec.219.smt2.core.smt2	unknown	decided_by=none	25129	0
r2	complete	on	UFLIA_simplify_javafe.ast.NewInstanceExpr.271.smt2.core.smt2	unknown	decided_by=none	21732	0
r2	complete	on	UFLIA_simplify_javafe.ast.StandardPrettyPrint.322.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	708	0
r2	complete	on	UFLIA_simplify_javafe.ast.TypeDeclElemPragma.373.smt2.core.smt2	unknown	decided_by=none	14020	0
r2	complete	on	UFLIA_simplify_javafe.ast.UnaryExpr.424.smt2.core.smt2	unknown	decided_by=none	25035	0
r2	complete	on	UFLIA_simplify_javafe.parser.TokenQueue.576.smt2.core.smt2	unsat	decided_by=q:mbqi	6314	0
r2	complete	on	UFLIA_simplify_tohtml.Java2Html.832.smt2.core.smt2	unknown	decided_by=none	24734	0
r2	complete	on	UFLIA_simplify2_front_end_suite_javafe.PrintSpec.012.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	208	0
r2	complete	on	UFLIA_simplify2_front_end_suite_javafe.ast.ImportDeclVec.015.smt2.core.smt2	unknown	decided_by=none	15724	0
r2	complete	on	UFLIA_simplify2_front_end_suite_javafe.ast.LabelStmt.011.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	208	0
r2	complete	on	UFLIA_simplify2_front_end_suite_javafe.ast.MethodDecl.005.smt2.core.smt2	unknown	decided_by=none	24131	0
r2	complete	on	UFLIA_simplify2_front_end_suite_javafe.ast.ParenExpr.006.smt2.core.smt2	unknown	decided_by=none	24130	0
r2	complete	on	UFLIA_simplify2_front_end_suite_javafe.ast.StandardPrettyPrint.008.smt2.core.smt2	unsat	decided_by=q:bool-skeleton	109	0
r2	complete	on	UFLIA_simplify2_front_end_suite_javafe.ast.TypeModifierPragmaVec.013.smt2.core.smt2	unknown	decided_by=none	14925	0
r2	complete	on	UFLIA_simplify2_front_end_suite_javafe.ast.VariableAccess.001.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	207	0
r2	complete	on	UFLIA_simplify2_front_end_suite_javafe.filespace.HashTree.001.smt2.core.smt2	unknown	decided_by=none	16024	0
r2	complete	on	UFLIA_simplify2_front_end_suite_javafe.filespace.ZipTree.005.smt2.core.smt2	unknown	decided_by=none	18828	0
r2	complete	on	UFLIA_simplify2_front_end_suite_javafe.parser.Parse.005.smt2.core.smt2	unknown	decided_by=none	24334	0
r2	complete	on	UFLIA_simplify2_front_end_suite_javafe.parser.TagConstants.001.smt2.core.smt2	unknown	decided_by=none	24135	0
r2	complete	on	UFLIA_simplify2_front_end_suite_javafe.reader.CachedReader.003.smt2.core.smt2	unknown	decided_by=none	17125	0
r2	complete	on	UFLIA_simplify2_front_end_suite_javafe.tc.EnvForLocals.007.smt2.core.smt2	unknown	decided_by=none	23533	0
r2	complete	on	UFLIA_simplify2_front_end_suite_javafe.tc.FlowInsensitiveChecks.017.smt2.core.smt2	unknown	decided_by=none	25026	0
r2	complete	on	UFLIA_simplify2_front_end_suite_javafe.tc.TypeSig.001.smt2.core.smt2	unknown	decided_by=none	24227	0
r2	complete	on	UFLIA_simplify2_front_end_suite_javafe.tc.TypeSigVec.005.smt2.core.smt2	unknown	decided_by=none	18628	0
r2	complete	on	UFLIA_simplify2_front_end_suite_javafe.tc.Types.035.smt2.core.smt2	unknown	decided_by=none	24134	0
r2	complete	on	UFLIA_simplify2_front_end_suite_javafe.test.SuperlinksTest.004.smt2.core.smt2	unknown	decided_by=none	16526	0
r2	complete	on	UFLIA_simplify2_small_suite_getRootInterface.smt2.core.smt2	unknown	decided_by=none	24133	0
r2	complete	on	UFLIA_sledgehammer_FFT_smtlib.898060.smt2.core.smt2	unknown	decided_by=none	107	0
r2	complete	on	UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.1057395.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	12120	0
r2	complete	on	UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.1462528.smt2.core.smt2	unknown	decided_by=none	108	0
r2	complete	on	UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.972059.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	108	0
r2	complete	on	UFLIA_sledgehammer_Hoare_smtlib.1175889.smt2.core.smt2	unsat	decided_by=q:egraph	12119	0
r2	complete	on	UFLIA_sledgehammer_Hoare_smtlib.581330.smt2.core.smt2	unknown	decided_by=none	1508	0
r2	complete	on	UFLIA_sledgehammer_Hoare_smtlib.993567.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	107	0
r2	complete	on	UFLIA_sledgehammer_QEpres_smtlib.1065390.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	107	0
r2	complete	on	UFLIA_sledgehammer_QEpres_smtlib.1120322.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	108	0
r2	complete	on	UFLIA_sledgehammer_QEpres_smtlib.1237382.smt2.core.smt2	unknown	decided_by=none	24025	0
r2	complete	on	UFLIA_tokeneer_auditlog_init-31.smt2.core.smt2	unknown	decided_by=none	25025	0
r3	partial	off	UFLIA_boogie_AdvancedTypes_InternalSubClass..ctor-orderStrength_1.smt2.core.smt2	unknown	decided_by=none	24334	0
r3	partial	off	UFLIA_boogie_Arrays_Q3-noinfer.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	207	0
r3	partial	off	UFLIA_boogie_AssignToRepField_AssignToRepField.N.smt2.core.smt2	unknown	decided_by=none	24132	0
r3	partial	off	UFLIA_boogie_BasicMethodology_SubClass..ctor.smt2.core.smt2	unknown	decided_by=none	24232	0
r3	partial	off	UFLIA_boogie_Cast_Cast.R_System.Object_System.Int32.smt2.core.smt2	unknown	decided_by=none	18928	0
r3	partial	off	UFLIA_boogie_Chunker11c_Chunker.SpecSharp.CheckInvariant_System.Boolean.smt2.core.smt2	unknown	decided_by=none	12419	0
r3	partial	off	UFLIA_boogie_DefaultLoopInv0_A.M-modifiesOnLoop-noinfer.smt2.core.smt2	unknown	decided_by=none	23131	0
r3	partial	off	UFLIA_boogie_ExposeVersion_D..ctor-level_2.smt2.core.smt2	unknown	decided_by=none	24132	0
r3	partial	off	UFLIA_boogie_Interval_Cell.Shift_System.Int32.smt2.core.smt2	unknown	decided_by=none	23531	0
r3	partial	off	UFLIA_boogie_Spouse_Person..ctor.smt2.core.smt2	unknown	decided_by=none	24331	0
r3	partial	off	UFLIA_boogie_loopinv1_LoopInv1.Test1a_F_notnull-infer_eh.smt2.core.smt2	unknown	decided_by=none	25130	0
r3	partial	off	UFLIA_grasshopper_instantiated_delete_check_heap_access_53_12.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	107	0
r3	partial	off	UFLIA_grasshopper_instantiated_insertion_sort_postcondition_of_insertion_sort_63_1.smt2.core.smt2	unsat	decided_by=q:egraph	2409	0
r3	partial	off	UFLIA_grasshopper_uninstantiated_merge_loop_check_heap_access_60_6.smt2.core.smt2	unknown	decided_by=none	3612	0
r3	partial	off	UFLIA_simplify_javafe.ast.CatchClauseVec.66.smt2.core.smt2	unknown	decided_by=none	24132	0
r3	partial	off	UFLIA_simplify_javafe.ast.LexicalPragmaVec.219.smt2.core.smt2	unknown	decided_by=none	25131	0
r3	partial	off	UFLIA_simplify_javafe.ast.NewInstanceExpr.271.smt2.core.smt2	unknown	decided_by=none	14422	0
r3	partial	off	UFLIA_simplify_javafe.ast.StandardPrettyPrint.322.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	708	0
r3	partial	off	UFLIA_simplify_javafe.ast.TypeDeclElemPragma.373.smt2.core.smt2	unknown	decided_by=none	13822	0
r3	partial	off	UFLIA_simplify_javafe.ast.UnaryExpr.424.smt2.core.smt2	unknown	decided_by=none	17725	0
r3	partial	off	UFLIA_simplify_javafe.parser.TokenQueue.576.smt2.core.smt2	unsat	decided_by=q:mbqi	4012	0
r3	partial	off	UFLIA_simplify_tohtml.Java2Html.832.smt2.core.smt2	unknown	decided_by=none	25132	0
r3	partial	off	UFLIA_simplify2_front_end_suite_javafe.PrintSpec.012.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	207	0
r3	partial	off	UFLIA_simplify2_front_end_suite_javafe.ast.ImportDeclVec.015.smt2.core.smt2	unknown	decided_by=none	15424	0
r3	partial	off	UFLIA_simplify2_front_end_suite_javafe.ast.LabelStmt.011.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	208	0
r3	partial	off	UFLIA_simplify2_front_end_suite_javafe.ast.MethodDecl.005.smt2.core.smt2	unknown	decided_by=none	24124	0
r3	partial	off	UFLIA_simplify2_front_end_suite_javafe.ast.ParenExpr.006.smt2.core.smt2	unknown	decided_by=none	16424	0
r3	partial	off	UFLIA_simplify2_front_end_suite_javafe.ast.StandardPrettyPrint.008.smt2.core.smt2	unsat	decided_by=q:bool-skeleton	106	0
r3	partial	off	UFLIA_simplify2_front_end_suite_javafe.ast.TypeModifierPragmaVec.013.smt2.core.smt2	unknown	decided_by=none	14121	0
r3	partial	off	UFLIA_simplify2_front_end_suite_javafe.ast.VariableAccess.001.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	207	0
r3	partial	off	UFLIA_simplify2_front_end_suite_javafe.filespace.HashTree.001.smt2.core.smt2	unknown	decided_by=none	13921	0
r3	partial	off	UFLIA_simplify2_front_end_suite_javafe.filespace.ZipTree.005.smt2.core.smt2	unknown	decided_by=none	21330	0
r3	partial	on	UFLIA_boogie_AdvancedTypes_InternalSubClass..ctor-orderStrength_1.smt2.core.smt2	unknown	decided_by=none	24426	0
r3	partial	on	UFLIA_boogie_Arrays_Q3-noinfer.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	207	0
r3	partial	on	UFLIA_boogie_AssignToRepField_AssignToRepField.N.smt2.core.smt2	unknown	decided_by=none	24131	0
r3	partial	on	UFLIA_boogie_BasicMethodology_SubClass..ctor.smt2.core.smt2	unknown	decided_by=none	24927	0
r3	partial	on	UFLIA_boogie_Cast_Cast.R_System.Object_System.Int32.smt2.core.smt2	unknown	decided_by=none	23824	0
r3	partial	on	UFLIA_boogie_Chunker11c_Chunker.SpecSharp.CheckInvariant_System.Boolean.smt2.core.smt2	unknown	decided_by=none	16823	0
r3	partial	on	UFLIA_boogie_DefaultLoopInv0_A.M-modifiesOnLoop-noinfer.smt2.core.smt2	unknown	decided_by=none	24233	0
r3	partial	on	UFLIA_boogie_ExposeVersion_D..ctor-level_2.smt2.core.smt2	unknown	decided_by=none	24232	0
r3	partial	on	UFLIA_boogie_Interval_Cell.Shift_System.Int32.smt2.core.smt2	unknown	decided_by=none	23630	0
r3	partial	on	UFLIA_boogie_Spouse_Person..ctor.smt2.core.smt2	unknown	decided_by=none	24732	0
r3	partial	on	UFLIA_boogie_loopinv1_LoopInv1.Test1a_F_notnull-infer_eh.smt2.core.smt2	unknown	decided_by=none	24134	0
r3	partial	on	UFLIA_grasshopper_instantiated_delete_check_heap_access_53_12.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	109	0
r3	partial	on	UFLIA_grasshopper_instantiated_insertion_sort_postcondition_of_insertion_sort_63_1.smt2.core.smt2	unsat	decided_by=q:egraph	2511	0
r3	partial	on	UFLIA_grasshopper_uninstantiated_merge_loop_check_heap_access_60_6.smt2.core.smt2	unknown	decided_by=none	4012	0
r3	partial	on	UFLIA_simplify_javafe.ast.CatchClauseVec.66.smt2.core.smt2	unknown	decided_by=none	25035	0
r3	partial	on	UFLIA_simplify_javafe.ast.LexicalPragmaVec.219.smt2.core.smt2	unknown	decided_by=none	25134	0
r3	partial	on	UFLIA_simplify_javafe.ast.NewInstanceExpr.271.smt2.core.smt2	unknown	decided_by=none	21830	0
r3	partial	on	UFLIA_simplify_javafe.ast.StandardPrettyPrint.322.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	707	0
r3	partial	on	UFLIA_simplify_javafe.ast.TypeDeclElemPragma.373.smt2.core.smt2	unknown	decided_by=none	13821	0
r3	partial	on	UFLIA_simplify_javafe.ast.UnaryExpr.424.smt2.core.smt2	unknown	decided_by=none	20629	0
r3	partial	on	UFLIA_simplify_javafe.parser.TokenQueue.576.smt2.core.smt2	unsat	decided_by=q:mbqi	6114	0
r3	partial	on	UFLIA_simplify_tohtml.Java2Html.832.smt2.core.smt2	unknown	decided_by=none	25134	0
r3	partial	on	UFLIA_simplify2_front_end_suite_javafe.PrintSpec.012.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	207	0
r3	partial	on	UFLIA_simplify2_front_end_suite_javafe.ast.ImportDeclVec.015.smt2.core.smt2	unknown	decided_by=none	15718	0
r3	partial	on	UFLIA_simplify2_front_end_suite_javafe.ast.LabelStmt.011.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	208	0
r3	partial	on	UFLIA_simplify2_front_end_suite_javafe.ast.MethodDecl.005.smt2.core.smt2	unknown	decided_by=none	24125	0
r3	partial	on	UFLIA_simplify2_front_end_suite_javafe.ast.ParenExpr.006.smt2.core.smt2	unknown	decided_by=none	24131	0
r3	partial	on	UFLIA_simplify2_front_end_suite_javafe.ast.StandardPrettyPrint.008.smt2.core.smt2	unsat	decided_by=q:bool-skeleton	109	0
