file	order	off_verdict	off_ms	on_verdict	on_ms
QF_LIA/nec-smt/large/bftpd_login/prp-76-49.smt2	off-on	unknown	18628	unknown	18729
QF_LIA/nec-smt/large/checkpass/prp-29-47.smt2	on-off	unknown	23033	unknown	23033
QF_LIA/nec-smt/large/checkpass/prp-9-47.smt2	off-on	unknown	24837	unknown	24836
QF_LIA/nec-smt/large/checkpass_pwd/prp-20-49.smt2	on-off	unknown	24536	unknown	24536
QF_LIA/nec-smt/large/checkpass_pwd/prp-30-44.smt2	off-on	unknown	24635	unknown	24637
QF_LIA/nec-smt/large/checkpass_pwd/prp-4-38.smt2	on-off	unknown	24336	unknown	24336
QF_LIA/nec-smt/large/checkpass_pwd/prp-49-49.smt2	off-on	unknown	24938	unknown	24936
QF_LIA/nec-smt/large/getoption/prp-2-200.smt2	on-off	unknown	10520	unknown	10521
QF_LIA/nec-smt/large/getoption_group/prp-2-47.smt2	off-on	unknown	23334	unknown	23636
QF_LIA/nec-smt/large/getoption_group/prp-44-46.smt2	on-off	unknown	21733	unknown	21835
QF_LIA/nec-smt/large/getoption_group/prp-70-49.smt2	off-on	unknown	17030	unknown	17028
QF_LIA/nec-smt/large/getoption_user/prp-27-47.smt2	on-off	unknown	25037	unknown	24937
QF_LIA/nec-smt/large/getoption_user/prp-50-49.smt2	off-on	unknown	24937	unknown	24834
QF_LIA/nec-smt/large/handler_sigchld/prp-5-47.smt2	on-off	unknown	24135	unknown	24136
QF_LIA/nec-smt/large/int_from_list/prp-52-50.smt2	off-on	unknown	24535	unknown	24537
QF_LIA/nec-smt/large/user_is_in_group/prp-19-50.smt2	on-off	unknown	24836	unknown	24436
QF_LIA/nec-smt/med/checkpass_pwd/prp-18-31.smt2	off-on	unknown	20931	unknown	20932
QF_LIA/nec-smt/med/checkpass_pwd/prp-8-22.smt2	on-off	unknown	20330	unknown	20332
QF_LIA/nec-smt/med/int_from_list/prp-36-31.smt2	off-on	unknown	16228	unknown	16227
QF_LIA/pb2010/normalized-j606_1-unsat.smt2	on-off	unsat	210	unsat	210
QF_LIA/rings/ring_2exp12_6vars_4ite_unsat.smt2	off-on	unknown	24035	unknown	24032
QF_LIA/rings/ring_2exp4_7vars_4ite_unsat.smt2	on-off	unknown	24032	unknown	24034
QF_LIA/rings_preprocessed/ring_2exp10_8vars_3ite_unsat.smt2	off-on	unknown	24132	unknown	24134
QF_LIA/rings_preprocessed/ring_2exp16_9vars_1ite_unsat.smt2	on-off	unknown	24035	unknown	24034
QF_LIA/rings_preprocessed/ring_2exp8_9vars_7ite_unsat.smt2	off-on	unknown	24134	unknown	24030
QF_LIA/slacks/35-11.slack.smt2	on-off	sat	4112	sat	4111
