file	A	A_ms	A_rc	B	B_ms	B_rc	first
AUFDTLIRA/20200306-Kanig/spark2014bench/Q930-002__itp__bounded_dynamic_arrays.ads_66_13_bounded_dynamic_strings.ads_5_1_postcondition___00.smt2	unknown	410	0	unknown	308	0	A
UFLIA/sledgehammer/QEpres/smtlib.1237382.smt2	unknown	20630	0	unknown	24032	0	B
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.870785.smt2	unsat	4913	0	unsat	4812	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/QA23-042__ok_pointers__spark04.adb_22_10_null_pointer_dereference___00.smt2	unknown	2712	0	unknown	2609	0	B
UFLIA/sledgehammer/QEpres/smtlib.670697.smt2	unknown	24134	0	unknown	24133	0	A
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.937758.smt2	sat	110	0	sat	108	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/R226-017__image_attribute__test.adb_8_22_range_check___00.smt2	unsat	210	0	unsat	208	0	A
UFLIA/sledgehammer/QEpres/smtlib.783502.smt2	unknown	9018	0	unknown	9518	0	B
UF/sledgehammer/Hoare/smtlib.1116374.smt2	unsat	12222	0	unsat	12317	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/R419-026__swap_ranges__swap_ranges.adb_58_26_overflow_check___00.smt2	unsat	110	0	unsat	109	0	B
UFLIA/sledgehammer/QEpres/smtlib.876524.smt2	unknown	5415	0	unknown	5514	0	A
UF/sledgehammer/Hoare/uf.1001519.smt2	unsat	4214	0	unsat	4111	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_0ad1c3_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	25037	0	unknown	24833	0	A
UFLIA/sledgehammer/QEpres/smtlib.990093.smt2	unknown	14727	0	unknown	14620	0	B
UF/sledgehammer/Hoare/uf.1105286.smt2	unknown	25239	0	unknown	25237	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_2309ac_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	25038	0	unknown	25037	0	B
UFLIA/sledgehammer/StrongNorm/smtlib.686273.smt2	unknown	13625	0	unknown	14321	0	A
UF/sledgehammer/Hoare/uf.575042.smt2	sat	110	0	sat	107	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_3dbbcf_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	110	0	unsat	109	0	A
UFLIA/sledgehammer/StrongNorm/smtlib.812524.smt2	unknown	14227	0	unknown	14024	0	B
UF/sledgehammer/Hoare/uf.685581.smt2	unknown	10521	0	unknown	8915	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_55ff7e_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	109	0	unsat	108	0	B
UFLIA/sledgehammer/TwoSquares/smtlib.618605.smt2	unsat	2912	0	unsat	2911	0	A
UF/sledgehammer/Hoare/uf.780982.smt2	sat	110	0	sat	109	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_6b0fea_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	110	0	unsat	109	0	A
UFLIA/sledgehammer/TwoSquares/smtlib.711545.smt2	unknown	24638	0	unknown	24635	0	B
UF/sledgehammer/Hoare/uf.899895.smt2	unknown	16628	0	unknown	16927	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_880db6_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	25037	0	unknown	24129	0	B
UFLIA/sledgehammer/TwoSquares/smtlib.788343.smt2	unsat	110	0	unsat	109	0	A
UF/sledgehammer/NS_Shared/smtlib.599737.smt2	unknown	12222	0	unknown	12521	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_9e1cf4_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	110	0	unsat	109	0	A
UFLIA/sledgehammer/TwoSquares/smtlib.851746.smt2	unsat	110	0	unsat	108	0	B
UF/sledgehammer/NS_Shared/smtlib.820464.smt2	unknown	14226	0	unknown	14224	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_b5aa01_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	23336	0	unknown	23534	0	B
UFLIA/sledgehammer/TwoSquares/smtlib.916972.smt2	unsat	111	0	unsat	108	0	A
UF/sledgehammer/NS_Shared/uf.640403.smt2	unknown	21734	0	unknown	21933	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_cac5cc_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	12223	0	unsat	12022	0	A
UFLIA/sledgehammer/TypeSafe/smtlib.704617.smt2	unknown	14423	0	unknown	14522	0	B
UF/sledgehammer/NS_Shared/uf.828518.smt2	unknown	25237	0	unknown	25236	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_e19b11_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	210	0	unsat	208	0	B
UFLIA/sledgehammer/TypeSafe/smtlib.952809.smt2	unknown	14628	0	unknown	14725	0	A
UF/sledgehammer/QEpres/uf.1050663.smt2	unsat	11622	0	unsat	12322	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_f787ed_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	209	0	unsat	108	0	A
UFLIA/tokeneer/auditlog/addelementtofile-16.smt2	unsat	110	0	unsat	108	0	B
UF/sledgehammer/QEpres/uf.1132540.smt2	unknown	25338	0	unknown	25333	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/R728-002__aggregates__pragmarc-b_strings.adb_79_22_range_check___00.smt2	unknown	610	0	unknown	710	0	B
UFLIA/tokeneer/auditlog/clearlogentries-11.smt2	unsat	3314	0	unsat	3412	0	A
UF/sledgehammer/QEpres/uf.637819.smt2	unsat	3715	0	unsat	3712	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/RB05-005__unsound__main.adb_13_74_main.adb_22_4_range_check___00.smt2	unknown	25037	0	unknown	24334	0	A
UFLIA/tokeneer/auditlog/truncatelog-1.smt2	unsat	4514	0	unsat	4513	0	B
UF/sledgehammer/QEpres/uf.717452.smt2	sat	110	0	sat	109	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/riposte__array_aggregates__array_aggregates.adb_309_22_assert___00.smt2	unknown	24136	0	unknown	17822	0	B
UFLIA/tokeneer/certificatestore/updatestore-8.smt2	unsat	111	0	unsat	109	0	A
UF/sledgehammer/QEpres/uf.787833.smt2	sat	111	0	sat	109	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/riposte__arrays__arrays.adb_161_16_index_check___00.smt2	unknown	19032	0	unknown	19131	0	A
UFLIA/tokeneer/configdata/validatefile-11.smt2	unsat	112	0	unsat	109	0	B
UF/sledgehammer/QEpres/uf.850857.smt2	unknown	25240	0	unknown	25235	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/riposte__simple_arrays__simple_arrays.adb_101_22_postcondition___00.smt2	unknown	23932	0	unknown	23936	0	B
UFLIA/tokeneer/configdata/validatefile/readworkinghours-4.smt2	unsat	110	0	unsat	109	0	A
UF/sledgehammer/QEpres/uf.924249.smt2	none	14609	134	none	14201	134	B
AUFDTLIRA/20200306-Kanig/spark2014bench/RM_Examples__stacks_1.ads_14_19_postcondition___00.smt2	unknown	23435	0	unknown	24035	0	A
UFLIA/tokeneer/display/updatedevice-1.smt2	unsat	109	0	unsat	108	0	B
UF/sledgehammer/StrongNorm/uf.560863.smt2	unknown	22236	0	unknown	22134	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/RM_MS__other_proof_types_and_functions__stack_functional_spec.ads_58_21_postcondition___00.smt2	unknown	15229	0	unknown	24235	0	B
UFLIA/tokeneer/enclave/enrolop-3.smt2	unsat	110	0	unsat	108	0	A
UF/sledgehammer/StrongNorm/uf.648745.smt2	unsat	6516	0	unsat	7117	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/S117-008__pointer__formal_vectors.adb_101_33_use_formal_vectors.ads_10_4_loop_invariant_preserv___00.smt2	unknown	111	0	unknown	109	0	A
UFLIA/tokeneer/enrolment/validate-11.smt2	unsat	111	0	unsat	109	0	B
UF/sledgehammer/StrongNorm/uf.745770.smt2	unknown	17229	0	unknown	16927	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/S117-008__pointer__formal_vectors.adb_146_8_use_formal_vectors.ads_10_4_null_pointer_dereference___00.smt2	unknown	111	0	unknown	108	0	B
UFLIA/tokeneer/keystore/digest-127.smt2	unsat	110	0	unsat	108	0	A
UF/sledgehammer/StrongNorm/uf.838784.smt2	unsat	13524	0	unsat	13422	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/S117-008__pointer__formal_vectors.adb_54_14_use_formal_vectors.ads_10_4_predicate_check___00.smt2	unknown	12922	0	unknown	12920	0	A
UFLIA/tokeneer/keystore/digest-219.smt2	unsat	111	0	unsat	109	0	B
UF/sledgehammer/TwoSquares/uf.626615.smt2	unsat	109	0	unsat	109	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/S322-028__for_in_termination__bounded_table.adb_37_21_repro_main.adb_9_4_index_check___00.smt2	unsat	111	0	unsat	108	0	B
UFLIA/tokeneer/keystore/digest-81.smt2	unsat	110	0	unsat	108	0	A
UF/sledgehammer/TwoSquares/uf.673275.smt2	unsat	1212	0	unsat	1009	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/S531-010__loop_frame_condition__do_loops.adb_131_19_index_check___00.smt2	unknown	13025	0	unknown	13120	0	A
UFLIA/tokeneer/keystore/init-8.smt2	unsat	111	0	unsat	108	0	B
UF/sledgehammer/TwoSquares/uf.728413.smt2	sat	211	0	sat	208	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/S531-010__loop_frame_condition__do_loops.adb_82_26_null_pointer_dereference___00.smt2	unknown	13026	0	unknown	13021	0	B
UFLIA/tokeneer/screen/writealarms-9.smt2	unsat	110	0	unsat	108	0	A
UF/sledgehammer/TwoSquares/uf.780730.smt2	unknown	24229	0	unknown	24235	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/SB07-003__crash__a-cfdlli.ads_610_49_database.adb_10_4_overflow_check___00.smt2	unknown	2513	0	unknown	2511	0	A
UFLIA/tokeneer/tokenreader/getcertificate-11.smt2	unsat	3314	0	unsat	3312	0	B
UF/sledgehammer/TypeSafe/smtlib.1098821.smt2	unknown	24137	0	unknown	24134	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/sparksmt__lexer_termination__lexer.adb_514_13_loop_invariant_preserv___00.smt2	unsat	310	0	unsat	308	0	B
UFLIA/tokeneer/tokenreader/poll/checkcardstate-7.smt2	unsat	209	0	unsat	209	0	A
UF/sledgehammer/TypeSafe/smtlib.1348248.smt2	unknown	6817	0	unknown	7017	0	B
AUFDTLIRA/20200306-Kanig/spark2014bench/string_search__string_search.adb_90_64_range_check___00.smt2	unsat	110	0	unsat	109	0	A
UFLIA/tokeneer/userentry/validateentry-8.smt2	unsat	111	0	unsat	109	0	B
UF/sledgehammer/TypeSafe/smtlib.655487.smt2	unsat	8819	0	unsat	9018	0	A
AUFDTLIRA/20200306-Kanig/spark2014bench/tetris__tetris_flow.adb_59_63_index_check___00.smt2	unknown	25037	0	unknown	25134	0	B
UFLIA/tokeneer/usertoken/readandcheck/checkprivcert-2.smt2	unsat	109	0	unsat	109	0	A
UF/sledgehammer/TypeSafe/uf.1008626.smt2	unknown	25338	0	unknown	25337	0	B
