file	verdict	bound_by	last	attempts	total_ms	giveup_kind	mbqi_exit	mbqi_census	giveup_raw
v3l80011.cvc.smt2	unknown	datatype-elim	fd:bounded-completeness-unsat	16	2	Incomplete	NONE	NONE	datatype unfolding produced a candidate that does not satisfy assertion #62; the traversed-field relaxation is incomplete here
typed_v3l40023.cvc.smt2	unknown	datatype-elim	fd:bounded-completeness-unsat	16	2	Incomplete	NONE	NONE	datatype unfolding produced a candidate that does not satisfy assertion #71; the traversed-field relaxation is incomplete here
blocksworld_from_3_1_20_to_23_0_1_negated_goal_bmc_6.smt2	unknown	datatype-elim	fd:bounded-completeness-unsat	16	41	Incomplete	NONE	NONE	datatype unfolding produced a candidate that does not satisfy assertion #896; the traversed-field relaxation is incomplete here
O512-022__infoflow__infoflow.adb_181_22_overflow_check___00.smt2	unknown	q:mbqi	fd:bounded-completeness-unsat	201	24004	ResourceLimit	nested-binder-in-matrix,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level	assertions=14 qf=5 prenex1=4 prenexN=3 nested=1 other=1 max_prenex_width=4 prenex1_representable=1 prenex1_uninterpreted=3	quantified solve time budget exhausted after MBQI and the finite-model finder
ghc_sort__ghc_sort.adb_85_22_overflow_check___00.smt2	unknown	NONE	NONE	0	0	Watchdog	nested-binder-in-matrix,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level	assertions=16 qf=5 prenex1=5 prenexN=3 nested=2 other=1 max_prenex_width=4 prenex1_representable=1 prenex1_uninterpreted=4	watchdog fired before the worker thread returned
I827-015__oo__instr.adb_7_18_index_check___00.smt2	unsat	q:ground-subset	q:mbqi-quick	12	40	NONE	nested-binder-in-matrix	assertions=29 qf=14 prenex1=10 prenexN=3 nested=1 other=1 max_prenex_width=4 prenex1_representable=2 prenex1_uninterpreted=7	NONE
Q519-015__array_cast__cast_array.ads_10_14_postcondition___00.smt2	unknown	q:mbqi	fd:bounded-completeness-unsat	22	13979	ResourceLimit	nested-binder-in-matrix,nested-binder-in-matrix	assertions=18 qf=0 prenex1=11 prenexN=4 nested=2 other=1 max_prenex_width=4 prenex1_representable=2 prenex1_uninterpreted=9	e-matching: instantiation time budget exhausted mid-round (the interleaved ground check did not decide the set inside the deadline)
R509-011__higher_order_proof__why_55ff7e_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	q:bool-skeleton	q:mbqi-quick	12	83	NONE	nested-binder-in-matrix	assertions=37 qf=16 prenex1=10 prenexN=7 nested=3 other=1 max_prenex_width=4 prenex1_representable=3 prenex1_uninterpreted=7	NONE
SB07-003__crash__a-cfdlli.ads_610_49_database.adb_10_4_overflow_check___00.smt2	unknown	q:mbqi	fd:bounded-completeness-unsat	23	2713	Incomplete	nested-binder-in-matrix,nested-binder-in-matrix	assertions=71 qf=36 prenex1=19 prenexN=8 nested=8 other=0 max_prenex_width=4 prenex1_representable=3 prenex1_uninterpreted=14	mbqi declined an unsupported fragment: term #2920 has sort (Uninterpreted 4) that the pure-Rust BV backend cannot bit-blast; and no rung below the datatype route decided it either: term #247 uses unsupported pure-Rust BV operator DtSelect { constructor: ConstructorId(27), index: 0 } [ADR-2114: MBQI's refutation loop was never entered on this query -- a quantifier SHAPE guard handed it to e-matching, so the fragment named above was refused by the ground closure below, not by the model finder]
K223-023__search__search.ads_8_9_postcondition___00.smt2	unknown	q:egraph	fd:bounded-completeness-unsat	21	24007	ResourceLimit	nested-binder-in-matrix	assertions=12 qf=1 prenex1=6 prenexN=2 nested=2 other=1 max_prenex_width=4 prenex1_representable=1 prenex1_uninterpreted=5	quantified solve time budget exhausted after MBQI and the finite-model finder
N624-020__perm_rem__sort.adb_135_33_precondition3___00.smt2	unknown	q:mbqi	fd:bounded-completeness-unsat	698	24771	ResourceLimit	nested-binder-in-matrix,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level	assertions=29 qf=5 prenex1=14 prenexN=4 nested=5 other=1 max_prenex_width=4 prenex1_representable=2 prenex1_uninterpreted=10	quantified solve time budget exhausted after MBQI and the finite-model finder
R509-011__higher_order_proof__why_ec30e5_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	NONE	NONE	0	0	Watchdog	nested-binder-in-matrix,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level	assertions=38 qf=18 prenex1=10 prenexN=7 nested=3 other=0 max_prenex_width=4 prenex1_representable=3 prenex1_uninterpreted=7	watchdog fired before the worker thread returned
adacore_u__communication.adb_41_32_overflow_check___00.smt2	unknown	NONE	NONE	0	0	Watchdog	nested-binder-in-matrix,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,nested-binder-in-matrix	assertions=37 qf=16 prenex1=16 prenexN=3 nested=1 other=1 max_prenex_width=4 prenex1_representable=4 prenex1_uninterpreted=12	watchdog fired before the worker thread returned
O512-022__stacks__stacks.ads_84_58_index_check___00.smt2	unknown	q:egraph	fd:bounded-completeness-unsat	22	24577	ResourceLimit	nested-binder-in-matrix	assertions=60 qf=31 prenex1=18 prenexN=4 nested=6 other=1 max_prenex_width=4 prenex1_representable=4 prenex1_uninterpreted=12	quantified solve time budget exhausted after MBQI and the finite-model finder
S117-008__pointer__formal_vectors.adb_146_8_use_formal_vectors.ads_10_4_null_pointer_dereference___00.smt2	unknown	q:skolem-qf	q:nat-induction	11	43	Error	NONE	NONE	backend failure: datatype expansion model lacks a field value
K606-027__slice__fb20a00.adb_37_49_overflow_check___00.smt2	unknown	q:skolem-qf	fd:bounded-completeness-unsat	1377	24007	ResourceLimit	nested-binder-in-matrix,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level	assertions=18 qf=4 prenex1=9 prenexN=3 nested=1 other=1 max_prenex_width=4 prenex1_representable=2 prenex1_uninterpreted=6	quantified solve time budget exhausted after MBQI and the finite-model finder
N617-013__vscomp2014__p.adb_9_36_loop_invariant_init___00.smt2	unknown	q:egraph	fd:bounded-completeness-unsat	22	23855	ResourceLimit	nested-binder-in-matrix,nested-binder-in-matrix	assertions=8 qf=0 prenex1=4 prenexN=2 nested=1 other=1 max_prenex_width=4 prenex1_representable=1 prenex1_uninterpreted=3	e-matching: instantiation time budget exhausted mid-round (the interleaved ground check did not decide the set inside the deadline)
Q607-015__quantifiers__search_ter_p.ads_33_25_inconsistent_pre___00.smt2	unknown	q:egraph	fd:bounded-completeness-unsat	220	24630	ResourceLimit	nested-binder-in-matrix,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level	assertions=30 qf=18 prenex1=5 prenexN=3 nested=4 other=0 max_prenex_width=4 prenex1_representable=1 prenex1_uninterpreted=4	quantified solve time budget exhausted after MBQI and the finite-model finder
R514-013__invariant__sorted.ads_14_14_postcondition___00.smt2	unknown	q:mbqi	fd:bounded-completeness-unsat	392	24519	ResourceLimit	nested-binder-in-matrix,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level	assertions=21 qf=5 prenex1=10 prenexN=3 nested=2 other=1 max_prenex_width=4 prenex1_representable=2 prenex1_uninterpreted=7	quantified solve time budget exhausted after MBQI and the finite-model finder
N120-055__perm__sort.adb_48_22_precondition___00.smt2	unknown	q:mbqi	fd:bounded-completeness-unsat	559	24032	ResourceLimit	nested-binder-in-matrix,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level	assertions=21 qf=4 prenex1=10 prenexN=5 nested=1 other=1 max_prenex_width=4 prenex1_representable=2 prenex1_uninterpreted=7	quantified solve time budget exhausted after MBQI and the finite-model finder
O512-022__vscomp2014_partition_rte__partition_refinement.adb_180_10_precondition6___00.smt2	unknown	q:mbqi	fd:bounded-completeness-unsat	606	24134	ResourceLimit	nested-binder-in-matrix,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level	assertions=183 qf=86 prenex1=51 prenexN=23 nested=22 other=1 max_prenex_width=4 prenex1_representable=6 prenex1_uninterpreted=39	quantified solve time budget exhausted after MBQI and the finite-model finder
R728-002__aggregates__pragmarc-b_strings.adb_79_22_range_check___00.smt2	unknown	q:skolem-qf	q:nat-induction	17	501	Error	nested-binder-in-matrix	assertions=279 qf=198 prenex1=12 prenexN=3 nested=65 other=1 max_prenex_width=4 prenex1_representable=3 prenex1_uninterpreted=9	backend failure: operands must share a sort: Int vs (_ BitVec 32)
N217-028__update_checks__ar.adb_55_45_range_check___00.smt2	unknown	q:mbqi	fd:bounded-completeness-unsat	22	15730	ResourceLimit	nested-binder-in-matrix,nested-binder-in-matrix	assertions=11 qf=2 prenex1=5 prenexN=2 nested=2 other=0 max_prenex_width=4 prenex1_representable=1 prenex1_uninterpreted=4	e-matching: instantiation time budget exhausted mid-round (the interleaved ground check did not decide the set inside the deadline)
N624-020__perm_rem__sort.adb_59_48_precondition___00.smt2	unknown	NONE	NONE	0	0	Watchdog	nested-binder-in-matrix,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level,quantifier-below-top-level	assertions=29 qf=5 prenex1=13 prenexN=3 nested=7 other=1 max_prenex_width=4 prenex1_representable=2 prenex1_uninterpreted=9	watchdog fired before the worker thread returned
