file	verdict	wall_ms	egraph_rung	emat_giveup
QF_UFLIA/mathsat/Hash/hash_sat_09_17.smt2	sat	18721	no	no
QF_UFLIA/mathsat/Hash/hash_sat_09_20.smt2	sat	18720	no	no
QF_UFLIA/mathsat/Hash/hash_sat_10_05.smt2	sat	18422	no	no
QF_UFLIA/mathsat/Hash/hash_sat_10_08.smt2	sat	18422	no	no
QF_UFLIA/mathsat/Hash/hash_sat_10_11.smt2	sat	18521	no	no
QF_UFLIA/mathsat/Hash/hash_sat_10_14.smt2	sat	19122	no	no
QF_UFLIA/mathsat/Hash/hash_sat_10_17.smt2	sat	19122	no	no
QF_UFLIA/mathsat/Hash/hash_sat_10_20.smt2	sat	19221	no	no
QF_UFLIA/mathsat/Hash/hash_uns_03_05.smt2	unsat	207	no	no
QF_UFLIA/mathsat/Hash/hash_uns_03_08.smt2	unsat	608	no	no
QF_UFLIA/mathsat/Hash/hash_uns_03_11.smt2	unsat	1510	no	no
QF_UFLIA/mathsat/Hash/hash_uns_03_14.smt2	unsat	2909	no	no
QF_UFLIA/mathsat/Hash/hash_uns_03_17.smt2	unsat	5311	no	no
QF_UFLIA/mathsat/Hash/hash_uns_03_20.smt2	unsat	7913	no	no
QF_UFLIA/mathsat/Hash/hash_uns_04_05.smt2	unsat	1107	no	no
QF_UFLIA/mathsat/Hash/hash_uns_04_08.smt2	unsat	4711	no	no
QF_UFLIA/mathsat/Hash/hash_uns_04_11.smt2	unknown	24327	no	no
QF_UFLIA/mathsat/Hash/hash_uns_04_14.smt2	unknown	24326	no	no
QF_UFLIA/mathsat/Hash/hash_uns_04_17.smt2	unsat	8013	no	no
QF_UFLIA/mathsat/Hash/hash_uns_04_20.smt2	unsat	11316	no	no
QF_UFLIA/mathsat/Hash/hash_uns_05_05.smt2	unsat	4210	no	no
QF_UFLIA/mathsat/Hash/hash_uns_05_08.smt2	unknown	24328	no	no
QF_UFLIA/mathsat/Hash/hash_uns_05_11.smt2	unknown	24327	no	no
QF_UFLIA/mathsat/Hash/hash_uns_05_14.smt2	unsat	9715	no	no
QF_UFLIA/mathsat/Hash/hash_uns_05_17.smt2	unsat	15520	no	no
QF_UFLIA/mathsat/Hash/hash_uns_05_20.smt2	unknown	24327	no	no
QF_UFLIA/mathsat/Wisa/xs-05-08-4-2-5-4.smt2	unsat	108	no	no
QF_UFLIA/mathsat/Wisa/xs-05-12-1-4-2-1.smt2	unsat	108	no	no
QF_UFLIA/mathsat/Wisa/xs-05-16-1-5-4-3.smt2	unsat	107	no	no
QF_UFLIA/mathsat/Wisa/xs-05-19-1-4-2-1.smt2	unsat	108	no	no
QF_UFLIA/mathsat/Wisa/xs-06-07-4-5-4-2.smt2	sat	107	no	no
QF_UFLIA/mathsat/Wisa/xs-06-10-1-4-2-5.smt2	unsat	108	no	no
QF_UFLIA/mathsat/Wisa/xs-06-14-3-1-5-2.smt2	unsat	108	no	no
QF_UFLIA/mathsat/Wisa/xs-06-18-1-2-1-5.smt2	unsat	108	no	no
QF_UFLIA/mathsat/Wisa/xs-07-05-5-2-3-5.smt2	unsat	107	no	no
QF_UFLIA/mathsat/Wisa/xs-07-09-3-4-4-3.smt2	unsat	107	no	no
QF_UFLIA/mathsat/Wisa/xs-07-13-5-3-2-1.smt2	unsat	108	no	no
QF_UFLIA/mathsat/Wisa/xs-07-16-2-4-3-5.smt2	unsat	308	no	no
QF_UFLIA/mathsat/Wisa/xs-07-20-2-5-1-4.smt2	unsat	308	no	no
QF_UFLIA/mathsat/Wisa/xs-08-07-3-2-3-1.smt2	sat	208	no	no
QF_UFLIA/mathsat/Wisa/xs-08-11-4-3-2-2.smt2	sat	608	no	no
QF_UFLIA/mathsat/Wisa/xs-08-15-4-2-1-4.smt2	unsat	808	no	no
QF_UFLIA/mathsat/Wisa/xs-08-19-2-2-3-1.smt2	unsat	809	no	no
QF_UFLIA/mathsat/Wisa/xs-09-06-1-5-3-2.smt2	sat	207	no	no
QF_UFLIA/mathsat/Wisa/xs-09-10-5-1-5-2.smt2	sat	208	no	no
QF_UFLIA/mathsat/Wisa/xs-09-13-2-3-1-3.smt2	unsat	1309	no	no
QF_UFLIA/mathsat/Wisa/xs-09-17-2-1-4-1.smt2	unsat	1208	no	no
QF_UFLIA/mathsat/Wisa/xs-10-05-5-2-1-5.smt2	sat	307	no	no
QF_UFLIA/mathsat/Wisa/xs-10-08-2-2-4-5.smt2	sat	308	no	no
QF_UFLIA/mathsat/Wisa/xs-10-12-4-1-1-4.smt2	sat	308	no	no
QF_UFLIA/mathsat/Wisa/xs-10-16-3-5-2-4.smt2	sat	1008	no	no
QF_UFLIA/mathsat/Wisa/xs-10-19-3-4-2-4.smt2	unsat	2410	no	no
QF_UFLIA/mathsat/Wisa/xs-11-07-3-4-2-3.smt2	sat	608	no	no
QF_UFLIA/mathsat/Wisa/xs-11-10-2-5-3-2.smt2	sat	608	no	no
QF_UFLIA/mathsat/Wisa/xs-11-14-5-3-1-2.smt2	sat	608	no	no
QF_UFLIA/mathsat/Wisa/xs-11-18-3-3-4-1.smt2	unsat	4811	no	no
QF_UFLIA/mathsat/Wisa/xs-12-05-3-3-5-4.smt2	sat	708	no	no
QF_UFLIA/mathsat/Wisa/xs-12-08-5-2-5-3.smt2	sat	808	no	no
QF_UFLIA/mathsat/Wisa/xs-12-11-1-4-4-3.smt2	sat	808	no	no
QF_UFLIA/mathsat/Wisa/xs-12-15-3-2-1-5.smt2	sat	708	no	no
QF_UFLIA/mathsat/Wisa/xs-12-19-1-4-1-2.smt2	sat	1308	no	no
QF_UFLIA/mathsat/Wisa/xs-13-06-1-1-2-4.smt2	sat	808	no	no
QF_UFLIA/mathsat/Wisa/xs-13-09-3-2-3-2.smt2	sat	808	no	no
QF_UFLIA/mathsat/Wisa/xs-13-12-5-3-4-4.smt2	sat	807	no	no
QF_UFLIA/mathsat/Wisa/xs-13-16-3-1-4-1.smt2	sat	808	no	no
QF_UFLIA/mathsat/Wisa/xs-13-20-2-2-4-4.smt2	sat	808	no	no
QF_UFLIA/mathsat/Wisa/xs-14-07-1-4-1-3.smt2	sat	808	no	no
QF_UFLIA/mathsat/Wisa/xs-14-10-3-4-2-2.smt2	sat	1008	no	no
QF_UFLIA/mathsat/Wisa/xs-14-13-4-2-1-3.smt2	sat	908	no	no
QF_UFLIA/mathsat/Wisa/xs-14-17-5-4-3-1.smt2	sat	908	no	no
QF_UFLIA/mathsat/Wisa/xs-15-05-2-1-2-3.smt2	sat	908	no	no
QF_UFLIA/mathsat/Wisa/xs-15-08-4-5-4-1.smt2	sat	907	no	no
QF_UFLIA/mathsat/Wisa/xs-15-11-5-2-2-2.smt2	sat	908	no	no
QF_UFLIA/mathsat/Wisa/xs-15-14-5-5-5-1.smt2	sat	907	no	no
QF_UFLIA/mathsat/Wisa/xs-15-18-4-1-3-5.smt2	sat	908	no	no
QF_UFLIA/mathsat/Wisa/xs-16-06-4-1-3-5.smt2	sat	1007	no	no
QF_UFLIA/mathsat/Wisa/xs-16-09-4-2-1-5.smt2	sat	908	no	no
QF_UFLIA/mathsat/Wisa/xs-16-12-2-5-3-4.smt2	sat	1108	no	no
QF_UFLIA/mathsat/Wisa/xs-16-15-2-3-4-4.smt2	sat	1109	no	no
QF_UFLIA/mathsat/Wisa/xs-16-19-3-4-4-1.smt2	sat	1109	no	no
QF_UFLIA/mathsat/Wisa/xs-17-06-5-5-4-1.smt2	sat	1109	no	no
QF_UFLIA/mathsat/Wisa/xs-17-09-4-3-5-5.smt2	sat	1108	no	no
QF_UFLIA/mathsat/Wisa/xs-17-12-3-4-4-1.smt2	sat	1108	no	no
QF_UFLIA/mathsat/Wisa/xs-17-15-2-2-2-4.smt2	sat	1309	no	no
QF_UFLIA/mathsat/Wisa/xs-17-19-3-3-3-4.smt2	sat	1308	no	no
QF_UFLIA/mathsat/Wisa/xs-18-06-4-2-1-1.smt2	sat	1309	no	no
QF_UFLIA/mathsat/Wisa/xs-18-09-1-5-4-4.smt2	sat	1308	no	no
QF_UFLIA/mathsat/Wisa/xs-18-12-3-4-4-3.smt2	sat	1309	no	no
QF_UFLIA/mathsat/Wisa/xs-18-15-4-1-3-1.smt2	sat	1208	no	no
QF_UFLIA/mathsat/Wisa/xs-18-19-4-1-1-5.smt2	sat	1208	no	no
QF_UFLIA/mathsat/Wisa/xs-19-06-4-3-2-1.smt2	sat	1208	no	no
QF_UFLIA/mathsat/Wisa/xs-19-09-4-2-3-5.smt2	sat	1509	no	no
QF_UFLIA/mathsat/Wisa/xs-19-12-4-2-4-5.smt2	sat	1409	no	no
QF_UFLIA/mathsat/Wisa/xs-19-15-3-1-3-4.smt2	sat	1408	no	no
QF_UFLIA/mathsat/Wisa/xs-19-18-2-2-2-5.smt2	sat	1308	no	no
QF_UFLIA/mathsat/Wisa/xs-20-06-2-3-1-3.smt2	sat	1508	no	no
QF_UFLIA/mathsat/Wisa/xs-20-09-1-5-4-2.smt2	sat	1408	no	no
QF_UFLIA/mathsat/Wisa/xs-20-12-3-1-5-2.smt2	sat	1708	no	no
QF_UFLIA/mathsat/Wisa/xs-20-15-2-2-4-2.smt2	sat	1709	no	no
QF_UFLIA/mathsat/Wisa/xs-20-18-3-4-5-4.smt2	sat	1508	no	no
QF_UFLIA/wisas/xs_10_15.smt2	sat	1609	no	no
QF_UFLIA/wisas/xs_11_16.smt2	sat	1709	no	no
QF_UFLIA/wisas/xs_12_17.smt2	sat	3411	no	no
QF_UFLIA/wisas/xs_13_18.smt2	sat	1408	no	no
QF_UFLIA/wisas/xs_14_19.smt2	sat	1709	no	no
QF_UFLIA/wisas/xs_15_20.smt2	sat	1809	no	no
QF_UFLIA/wisas/xs_16_26.smt2	unknown	24327	no	no
QF_UFLIA/wisas/xs_17_27.smt2	unknown	24327	no	no
QF_UFLIA/wisas/xs_18_28.smt2	sat	5613	no	no
QF_UFLIA/wisas/xs_19_29.smt2	unknown	24330	no	no
QF_UFLIA/wisas/xs_20_30.smt2	unknown	24331	no	no
QF_UFLIA/wisas/xs_21_31.smt2	unknown	24330	no	no
QF_UFLIA/wisas/xs_22_32.smt2	sat	10918	no	no
QF_UFLIA/wisas/xs_23_33.smt2	sat	15721	no	no
QF_UFLIA/wisas/xs_24_34.smt2	sat	16121	no	no
QF_UFLIA/wisas/xs_25_35.smt2	sat	8916	no	no
