file	verdict	rc	wall_ms	exit_kind	rounds	total_ms	giveup
AUFLIA/20170829-Rodin/smt3948512889217949189.smt2	unknown	0	4714	SHAPE	54	4581	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 54 rounds (no further instance to admit; more rounds cannot help)
AUFLIA/20170829-Rodin/smt4173896851214750436.smt2	unknown	0	5014	SHAPE	25	4858	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 25 rounds (no further instance to admit; more rounds cannot help)
AUFLIA/20170829-Rodin/smt4322886619350589974.smt2	unknown	0	14524	CLOCK	4	14376	give-up kind=Incomplete detail=e-matching instantiation stopped after 4 rounds: the remaining budget could not fit another round with growth headroom
AUFLIA/20170829-Rodin/smt4572271437139773503.smt2	unknown	0	209	SHAPE	4	83	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 4 rounds (no further instance to admit; more rounds cannot help)
AUFLIA/20170829-Rodin/smt4762333614958780116.smt2	unknown	0	12121	SHAPE	17	12047	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 17 rounds (no further instance to admit; more rounds cannot help)
AUFLIA/20170829-Rodin/smt4894097258090423484.smt2	unknown	0	18826	OTHER	na	18773	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: term #93 has sort (Uninterpreted 5) that the pure-Rust BV backend cannot bit-blast
AUFLIA/20170829-Rodin/smt4969880730391362301.smt2	unknown	0	21230	OTHER	na	20882	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted
AUFLIA/20170829-Rodin/smt5014833612115123394.smt2	unknown	0	6214	SHAPE	45	6098	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 45 rounds (no further instance to admit; more rounds cannot help)
AUFLIA/20170829-Rodin/smt5069517085737059294.smt2	unknown	0	10019	SHAPE	6	9947	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 6 rounds (no further instance to admit; more rounds cannot help)
AUFLIA/20170829-Rodin/smt5142338501095623673.smt2	unknown	0	207	SHAPE	6	86	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 6 rounds (no further instance to admit; more rounds cannot help)
AUFLIA/20170829-Rodin/smt5411750702888311295.smt2	unknown	0	8916	SHAPE	10	8797	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 10 rounds (no further instance to admit; more rounds cannot help)
AUFLIA/20170829-Rodin/smt5659330507399205750.smt2	unknown	0	7415	SHAPE	4	7255	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 4 rounds (no further instance to admit; more rounds cannot help)
AUFLIA/20170829-Rodin/smt5847282541265624513.smt2	unknown	0	3911	SHAPE	95	3823	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 95 rounds (no further instance to admit; more rounds cannot help)
AUFLIA/20170829-Rodin/smt5891024652570785146.smt2	unknown	0	9817	SHAPE	7	9655	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 7 rounds (no further instance to admit; more rounds cannot help)
AUFLIA/20170829-Rodin/smt6269233508100289974.smt2	unknown	0	108	SHAPE	3	13	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 3 rounds (no further instance to admit; more rounds cannot help)
AUFLIA/20170829-Rodin/smt6383725389398926770.smt2	unknown	0	15524	SHAPE	4	15392	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 4 rounds (no further instance to admit; more rounds cannot help)
AUFLIA/20170829-Rodin/smt6438450863395295011.smt2	unknown	0	12021	SHAPE	25	11860	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 25 rounds (no further instance to admit; more rounds cannot help)
AUFLIA/20170829-Rodin/smt6561225060016006493.smt2	unknown	0	2810	SHAPE	22	2725	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 22 rounds (no further instance to admit; more rounds cannot help)
AUFLIA/20170829-Rodin/smt6686346698589869511.smt2	unknown	0	21929	OTHER	na	21703	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted
AUFLIA/20170829-Rodin/smt6759390604070337018.smt2	unknown	0	18528	CLOCK	4	18363	give-up kind=Incomplete detail=e-matching instantiation stopped after 4 rounds: the remaining budget could not fit another round with growth headroom
AUFLIA/20170829-Rodin/smt7630523222404089153.smt2	unknown	0	609	SHAPE	10	496	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 10 rounds (no further instance to admit; more rounds cannot help)
AUFLIA/20170829-Rodin/smt7662938804457871411.smt2	unknown	0	14524	SHAPE	3	14397	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 3 rounds (no further instance to admit; more rounds cannot help)
AUFLIA/20170829-Rodin/smt7801044620652467564.smt2	unknown	0	4013	SHAPE	30	3860	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 30 rounds (no further instance to admit; more rounds cannot help)
AUFLIA/20170829-Rodin/smt8148677656429052494.smt2	unknown	0	19730	CLOCK	4	19496	give-up kind=Incomplete detail=e-matching instantiation stopped after 4 rounds: the remaining budget could not fit another round with growth headroom
AUFLIA/20170829-Rodin/smt8539609608321091028.smt2	unknown	0	24635	OTHER	na	24392	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted
AUFLIA/20170829-Rodin/smt8683826451416083880.smt2	unknown	0	110	SHAPE	1	1	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 1 rounds (no further instance to admit; more rounds cannot help)
AUFLIA/20170829-Rodin/smt8726509904014076787.smt2	unknown	0	18728	SHAPE	17	18627	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 17 rounds (no further instance to admit; more rounds cannot help)
AUFLIA/20170829-Rodin/smt8849302628236017311.smt2	unknown	0	20730	SHAPE	22	20666	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 22 rounds (no further instance to admit; more rounds cannot help)
AUFLIA/20170829-Rodin/smt8923677823844298420.smt2	unknown	0	9721	SHAPE	27	9544	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 27 rounds (no further instance to admit; more rounds cannot help)
AUFLIA/20170829-Rodin/smt8961875129792388963.smt2	unknown	0	609	SHAPE	14	546	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 14 rounds (no further instance to admit; more rounds cannot help)
AUFLIA/20170829-Rodin/smt9117787725777190694.smt2	unknown	0	108	SHAPE	6	64	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 6 rounds (no further instance to admit; more rounds cannot help)
AUFLIA/20170829-Rodin/smt966044474995992364.smt2	unknown	0	13022	SHAPE	3	12857	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 3 rounds (no further instance to admit; more rounds cannot help)
