file	first_arm	shipped_verdict	shipped_ms	shipped_kind	1024_verdict	1024_ms	1024_kind	2048_verdict	2048_ms	2048_kind	4096_verdict	4096_ms	4096_kind
AUFLIA/20170829-Rodin/smt5847282541265624513.smt2	shipped	unknown	4910	SHAPE	unknown	5012	SHAPE	unknown	5112	SHAPE	unknown	5012	SHAPE
AUFLIA/20170829-Rodin/smt5891024652570785146.smt2	1024	unknown	10515	SHAPE	unknown	10615	SHAPE	unknown	10716	SHAPE	unknown	10715	SHAPE
AUFLIA/20170829-Rodin/smt6269233508100289974.smt2	2048	unknown	108	SHAPE	unknown	106	SHAPE	unknown	107	SHAPE	unknown	107	SHAPE
AUFLIA/20170829-Rodin/smt6383725389398926770.smt2	4096	unknown	16021	CLOCK	unknown	16020	CLOCK	unknown	16120	CLOCK	unknown	16720	SHAPE
AUFLIA/20170829-Rodin/smt6438450863395295011.smt2	shipped	unknown	13718	SHAPE	unknown	14320	SHAPE	unknown	14822	SHAPE	unknown	14322	SHAPE
AUFLIA/20170829-Rodin/smt6561225060016006493.smt2	1024	unknown	3512	SHAPE	unknown	3411	SHAPE	unknown	3310	SHAPE	unknown	3310	SHAPE
AUFLIA/20170829-Rodin/smt6686346698589869511.smt2	2048	unknown	22423	OTHER	unknown	22324	OTHER	unknown	22226	CLOCK	unknown	22629	OTHER
AUFLIA/20170829-Rodin/smt6759390604070337018.smt2	4096	unknown	16021	CLOCK	unknown	17420	CLOCK	unknown	18326	CLOCK	unknown	17323	CLOCK
AUFLIA/20170829-Rodin/smt7630523222404089153.smt2	shipped	unknown	509	SHAPE	unknown	510	SHAPE	unknown	509	SHAPE	unknown	507	SHAPE
AUFLIA/20170829-Rodin/smt7662938804457871411.smt2	1024	unknown	11921	SHAPE	unknown	12315	SHAPE	unknown	12219	SHAPE	unknown	12118	SHAPE
AUFLIA/20170829-Rodin/smt7801044620652467564.smt2	2048	unknown	2911	SHAPE	unknown	3011	SHAPE	unknown	2810	SHAPE	unknown	2811	SHAPE
AUFLIA/20170829-Rodin/smt8148677656429052494.smt2	4096	unknown	18422	CLOCK	unknown	17926	CLOCK	unknown	18922	CLOCK	unknown	17922	CLOCK
AUFLIA/20170829-Rodin/smt8539609608321091028.smt2	shipped	unknown	24326	SHAPE	unknown	24323	SHAPE	unknown	24324	SHAPE	unknown	24325	SHAPE
AUFLIA/20170829-Rodin/smt8683826451416083880.smt2	1024	unknown	107	SHAPE	unknown	107	SHAPE	unknown	107	SHAPE	unknown	108	SHAPE
AUFLIA/20170829-Rodin/smt8726509904014076787.smt2	2048	unknown	13316	SHAPE	unknown	12217	SHAPE	unknown	13017	SHAPE	unknown	13117	SHAPE
AUFLIA/20170829-Rodin/smt8849302628236017311.smt2	4096	unknown	19320	SHAPE	unknown	19125	SHAPE	unknown	19324	SHAPE	unknown	19523	SHAPE
AUFLIA/20170829-Rodin/smt8923677823844298420.smt2	shipped	unknown	6914	SHAPE	unknown	7013	SHAPE	unknown	6914	SHAPE	unknown	6712	SHAPE
AUFLIA/20170829-Rodin/smt8961875129792388963.smt2	1024	unknown	408	SHAPE	unknown	408	SHAPE	unknown	408	SHAPE	unknown	509	SHAPE
AUFLIA/20170829-Rodin/smt9117787725777190694.smt2	2048	unknown	108	SHAPE	unknown	108	SHAPE	unknown	108	SHAPE	unknown	108	SHAPE
AUFLIA/20170829-Rodin/smt966044474995992364.smt2	4096	unknown	10014	SHAPE	unknown	10319	SHAPE	unknown	10017	SHAPE	unknown	9916	SHAPE
