subset	verdict	rc	ms	host	core
UFLIA_sledgehammer_QEpres_smtlib.1120322.smt2.rel1.smt2	unknown	0	7014	server7	1
UFLIA_sledgehammer_QEpres_smtlib.1120322.smt2.rel2.smt2	unknown	0	17721	server7	2
UFLIA_sledgehammer_QEpres_smtlib.1120322.smt2.rel3.smt2	unknown	0	17320	server7	3
UFLIA_sledgehammer_QEpres_smtlib.1120322.smt2.small1.smt2	sat	0	108	server5	1
UFLIA_sledgehammer_QEpres_smtlib.1120322.smt2.small10.smt2	sat	0	111	server6	3
UFLIA_sledgehammer_QEpres_smtlib.1120322.smt2.small2.smt2	sat	0	109	server7	0
UFLIA_sledgehammer_QEpres_smtlib.1120322.smt2.small25.smt2	unknown	0	110	server7	1
UFLIA_sledgehammer_QEpres_smtlib.1120322.smt2.small5.smt2	sat	0	109	server7	2
UFLIA_sledgehammer_QEpres_smtlib.1120322.smt2.small50.smt2	unknown	0	109	server7	3
UFLIA_sledgehammer_QEpres_smtlib.1120322.smt2.suffix1.smt2	unknown	0	108	server5	1
UFLIA_sledgehammer_QEpres_smtlib.1120322.smt2.suffix10.smt2	unknown	0	113	server6	3
UFLIA_sledgehammer_QEpres_smtlib.1120322.smt2.suffix2.smt2	unknown	0	109	server7	0
UFLIA_sledgehammer_QEpres_smtlib.1120322.smt2.suffix25.smt2	unknown	0	109	server7	1
UFLIA_sledgehammer_QEpres_smtlib.1120322.smt2.suffix5.smt2	unknown	0	109	server7	2
UFLIA_sledgehammer_QEpres_smtlib.1120322.smt2.suffix50.smt2	unknown	0	12815	server7	3
UFNIA_2019-Zohar-ic_combined_int_check_bvule_bvor_ltr_no_inv.smt2.prefix1.smt2	sat	0	108	server5	1
UFNIA_2019-Zohar-ic_combined_int_check_bvule_bvor_ltr_no_inv.smt2.prefix2.smt2	sat	0	110	server6	3
UFNIA_2019-Zohar-ic_combined_int_check_bvule_bvor_ltr_no_inv.smt2.prefix5.smt2	unknown	0	24125	server7	0
UFNIA_2019-Zohar-ic_combined_int_check_bvule_bvor_ltr_no_inv.smt2.rel0.smt2	unknown	0	109	server7	1
UFNIA_2019-Zohar-ic_combined_int_check_bvule_bvor_ltr_no_inv.smt2.rel1.smt2	unknown	0	109	server7	2
UFNIA_2019-Zohar-ic_combined_int_check_bvule_bvor_ltr_no_inv.smt2.rel2.smt2	unknown	0	108	server7	3
UFNIA_2019-Zohar-ic_combined_int_check_bvule_bvor_ltr_no_inv.smt2.rel3.smt2	unknown	0	108	server5	1
UFNIA_2019-Zohar-ic_combined_int_check_bvule_bvor_ltr_no_inv.smt2.small1.smt2	unknown	0	23924	server6	3
UFNIA_2019-Zohar-ic_combined_int_check_bvule_bvor_ltr_no_inv.smt2.small2.smt2	unknown	0	24125	server7	0
UFNIA_2019-Zohar-ic_combined_int_check_bvule_bvor_ltr_no_inv.smt2.small5.smt2	unknown	0	24126	server7	1
UFNIA_2019-Zohar-ic_combined_int_check_bvule_bvor_ltr_no_inv.smt2.suffix1.smt2	unknown	0	110	server7	2
UFNIA_2019-Zohar-ic_combined_int_check_bvule_bvor_ltr_no_inv.smt2.suffix2.smt2	unknown	0	17422	server7	3
UFNIA_2019-Zohar-ic_combined_int_check_bvule_bvor_ltr_no_inv.smt2.suffix5.smt2	unknown	0	24125	server5	1
UFNIA_sledgehammer_FFT_z3.885941.smt2.prefix1.smt2	sat	0	113	server6	3
UFNIA_sledgehammer_FFT_z3.885941.smt2.prefix10.smt2	unknown	0	609	server7	0
UFNIA_sledgehammer_FFT_z3.885941.smt2.prefix2.smt2	unknown	0	108	server7	1
UFNIA_sledgehammer_FFT_z3.885941.smt2.prefix25.smt2	unknown	0	109	server7	2
UFNIA_sledgehammer_FFT_z3.885941.smt2.prefix5.smt2	unknown	0	111	server7	3
UFNIA_sledgehammer_FFT_z3.885941.smt2.prefix50.smt2	unknown	0	212	server5	1
UFNIA_sledgehammer_FFT_z3.885941.smt2.rel0.smt2	sat	0	112	server6	3
UFNIA_sledgehammer_FFT_z3.885941.smt2.rel1.smt2	unknown	0	209	server7	0
UFNIA_sledgehammer_FFT_z3.885941.smt2.rel2.smt2	unknown	0	24126	server7	1
UFNIA_sledgehammer_FFT_z3.885941.smt2.rel3.smt2	unknown	0	24127	server7	2
UFNIA_sledgehammer_FFT_z3.885941.smt2.small1.smt2	sat	0	110	server7	3
UFNIA_sledgehammer_FFT_z3.885941.smt2.small10.smt2	sat	0	110	server5	1
UFNIA_sledgehammer_FFT_z3.885941.smt2.small2.smt2	sat	0	111	server6	3
UFNIA_sledgehammer_FFT_z3.885941.smt2.small25.smt2	sat	0	110	server7	0
UFNIA_sledgehammer_FFT_z3.885941.smt2.small5.smt2	sat	0	108	server7	1
UFNIA_sledgehammer_FFT_z3.885941.smt2.small50.smt2	unknown	0	108	server7	2
UFNIA_sledgehammer_FFT_z3.885941.smt2.suffix1.smt2	unknown	0	109	server7	3
UFNIA_sledgehammer_FFT_z3.885941.smt2.suffix10.smt2	unknown	0	310	server5	1
UFNIA_sledgehammer_FFT_z3.885941.smt2.suffix2.smt2	unknown	0	110	server6	3
UFNIA_sledgehammer_FFT_z3.885941.smt2.suffix25.smt2	unknown	0	409	server7	0
UFNIA_sledgehammer_FFT_z3.885941.smt2.suffix5.smt2	unknown	0	209	server7	1
UFNIA_sledgehammer_FFT_z3.885941.smt2.suffix50.smt2	unknown	0	2610	server7	2
UFNIA_sledgehammer_Fundamental_Theorem_Algebra_z3.1031223.smt2.prefix1.smt2	sat	0	109	server7	3
UFNIA_sledgehammer_Fundamental_Theorem_Algebra_z3.1031223.smt2.prefix10.smt2	sat	0	109	server5	1
UFNIA_sledgehammer_Fundamental_Theorem_Algebra_z3.1031223.smt2.prefix2.smt2	sat	0	112	server6	3
UFNIA_sledgehammer_Fundamental_Theorem_Algebra_z3.1031223.smt2.prefix25.smt2	unknown	0	7514	server7	0
UFNIA_sledgehammer_Fundamental_Theorem_Algebra_z3.1031223.smt2.prefix5.smt2	sat	0	107	server7	1
UFNIA_sledgehammer_Fundamental_Theorem_Algebra_z3.1031223.smt2.prefix50.smt2	unknown	0	6013	server7	2
UFNIA_sledgehammer_Fundamental_Theorem_Algebra_z3.1031223.smt2.rel0.smt2	sat	0	109	server7	3
UFNIA_sledgehammer_Fundamental_Theorem_Algebra_z3.1031223.smt2.rel1.smt2	unknown	0	24124	server5	1
UFNIA_sledgehammer_Fundamental_Theorem_Algebra_z3.1031223.smt2.rel2.smt2	unknown	0	20826	server6	3
UFNIA_sledgehammer_Fundamental_Theorem_Algebra_z3.1031223.smt2.rel3.smt2	unknown	0	19924	server7	0
UFNIA_sledgehammer_Fundamental_Theorem_Algebra_z3.1031223.smt2.small1.smt2	sat	0	108	server7	1
UFNIA_sledgehammer_Fundamental_Theorem_Algebra_z3.1031223.smt2.small10.smt2	sat	0	111	server7	2
UFNIA_sledgehammer_Fundamental_Theorem_Algebra_z3.1031223.smt2.small2.smt2	sat	0	109	server7	3
UFNIA_sledgehammer_Fundamental_Theorem_Algebra_z3.1031223.smt2.small25.smt2	unknown	0	109	server5	1
UFNIA_sledgehammer_Fundamental_Theorem_Algebra_z3.1031223.smt2.small5.smt2	sat	0	114	server6	3
UFNIA_sledgehammer_Fundamental_Theorem_Algebra_z3.1031223.smt2.small50.smt2	unknown	0	109	server7	0
UFNIA_sledgehammer_Fundamental_Theorem_Algebra_z3.1031223.smt2.suffix1.smt2	sat	0	109	server7	1
UFNIA_sledgehammer_Fundamental_Theorem_Algebra_z3.1031223.smt2.suffix10.smt2	unknown	0	111	server7	2
UFNIA_sledgehammer_Fundamental_Theorem_Algebra_z3.1031223.smt2.suffix2.smt2	unknown	0	109	server7	3
UFNIA_sledgehammer_Fundamental_Theorem_Algebra_z3.1031223.smt2.suffix25.smt2	unknown	0	1108	server5	1
UFNIA_sledgehammer_Fundamental_Theorem_Algebra_z3.1031223.smt2.suffix5.smt2	unknown	0	111	server6	3
UFNIA_sledgehammer_Fundamental_Theorem_Algebra_z3.1031223.smt2.suffix50.smt2	unknown	0	12519	server7	0
UFNIA_sledgehammer_TwoSquares_z3.861593.smt2.prefix1.smt2	sat	0	107	server7	1
UFNIA_sledgehammer_TwoSquares_z3.861593.smt2.prefix10.smt2	unsat	0	110	server7	2
UFNIA_sledgehammer_TwoSquares_z3.861593.smt2.prefix2.smt2	unknown	0	109	server7	3
UFNIA_sledgehammer_TwoSquares_z3.861593.smt2.prefix25.smt2	unknown	0	207	server5	1
UFNIA_sledgehammer_TwoSquares_z3.861593.smt2.prefix5.smt2	unknown	0	111	server6	3
UFNIA_sledgehammer_TwoSquares_z3.861593.smt2.prefix50.smt2	unknown	0	2210	server7	0
UFNIA_sledgehammer_TwoSquares_z3.861593.smt2.rel0.smt2	sat	0	108	server7	1
UFNIA_sledgehammer_TwoSquares_z3.861593.smt2.rel1.smt2	unknown	0	111	server7	2
UFNIA_sledgehammer_TwoSquares_z3.861593.smt2.rel2.smt2	unknown	0	13819	server7	3
UFNIA_sledgehammer_TwoSquares_z3.861593.smt2.rel3.smt2	unknown	0	13619	server5	1
UFNIA_sledgehammer_TwoSquares_z3.861593.smt2.small1.smt2	sat	0	112	server6	3
UFNIA_sledgehammer_TwoSquares_z3.861593.smt2.small10.smt2	sat	0	109	server7	0
UFNIA_sledgehammer_TwoSquares_z3.861593.smt2.small2.smt2	sat	0	108	server7	1
UFNIA_sledgehammer_TwoSquares_z3.861593.smt2.small25.smt2	unknown	0	13520	server7	2
UFNIA_sledgehammer_TwoSquares_z3.861593.smt2.small5.smt2	sat	0	109	server7	3
UFNIA_sledgehammer_TwoSquares_z3.861593.smt2.small50.smt2	unknown	0	110	server5	1
UFNIA_sledgehammer_TwoSquares_z3.861593.smt2.suffix1.smt2	unknown	0	112	server6	3
UFNIA_sledgehammer_TwoSquares_z3.861593.smt2.suffix10.smt2	unknown	0	109	server7	0
UFNIA_sledgehammer_TwoSquares_z3.861593.smt2.suffix2.smt2	unknown	0	109	server7	1
UFNIA_sledgehammer_TwoSquares_z3.861593.smt2.suffix25.smt2	unknown	0	110	server7	2
UFNIA_sledgehammer_TwoSquares_z3.861593.smt2.suffix5.smt2	unknown	0	109	server7	3
UFNIA_sledgehammer_TwoSquares_z3.861593.smt2.suffix50.smt2	unknown	0	1009	server5	1
UFNIA_spec_sharp_test14-CommandLineOptions.ssc.23.Microsoft.Boogie.CommandLineOptions.Boogie.ContractConsistencyCheck.get_ProverNeedsTypes.smt2.prefix1.smt2	unknown	0	13020	server6	3
UFNIA_spec_sharp_test14-CommandLineOptions.ssc.23.Microsoft.Boogie.CommandLineOptions.Boogie.ContractConsistencyCheck.get_ProverNeedsTypes.smt2.prefix2.smt2	unknown	0	109	server7	0
UFNIA_spec_sharp_test14-CommandLineOptions.ssc.23.Microsoft.Boogie.CommandLineOptions.Boogie.ContractConsistencyCheck.get_ProverNeedsTypes.smt2.rel0.smt2	unknown	0	12917	server7	1
UFNIA_spec_sharp_test14-CommandLineOptions.ssc.23.Microsoft.Boogie.CommandLineOptions.Boogie.ContractConsistencyCheck.get_ProverNeedsTypes.smt2.rel1.smt2	unknown	0	109	server7	2
UFNIA_spec_sharp_test14-CommandLineOptions.ssc.23.Microsoft.Boogie.CommandLineOptions.Boogie.ContractConsistencyCheck.get_ProverNeedsTypes.smt2.rel2.smt2	unknown	0	109	server7	3
UFNIA_spec_sharp_test14-CommandLineOptions.ssc.23.Microsoft.Boogie.CommandLineOptions.Boogie.ContractConsistencyCheck.get_ProverNeedsTypes.smt2.rel3.smt2	unknown	0	108	server5	1
UFNIA_spec_sharp_test14-CommandLineOptions.ssc.23.Microsoft.Boogie.CommandLineOptions.Boogie.ContractConsistencyCheck.get_ProverNeedsTypes.smt2.small1.smt2	unsat	0	112	server6	3
UFNIA_spec_sharp_test14-CommandLineOptions.ssc.23.Microsoft.Boogie.CommandLineOptions.Boogie.ContractConsistencyCheck.get_ProverNeedsTypes.smt2.small2.smt2	unsat	0	110	server7	0
UFNIA_spec_sharp_test14-CommandLineOptions.ssc.23.Microsoft.Boogie.CommandLineOptions.Boogie.ContractConsistencyCheck.get_ProverNeedsTypes.smt2.suffix1.smt2	unsat	0	108	server7	1
UFNIA_spec_sharp_test14-CommandLineOptions.ssc.23.Microsoft.Boogie.CommandLineOptions.Boogie.ContractConsistencyCheck.get_ProverNeedsTypes.smt2.suffix2.smt2	unknown	0	111	server7	2
UFNIA_vcc-havoc_havoc-bench_dlist_insert_head.12.ua_wcscpy.smt2.prefix1.smt2	unknown	0	12919	server7	3
UFNIA_vcc-havoc_havoc-bench_dlist_insert_head.12.ua_wcscpy.smt2.prefix2.smt2	unknown	0	12917	server5	1
UFNIA_vcc-havoc_havoc-bench_dlist_insert_head.12.ua_wcscpy.smt2.rel0.smt2	unknown	0	12920	server6	3
UFNIA_vcc-havoc_havoc-bench_dlist_insert_head.12.ua_wcscpy.smt2.rel1.smt2	unknown	0	13619	server7	0
UFNIA_vcc-havoc_havoc-bench_dlist_insert_head.12.ua_wcscpy.smt2.rel2.smt2	unknown	0	13619	server7	1
UFNIA_vcc-havoc_havoc-bench_dlist_insert_head.12.ua_wcscpy.smt2.rel3.smt2	unknown	0	13821	server7	2
UFNIA_vcc-havoc_havoc-bench_dlist_insert_head.12.ua_wcscpy.smt2.small1.smt2	unsat	0	1311	server7	3
UFNIA_vcc-havoc_havoc-bench_dlist_insert_head.12.ua_wcscpy.smt2.small2.smt2	unsat	0	1310	server5	1
UFNIA_vcc-havoc_havoc-bench_dlist_insert_head.12.ua_wcscpy.smt2.suffix1.smt2	unsat	0	1312	server6	3
UFNIA_vcc-havoc_havoc-bench_dlist_insert_head.12.ua_wcscpy.smt2.suffix2.smt2	unknown	0	13520	server7	0
UF_20170428-Barrett_cdt-cade2015_nada_afp_bindag_x2015_09_10_16_53_56_537_1094926.smt_in.smt2.prefix1.smt2	sat	0	109	server7	1
UF_20170428-Barrett_cdt-cade2015_nada_afp_bindag_x2015_09_10_16_53_56_537_1094926.smt_in.smt2.prefix10.smt2	unknown	0	24228	server7	2
UF_20170428-Barrett_cdt-cade2015_nada_afp_bindag_x2015_09_10_16_53_56_537_1094926.smt_in.smt2.prefix2.smt2	sat	0	109	server7	3
UF_20170428-Barrett_cdt-cade2015_nada_afp_bindag_x2015_09_10_16_53_56_537_1094926.smt_in.smt2.prefix25.smt2	unknown	0	24224	server5	1
UF_20170428-Barrett_cdt-cade2015_nada_afp_bindag_x2015_09_10_16_53_56_537_1094926.smt_in.smt2.prefix5.smt2	sat	0	112	server6	3
UF_20170428-Barrett_cdt-cade2015_nada_afp_bindag_x2015_09_10_16_53_56_537_1094926.smt_in.smt2.prefix50.smt2	unknown	0	7513	server7	0
UF_20170428-Barrett_cdt-cade2015_nada_afp_bindag_x2015_09_10_16_53_56_537_1094926.smt_in.smt2.rel0.smt2	sat	0	110	server7	1
UF_20170428-Barrett_cdt-cade2015_nada_afp_bindag_x2015_09_10_16_53_56_537_1094926.smt_in.smt2.rel1.smt2	unknown	0	24226	server7	2
UF_20170428-Barrett_cdt-cade2015_nada_afp_bindag_x2015_09_10_16_53_56_537_1094926.smt_in.smt2.rel2.smt2	unknown	0	7213	server7	3
UF_20170428-Barrett_cdt-cade2015_nada_afp_bindag_x2015_09_10_16_53_56_537_1094926.smt_in.smt2.rel3.smt2	unknown	0	6516	server5	1
UF_20170428-Barrett_cdt-cade2015_nada_afp_bindag_x2015_09_10_16_53_56_537_1094926.smt_in.smt2.small1.smt2	sat	0	111	server6	3
UF_20170428-Barrett_cdt-cade2015_nada_afp_bindag_x2015_09_10_16_53_56_537_1094926.smt_in.smt2.small10.smt2	sat	0	109	server7	0
UF_20170428-Barrett_cdt-cade2015_nada_afp_bindag_x2015_09_10_16_53_56_537_1094926.smt_in.smt2.small2.smt2	sat	0	109	server7	1
UF_20170428-Barrett_cdt-cade2015_nada_afp_bindag_x2015_09_10_16_53_56_537_1094926.smt_in.smt2.small25.smt2	unknown	0	3012	server7	2
UF_20170428-Barrett_cdt-cade2015_nada_afp_bindag_x2015_09_10_16_53_56_537_1094926.smt_in.smt2.small5.smt2	sat	0	109	server7	3
UF_20170428-Barrett_cdt-cade2015_nada_afp_bindag_x2015_09_10_16_53_56_537_1094926.smt_in.smt2.small50.smt2	unknown	0	2311	server5	1
UF_20170428-Barrett_cdt-cade2015_nada_afp_bindag_x2015_09_10_16_53_56_537_1094926.smt_in.smt2.suffix1.smt2	sat	0	110	server6	3
UF_20170428-Barrett_cdt-cade2015_nada_afp_bindag_x2015_09_10_16_53_56_537_1094926.smt_in.smt2.suffix10.smt2	sat	0	110	server7	0
UF_20170428-Barrett_cdt-cade2015_nada_afp_bindag_x2015_09_10_16_53_56_537_1094926.smt_in.smt2.suffix2.smt2	sat	0	109	server7	1
UF_20170428-Barrett_cdt-cade2015_nada_afp_bindag_x2015_09_10_16_53_56_537_1094926.smt_in.smt2.suffix25.smt2	sat	0	110	server7	2
UF_20170428-Barrett_cdt-cade2015_nada_afp_bindag_x2015_09_10_16_53_56_537_1094926.smt_in.smt2.suffix5.smt2	sat	0	109	server7	3
UF_20170428-Barrett_cdt-cade2015_nada_afp_bindag_x2015_09_10_16_53_56_537_1094926.smt_in.smt2.suffix50.smt2	sat	0	110	server5	1
UF_20170428-Barrett_cdt-cade2015_nada_afp_coinductive_list_x2015_09_10_17_10_47_003_2500061.smt_in.smt2.prefix1.smt2	sat	0	111	server6	3
UF_20170428-Barrett_cdt-cade2015_nada_afp_coinductive_list_x2015_09_10_17_10_47_003_2500061.smt_in.smt2.prefix10.smt2	sat	0	109	server7	0
UF_20170428-Barrett_cdt-cade2015_nada_afp_coinductive_list_x2015_09_10_17_10_47_003_2500061.smt_in.smt2.prefix2.smt2	sat	0	109	server7	1
UF_20170428-Barrett_cdt-cade2015_nada_afp_coinductive_list_x2015_09_10_17_10_47_003_2500061.smt_in.smt2.prefix25.smt2	sat	0	109	server7	2
UF_20170428-Barrett_cdt-cade2015_nada_afp_coinductive_list_x2015_09_10_17_10_47_003_2500061.smt_in.smt2.prefix5.smt2	sat	0	109	server7	3
UF_20170428-Barrett_cdt-cade2015_nada_afp_coinductive_list_x2015_09_10_17_10_47_003_2500061.smt_in.smt2.prefix50.smt2	unknown	0	24124	server5	1
UF_20170428-Barrett_cdt-cade2015_nada_afp_coinductive_list_x2015_09_10_17_10_47_003_2500061.smt_in.smt2.rel0.smt2	sat	0	112	server6	3
UF_20170428-Barrett_cdt-cade2015_nada_afp_coinductive_list_x2015_09_10_17_10_47_003_2500061.smt_in.smt2.rel1.smt2	sat	0	109	server7	0
UF_20170428-Barrett_cdt-cade2015_nada_afp_coinductive_list_x2015_09_10_17_10_47_003_2500061.smt_in.smt2.rel2.smt2	unknown	0	5513	server7	1
UF_20170428-Barrett_cdt-cade2015_nada_afp_coinductive_list_x2015_09_10_17_10_47_003_2500061.smt_in.smt2.rel3.smt2	unknown	0	5814	server7	2
UF_20170428-Barrett_cdt-cade2015_nada_afp_coinductive_list_x2015_09_10_17_10_47_003_2500061.smt_in.smt2.small1.smt2	sat	0	109	server7	3
UF_20170428-Barrett_cdt-cade2015_nada_afp_coinductive_list_x2015_09_10_17_10_47_003_2500061.smt_in.smt2.small10.smt2	sat	0	109	server5	1
UF_20170428-Barrett_cdt-cade2015_nada_afp_coinductive_list_x2015_09_10_17_10_47_003_2500061.smt_in.smt2.small2.smt2	sat	0	111	server6	3
UF_20170428-Barrett_cdt-cade2015_nada_afp_coinductive_list_x2015_09_10_17_10_47_003_2500061.smt_in.smt2.small25.smt2	sat	0	110	server7	0
UF_20170428-Barrett_cdt-cade2015_nada_afp_coinductive_list_x2015_09_10_17_10_47_003_2500061.smt_in.smt2.small5.smt2	sat	0	111	server7	1
UF_20170428-Barrett_cdt-cade2015_nada_afp_coinductive_list_x2015_09_10_17_10_47_003_2500061.smt_in.smt2.small50.smt2	sat	0	109	server7	2
UF_20170428-Barrett_cdt-cade2015_nada_afp_coinductive_list_x2015_09_10_17_10_47_003_2500061.smt_in.smt2.suffix1.smt2	sat	0	110	server7	3
UF_20170428-Barrett_cdt-cade2015_nada_afp_coinductive_list_x2015_09_10_17_10_47_003_2500061.smt_in.smt2.suffix10.smt2	sat	0	109	server5	1
UF_20170428-Barrett_cdt-cade2015_nada_afp_coinductive_list_x2015_09_10_17_10_47_003_2500061.smt_in.smt2.suffix2.smt2	sat	0	111	server6	3
UF_20170428-Barrett_cdt-cade2015_nada_afp_coinductive_list_x2015_09_10_17_10_47_003_2500061.smt_in.smt2.suffix25.smt2	sat	0	108	server7	0
UF_20170428-Barrett_cdt-cade2015_nada_afp_coinductive_list_x2015_09_10_17_10_47_003_2500061.smt_in.smt2.suffix5.smt2	sat	0	108	server7	1
UF_20170428-Barrett_cdt-cade2015_nada_afp_coinductive_list_x2015_09_10_17_10_47_003_2500061.smt_in.smt2.suffix50.smt2	sat	0	110	server7	2
UF_20170428-Barrett_cdt-cade2015_nada_distro_gram_lang_x2015_09_10_16_53_37_371_1432776.smt_in.smt2.prefix1.smt2	sat	0	109	server7	3
UF_20170428-Barrett_cdt-cade2015_nada_distro_gram_lang_x2015_09_10_16_53_37_371_1432776.smt_in.smt2.prefix10.smt2	sat	0	109	server5	1
UF_20170428-Barrett_cdt-cade2015_nada_distro_gram_lang_x2015_09_10_16_53_37_371_1432776.smt_in.smt2.prefix2.smt2	sat	0	114	server6	3
UF_20170428-Barrett_cdt-cade2015_nada_distro_gram_lang_x2015_09_10_16_53_37_371_1432776.smt_in.smt2.prefix25.smt2	sat	0	109	server7	0
UF_20170428-Barrett_cdt-cade2015_nada_distro_gram_lang_x2015_09_10_16_53_37_371_1432776.smt_in.smt2.prefix5.smt2	sat	0	109	server7	1
UF_20170428-Barrett_cdt-cade2015_nada_distro_gram_lang_x2015_09_10_16_53_37_371_1432776.smt_in.smt2.prefix50.smt2	sat	0	110	server7	2
UF_20170428-Barrett_cdt-cade2015_nada_distro_gram_lang_x2015_09_10_16_53_37_371_1432776.smt_in.smt2.rel0.smt2	sat	0	109	server7	3
UF_20170428-Barrett_cdt-cade2015_nada_distro_gram_lang_x2015_09_10_16_53_37_371_1432776.smt_in.smt2.rel1.smt2	unknown	0	21023	server5	1
UF_20170428-Barrett_cdt-cade2015_nada_distro_gram_lang_x2015_09_10_16_53_37_371_1432776.smt_in.smt2.rel2.smt2	unknown	0	19126	server6	3
UF_20170428-Barrett_cdt-cade2015_nada_distro_gram_lang_x2015_09_10_16_53_37_371_1432776.smt_in.smt2.rel3.smt2	unknown	0	25231	server7	0
UF_20170428-Barrett_cdt-cade2015_nada_distro_gram_lang_x2015_09_10_16_53_37_371_1432776.smt_in.smt2.small1.smt2	sat	0	108	server7	1
UF_20170428-Barrett_cdt-cade2015_nada_distro_gram_lang_x2015_09_10_16_53_37_371_1432776.smt_in.smt2.small10.smt2	sat	0	109	server7	2
UF_20170428-Barrett_cdt-cade2015_nada_distro_gram_lang_x2015_09_10_16_53_37_371_1432776.smt_in.smt2.small2.smt2	sat	0	109	server7	3
UF_20170428-Barrett_cdt-cade2015_nada_distro_gram_lang_x2015_09_10_16_53_37_371_1432776.smt_in.smt2.small25.smt2	sat	0	110	server5	1
UF_20170428-Barrett_cdt-cade2015_nada_distro_gram_lang_x2015_09_10_16_53_37_371_1432776.smt_in.smt2.small5.smt2	sat	0	112	server6	3
UF_20170428-Barrett_cdt-cade2015_nada_distro_gram_lang_x2015_09_10_16_53_37_371_1432776.smt_in.smt2.small50.smt2	sat	0	110	server7	0
UF_20170428-Barrett_cdt-cade2015_nada_distro_gram_lang_x2015_09_10_16_53_37_371_1432776.smt_in.smt2.suffix1.smt2	sat	0	108	server7	1
UF_20170428-Barrett_cdt-cade2015_nada_distro_gram_lang_x2015_09_10_16_53_37_371_1432776.smt_in.smt2.suffix10.smt2	sat	0	111	server7	2
UF_20170428-Barrett_cdt-cade2015_nada_distro_gram_lang_x2015_09_10_16_53_37_371_1432776.smt_in.smt2.suffix2.smt2	sat	0	108	server7	3
UF_20170428-Barrett_cdt-cade2015_nada_distro_gram_lang_x2015_09_10_16_53_37_371_1432776.smt_in.smt2.suffix25.smt2	sat	0	110	server5	1
UF_20170428-Barrett_cdt-cade2015_nada_distro_gram_lang_x2015_09_10_16_53_37_371_1432776.smt_in.smt2.suffix5.smt2	sat	0	111	server6	3
UF_20170428-Barrett_cdt-cade2015_nada_distro_gram_lang_x2015_09_10_16_53_37_371_1432776.smt_in.smt2.suffix50.smt2	sat	0	109	server7	0
UF_grasshopper_uninstantiated_dl_copy_invariant_19_2.smt2.prefix1.smt2	sat	0	110	server7	1
UF_grasshopper_uninstantiated_dl_copy_invariant_19_2.smt2.prefix10.smt2	sat	0	110	server7	2
UF_grasshopper_uninstantiated_dl_copy_invariant_19_2.smt2.prefix2.smt2	sat	0	109	server7	3
UF_grasshopper_uninstantiated_dl_copy_invariant_19_2.smt2.prefix25.smt2	sat	0	109	server5	1
UF_grasshopper_uninstantiated_dl_copy_invariant_19_2.smt2.prefix5.smt2	sat	0	112	server6	3
UF_grasshopper_uninstantiated_dl_copy_invariant_19_2.smt2.prefix50.smt2	unknown	0	24627	server7	0
UF_grasshopper_uninstantiated_dl_copy_invariant_19_2.smt2.rel0.smt2	sat	0	110	server7	1
UF_grasshopper_uninstantiated_dl_copy_invariant_19_2.smt2.rel1.smt2	sat	0	109	server7	2
UF_grasshopper_uninstantiated_dl_copy_invariant_19_2.smt2.rel2.smt2	unknown	0	24628	server7	3
UF_grasshopper_uninstantiated_dl_copy_invariant_19_2.smt2.rel3.smt2	unknown	0	24526	server5	1
UF_grasshopper_uninstantiated_dl_copy_invariant_19_2.smt2.small1.smt2	sat	0	112	server6	3
UF_grasshopper_uninstantiated_dl_copy_invariant_19_2.smt2.small10.smt2	sat	0	110	server7	0
UF_grasshopper_uninstantiated_dl_copy_invariant_19_2.smt2.small2.smt2	sat	0	110	server7	1
UF_grasshopper_uninstantiated_dl_copy_invariant_19_2.smt2.small25.smt2	sat	0	109	server7	2
UF_grasshopper_uninstantiated_dl_copy_invariant_19_2.smt2.small5.smt2	sat	0	110	server7	3
UF_grasshopper_uninstantiated_dl_copy_invariant_19_2.smt2.small50.smt2	unknown	0	24527	server5	1
UF_grasshopper_uninstantiated_dl_copy_invariant_19_2.smt2.suffix1.smt2	sat	0	111	server6	3
UF_grasshopper_uninstantiated_dl_copy_invariant_19_2.smt2.suffix10.smt2	sat	0	110	server7	0
UF_grasshopper_uninstantiated_dl_copy_invariant_19_2.smt2.suffix2.smt2	sat	0	110	server7	1
UF_grasshopper_uninstantiated_dl_copy_invariant_19_2.smt2.suffix25.smt2	sat	0	109	server7	2
UF_grasshopper_uninstantiated_dl_copy_invariant_19_2.smt2.suffix5.smt2	sat	0	111	server7	3
UF_grasshopper_uninstantiated_dl_copy_invariant_19_2.smt2.suffix50.smt2	unknown	0	24626	server5	1
UF_sledgehammer_Arrow_Order_uf.704291.smt2.prefix1.smt2	sat	0	111	server6	3
UF_sledgehammer_Arrow_Order_uf.704291.smt2.prefix10.smt2	sat	0	111	server7	0
UF_sledgehammer_Arrow_Order_uf.704291.smt2.prefix2.smt2	sat	0	109	server7	1
UF_sledgehammer_Arrow_Order_uf.704291.smt2.prefix25.smt2	sat	0	109	server7	2
UF_sledgehammer_Arrow_Order_uf.704291.smt2.prefix5.smt2	sat	0	110	server7	3
UF_sledgehammer_Arrow_Order_uf.704291.smt2.prefix50.smt2	sat	0	209	server5	1
UF_sledgehammer_Arrow_Order_uf.704291.smt2.rel0.smt2	sat	0	112	server6	3
UF_sledgehammer_Arrow_Order_uf.704291.smt2.rel1.smt2	sat	0	110	server7	0
