file	base	base_giveup	guard	guard_giveup	status
M123-033__expr_fun__reorder_q.adb_32_28_assert___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: an uninterpreted function applied to a datatype argument (congruence over expanded datatype arguments is not in this fragment) (ADR-0022)	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function applied to a datatype argument (congruence over expanded datatype arguments is not in this fragment) (ADR-0022)	unsat
M213-022__flow_loops__test.adb_134_17_range_check___00.smt2	unknown	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget	unknown	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget	unknown
M218-008__contract_cases__subprograms.ads_19_11_complete_contract_cases___00.smt2	unsat	none	unsat	none	unsat
M218-008__contract_cases__subprograms.ads_32_11_disjoint_contract_cases___00.smt2	unsat	none	unsat	none	unsat
M219-019__flow_subprogram_calls__test.adb_178_23_test.adb_190_7_overflow_check___00.smt2	unsat	none	unsat	none	unsat
M220-043__ghost__semantics.adb_16_10_loop_variant___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: an uninterpreted function applied to a datatype argument (congruence over expanded datatype arguments is not in this fragment) (ADR-0022)	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function applied to a datatype argument (congruence over expanded datatype arguments is not in this fragment) (ADR-0022)	unsat
M224-004__loop_variant__loopvariant.adb_13_17_overflow_check___00.smt2	unsat	none	unsat	none	unsat
M301-035__flow__interprocedural_analysis_tests__single_compilation_unit.adb_94_17_overflow_check___00.smt2	unknown	give-up kind=Incomplete detail=instantiation is satisfiable; the universal may still be violated outside the instantiated terms	unknown	give-up kind=Incomplete detail=instantiation is satisfiable; the universal may still be violated outside the instantiated terms	unknown
M314-010__flow_pragmas__vehicle.adb_39_33_loop_invariant_init___00.smt2	unsat	none	unsat	none	unsat
M314-016__flow_bug_nonunique_tags__segway.adb_16_28_range_check___00.smt2	unsat	none	unsat	none	unsat
M318-017__flow_variant_records__definite.adb_55_9_discriminant_check___00.smt2	unsat	none	unsat	none	unsat
M318-017__flow_variant_records__test.adb_23_12_discriminant_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: native datatype solving supports scalar (Bool/BitVec/Int/Real) and datatype fields; array/UF datatype fields are not yet supported (ADR-0022)	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: native datatype solving supports scalar (Bool/BitVec/Int/Real) and datatype fields; array/UF datatype fields are not yet supported (ADR-0022)	unknown
M321-015__operator_effects__opers.adb_46_35_range_check___00.smt2	unknown	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget	unknown	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget	unknown
M409-046__subtype__main.adb_6_14_predicate_check___00.smt2	unknown	give-up kind=Incomplete detail=instantiation is satisfiable; the universal may still be violated outside the instantiated terms	unknown	give-up kind=Incomplete detail=instantiation is satisfiable; the universal may still be violated outside the instantiated terms	unknown
M412-008__flow_functions_with_depends__foo.adb_116_29_precondition___00.smt2	unknown	give-up kind=Incomplete detail=instantiation is satisfiable; the universal may still be violated outside the instantiated terms	unknown	give-up kind=Incomplete detail=instantiation is satisfiable; the universal may still be violated outside the instantiated terms	unknown
M417-029__flow_bug_unexpected_node__time.ads_27_8_contract_case___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: native datatype solving supports scalar (Bool/BitVec/Int/Real) and datatype fields; array/UF datatype fields are not yet supported (ADR-0022)	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: native datatype solving supports scalar (Bool/BitVec/Int/Real) and datatype fields; array/UF datatype fields are not yet supported (ADR-0022)	unsat
M503-001__typinv__aggregates.ads_15_14_invariant_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: native datatype solving supports scalar (Bool/BitVec/Int/Real) and datatype fields; array/UF datatype fields are not yet supported (ADR-0022)	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: native datatype solving supports scalar (Bool/BitVec/Int/Real) and datatype fields; array/UF datatype fields are not yet supported (ADR-0022)	unsat
M503-001__typinv__inside_out.adb_30_15_overflow_check___00.smt2	unsat	none	unsat	none	unsat
M515-010__generic__broken.ads_6_17_broken.adb_18_4_postcondition___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: an uninterpreted function applied to a datatype argument (congruence over expanded datatype arguments is not in this fragment) (ADR-0022)	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function applied to a datatype argument (congruence over expanded datatype arguments is not in this fragment) (ADR-0022)	sat
M603-021__volatile_input_proofs__port.ads_68_34_postcondition___00.smt2	unsat	none	unsat	none	unsat
M611-010__no_return_illegal__no_return_illegal.adb_25_10_precondition___00.smt2	unknown	give-up kind=Incomplete detail=instantiation is satisfiable; the universal may still be violated outside the instantiated terms	unknown	give-up kind=Incomplete detail=instantiation is satisfiable; the universal may still be violated outside the instantiated terms	unknown
M613-039__expr_actions__a-cofove.ads_709_23_list.ads_9_4_precondition___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: an uninterpreted function applied to a datatype argument (congruence over expanded datatype arguments is not in this fragment) (ADR-0022)	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function applied to a datatype argument (congruence over expanded datatype arguments is not in this fragment) (ADR-0022)	unsat
M618-009__second__pkg_a.adb_9_9_precondition___00.smt2	unsat	none	unsat	none	unsat
M801-016__flow_contract_cases__contract_cases.adb_19_38_contract_case___00.smt2	unknown	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget	unknown	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget	unknown
M823-017__fixed_points__binary_fixed.adb_20_22_assert2___00.smt2	unsat	none	unsat	none	unsat
M823-017__fixed_points__decimal_fixed.adb_31_22_assert2___00.smt2	unsat	none	unsat	none	unsat
M823-017__fixed_points__ordinary_fixed.adb_33_22_assert2___00.smt2	unsat	none	unsat	none	unsat
M830-022__missing_theory_import_for_contract_cases__state_machine.adb_39_17_overflow_check___00.smt2	unsat	none	unsat	none	unsat
M930-001__flow_support_proof_in__proof_in_legal.adb_18_14_overflow_check___00.smt2	unknown	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget	unknown	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget	unknown
MA07-042__flow_formal_container_hack__a-cofove.ads_745_14_formal_list.ads_8_4_precondition___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: an uninterpreted function applied to a datatype argument (congruence over expanded datatype arguments is not in this fragment) (ADR-0022)	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function applied to a datatype argument (congruence over expanded datatype arguments is not in this fragment) (ADR-0022)	unsat
MA15-019__flow_contract_check_initializes__init.adb_11_46_overflow_check___00.smt2	unknown	give-up kind=Incomplete detail=instantiation is satisfiable; the universal may still be violated outside the instantiated terms	unknown	give-up kind=Incomplete detail=instantiation is satisfiable; the universal may still be violated outside the instantiated terms	unknown
MA28-033__flow_null_calls_ineffective__p.adb_117_32_overflow_check___00.smt2	unknown	give-up kind=Incomplete detail=instantiation is satisfiable; the universal may still be violated outside the instantiated terms	unknown	give-up kind=Incomplete detail=instantiation is satisfiable; the universal may still be violated outside the instantiated terms	unknown
MA28-033__flow_null_calls_ineffective__p.adb_84_14_overflow_check___00.smt2	unknown	give-up kind=Incomplete detail=instantiation is satisfiable; the universal may still be violated outside the instantiated terms	unknown	give-up kind=Incomplete detail=instantiation is satisfiable; the universal may still be violated outside the instantiated terms	unknown
MA29-016__flow_refinement__levels.adb_127_61_overflow_check___00.smt2	unknown	give-up kind=Watchdog detail=watchdog fired before the worker thread returned	unknown	give-up kind=Watchdog detail=watchdog fired before the worker thread returned	unknown
MA29-016__flow_refinement__levels.ads_20_21_postcondition___00.smt2	unsat	none	unsat	none	unsat
MB06-039__private_type_with_a_container_component__a-cofuve.ads_300_52_a-cofove.ads_87_7_fail.ads_14_4_overflow_check___00.smt2	unsat	none	unsat	none	unsat
MB14-009__for_loops_iterable__a-cfdlli.ads_1394_20_for_loops_on_lists.ads_5_4_precondition___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: an uninterpreted function applied to a datatype argument (congruence over expanded datatype arguments is not in this fragment) (ADR-0022)	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function applied to a datatype argument (congruence over expanded datatype arguments is not in this fragment) (ADR-0022)	unsat
MB14-009__for_loops_iterable__for_loops_on_lists.adb_18_11_precondition___02.smt2	unknown	give-up kind=Error detail=unsupported by backend: an uninterpreted function applied to a datatype argument (congruence over expanded datatype arguments is not in this fragment) (ADR-0022)	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function applied to a datatype argument (congruence over expanded datatype arguments is not in this fragment) (ADR-0022)	unsat
MB14-009__for_loops_iterable__for_loops_on_lists.adb_43_48_range_check___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: an uninterpreted function applied to a datatype argument (congruence over expanded datatype arguments is not in this fragment) (ADR-0022)	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function applied to a datatype argument (congruence over expanded datatype arguments is not in this fragment) (ADR-0022)	unsat
MB14-009__for_loops_iterable__for_loops_on_lists.adb_62_54_precondition___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: an uninterpreted function applied to a datatype argument (congruence over expanded datatype arguments is not in this fragment) (ADR-0022)	unsat	none	unsat
MB14-009__for_loops_iterable__for_loops_on_lists.ads_28_19_precondition___00.smt2	unknown	give-up kind=Error detail=unsupported by backend: an uninterpreted function applied to a datatype argument (congruence over expanded datatype arguments is not in this fragment) (ADR-0022)	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function applied to a datatype argument (congruence over expanded datatype arguments is not in this fragment) (ADR-0022)	unsat
MB27-015__record_default_init__fsb.adb_24_16_overflow_check___00.smt2	unknown	give-up kind=Incomplete detail=instantiation is satisfiable; the universal may still be violated outside the instantiated terms	unknown	give-up kind=Incomplete detail=instantiation is satisfiable; the universal may still be violated outside the instantiated terms	unknown
N109-040__flow_early_inits__early_init.ads_5_9_initial_condition___00.smt2	unsat	none	unsat	none	unsat
N110-032__list_conversion__a-cofuve.ads_238_59_a-cfdlli.ads_69_7_my_lists.ads_11_4_overflow_check___00.smt2	unsat	none	unsat	none	unsat
N122-049__default_initial_condition__types.ads_12_28_range_check___01.smt2	unsat	none	unsat	none	unsat
N219-007__flow_records_with_constrained_records__foo.adb_19_18_range_check___00.smt2	unsat	none	unsat	none	unsat
