file	verdict	rc	ms	rss_kb	status	bucket	cause	attempts	bound_by	atoms	online_probe	cube_matrices	cube_simplex_calls
QF_LRA/LassoRanker/CooperatingT2/afagp-fail.t2.c_Iteration1_Lasso_7-phaseTemplate.smt2	none	134	6401	7756124	unsat	ABORT/oom	process aborted: memory allocation of N bytes failed	NONE	NONE	NONE	NONE	NONE	NONE
QF_LRA/LassoRanker/CooperatingT2/brp_withassume.t2.c_Iteration1_Loop_6-phaseTemplate.smt2	none	134	10896	7785004	sat	ABORT/oom	process aborted: memory allocation of N bytes failed	NONE	NONE	NONE	NONE	NONE	NONE
QF_LRA/LassoRanker/CooperatingT2/brp_withassume.t2.c_Iteration8_Loop_6-phaseTemplate.smt2	none	134	13705	7735432	sat	ABORT/oom	process aborted: memory allocation of N bytes failed	NONE	NONE	NONE	NONE	NONE	NONE
QF_LRA/LassoRanker/CooperatingT2/collatz.t2.c_Iteration3_Loop_7-phaseTemplate.smt2	unknown	0	25335	5346528	unsat	Timeout/ResourceLimit	DENSE SIMPLEX spent the budget (cube_simplex_calls>0, cube_matrices=0) -- the `Fourier-Motzkin` label is WRONG	14	nra	12594	admission-screen	0	17
QF_LRA/LassoRanker/CooperatingT2/disj_nightmare.t2.c_Iteration2_Loop_7-phaseTemplate.smt2	none	134	10791	7762636	unsat	ABORT/oom	process aborted: memory allocation of N bytes failed	NONE	NONE	NONE	NONE	NONE	NONE
QF_LRA/LassoRanker/CooperatingT2/elmhes.c.i.elmhes.pl.t2.fixed.t2.c_Iteration5_Loop_6-phaseTemplate.smt2	none	134	6107	7818400	sat	ABORT/oom	process aborted: memory allocation of N bytes failed	NONE	NONE	NONE	NONE	NONE	NONE
QF_LRA/LassoRanker/CooperatingT2/eric.t2.c_Iteration1_Lasso_4-pieceTemplate.smt2	none	134	6796	7808292	sat	ABORT/oom	process aborted: memory allocation of N bytes failed	NONE	NONE	NONE	NONE	NONE	NONE
QF_LRA/LassoRanker/CooperatingT2/ex11.t2.c_Iteration1_Lasso_7-phaseTemplate.smt2	none	134	7494	7797748	unsat	ABORT/oom	process aborted: memory allocation of N bytes failed	NONE	NONE	NONE	NONE	NONE	NONE
QF_LRA/LassoRanker/CooperatingT2/firewire.t2.c_Iteration1_Lasso_4-lexTemplate.smt2	none	134	7194	7795812	sat	ABORT/oom	process aborted: memory allocation of N bytes failed	NONE	NONE	NONE	NONE	NONE	NONE
QF_LRA/LassoRanker/CooperatingT2/firewire.t2.c_Iteration3_Loop_4-pieceTemplate.smt2	none	134	6731	7817212	sat	ABORT/oom	process aborted: memory allocation of N bytes failed	NONE	NONE	NONE	NONE	NONE	NONE
QF_LRA/LassoRanker/CooperatingT2/hongyi1.t2.c_Iteration1_Loop_4-lexTemplate.smt2	none	134	7486	7785520	sat	ABORT/oom	process aborted: memory allocation of N bytes failed	NONE	NONE	NONE	NONE	NONE	NONE
QF_LRA/LassoRanker/CooperatingT2/hongyi1.t2.c_Iteration9_Loop_4-lexTemplate.smt2	none	134	7792	7782176	sat	ABORT/oom	process aborted: memory allocation of N bytes failed	NONE	NONE	NONE	NONE	NONE	NONE
QF_LRA/LassoRanker/CooperatingT2/janne_complex.t2.c_Iteration3_Lasso_4-pieceTemplate.smt2	none	134	7696	7787748	unsat	ABORT/oom	process aborted: memory allocation of N bytes failed	NONE	NONE	NONE	NONE	NONE	NONE
QF_LRA/LassoRanker/CooperatingT2/ludcmp.c.i.ludcmp.pl.t2.fixed.t2.c_Iteration8_Loop_7-phaseTemplate.smt2	none	134	5687	7789540	sat	ABORT/oom	process aborted: memory allocation of N bytes failed	NONE	NONE	NONE	NONE	NONE	NONE
QF_LRA/LassoRanker/CooperatingT2/ludcmp.t2.c_Iteration8_Loop_7-phaseTemplate.smt2	none	134	9501	7736368	sat	ABORT/oom	process aborted: memory allocation of N bytes failed	NONE	NONE	NONE	NONE	NONE	NONE
QF_LRA/LassoRanker/CooperatingT2/matrixsqrt.t2.c_Iteration12_Loop_7-phaseTemplate.smt2	unknown	0	24430	4476280	sat	Timeout/ResourceLimit	DENSE SIMPLEX spent the budget (cube_simplex_calls>0, cube_matrices=0) -- the `Fourier-Motzkin` label is WRONG	14	nra	11398	admission-screen	0	13
QF_LRA/LassoRanker/CooperatingT2/p-43.t2.c_Iteration4_Loop_4-pieceTemplate.smt2	none	134	5585	7790216	sat	ABORT/oom	process aborted: memory allocation of N bytes failed	NONE	NONE	NONE	NONE	NONE	NONE
QF_LRA/LassoRanker/CooperatingT2/p-46.t2.c_Iteration2_Loop_7-phaseTemplate.smt2	none	134	6993	7747600	unsat	ABORT/oom	process aborted: memory allocation of N bytes failed	NONE	NONE	NONE	NONE	NONE	NONE
QF_LRA/LassoRanker/CooperatingT2/queens.t2.c_Iteration19_Loop_7-phaseTemplate.smt2	none	134	6799	7789668	sat	ABORT/oom	process aborted: memory allocation of N bytes failed	NONE	NONE	NONE	NONE	NONE	NONE
QF_LRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration3_Lasso_5-phaseTemplate.smt2	none	134	6534	7802612	sat	ABORT/oom	process aborted: memory allocation of N bytes failed	NONE	NONE	NONE	NONE	NONE	NONE
QF_LRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration5_Lasso_6-phaseTemplate.smt2	none	134	7092	7709108	sat	ABORT/oom	process aborted: memory allocation of N bytes failed	NONE	NONE	NONE	NONE	NONE	NONE
QF_LRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration6_Lasso_6-phaseTemplate.smt2	none	134	7088	7751964	sat	ABORT/oom	process aborted: memory allocation of N bytes failed	NONE	NONE	NONE	NONE	NONE	NONE
QF_LRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration7_Loop_7-phaseTemplate.smt2	none	134	12502	7780500	unsat	ABORT/oom	process aborted: memory allocation of N bytes failed	NONE	NONE	NONE	NONE	NONE	NONE
QF_LRA/LassoRanker/CooperatingT2/sumit.t2.c_Iteration1_Lasso_7-phaseTemplate.smt2	none	134	7391	7779588	sat	ABORT/oom	process aborted: memory allocation of N bytes failed	NONE	NONE	NONE	NONE	NONE	NONE
QF_LRA/LassoRanker/CooperatingT2/toeplz.c.i.toeplz.pl.t2.fixed.t2.c_Iteration2_Loop_7-phaseTemplate.smt2	none	134	10205	7707684	sat	ABORT/oom	process aborted: memory allocation of N bytes failed	NONE	NONE	NONE	NONE	NONE	NONE
QF_LRA/LassoRanker/SV-COMP/Ben-Amram-2010LMCS-Ex2.3_true-termination.c_Iteration1_Lasso_3-pieceTemplate.smt2	none	134	6665	7778264	unsat	ABORT/oom	process aborted: memory allocation of N bytes failed	NONE	NONE	NONE	NONE	NONE	NONE
QF_LRA/LassoRanker/SV-COMP/BradleyMannaSipma-2005CAV-Fig1_true-termination.c_Iteration1_Lasso_7-phaseTemplate.smt2	none	134	6893	7815296	sat	ABORT/oom	process aborted: memory allocation of N bytes failed	NONE	NONE	NONE	NONE	NONE	NONE
QF_LRA/LassoRanker/SV-COMP/CookSeeZuleger-2013TACAS-Fig3_true-termination.c_Iteration1_Loop_4-pieceTemplate.smt2	none	134	8188	7744188	unsat	ABORT/oom	process aborted: memory allocation of N bytes failed	NONE	NONE	NONE	NONE	NONE	NONE
QF_LRA/LassoRanker/SV-COMP/GulwaniJainKoskinen-2009PLDI-Fig1_true-termination.c_Iteration1_Lasso_4-pieceTemplate.smt2	unknown	0	25437	6550200	unknown	SILENT	verdict `unknown` with NO give-up line	NONE	NONE	NONE	NONE	NONE	NONE
QF_LRA/LassoRanker/SV-COMP/KroeningSharyginaTsitovichWintersteiger-2010CAV-Fig1_true-termination.c_Iteration1_Lasso_3-pieceTemplate.smt2	none	134	19611	7796460	unsat	ABORT/oom	process aborted: memory allocation of N bytes failed	NONE	NONE	NONE	NONE	NONE	NONE
QF_LRA/LassoRanker/SV-COMP/LeeJonesBen-Amram-2001POPL-Ex5_true-termination.c_Iteration2_Lasso_3-pieceTemplate.smt2	none	134	5699	7806692	unsat	ABORT/oom	process aborted: memory allocation of N bytes failed	NONE	NONE	NONE	NONE	NONE	NONE
QF_LRA/LassoRanker/SV-COMP/LeeJonesBen-Amram-2001POPL-Ex5_true-termination.c_Iteration2_Loop_7-phaseTemplate.smt2	none	134	6496	7782264	unsat	ABORT/oom	process aborted: memory allocation of N bytes failed	NONE	NONE	NONE	NONE	NONE	NONE
QF_LRA/LassoRanker/SV-COMP/Masse_true-termination.c_Iteration1_Loop_4-pieceTemplate.smt2	none	134	5891	7787952	unsat	ABORT/oom	process aborted: memory allocation of N bytes failed	NONE	NONE	NONE	NONE	NONE	NONE
QF_LRA/LassoRanker/SV-COMP/NoriSharma-2013FSE-Fig8_true-termination.c_Iteration1_Loop_5-phaseTemplate.smt2	unknown	0	24832	7235272	unsat	Watchdog/-	watchdog fired before the worker thread returned	NONE	NONE	NONE	NONE	NONE	NONE
QF_LRA/LassoRanker/SV-COMP/TelAviv-Amir-Minimum_true-termination.c_Iteration1_Loop_4-pieceTemplate.smt2	none	134	23000	7428784	sat	ABORT/oom	process aborted: memory allocation of N bytes failed	NONE	NONE	NONE	NONE	NONE	NONE
QF_LRA/LassoRanker/SV-COMP/aviad_true-termination.c_Iteration1_Loop_4-nestedTemplate.smt2	none	134	10407	7741740	sat	ABORT/oom	process aborted: memory allocation of N bytes failed	NONE	NONE	NONE	NONE	NONE	NONE
QF_LRA/LassoRanker/SV-COMP/joey_false-termination.c_Iteration1_Loop_7-phaseTemplate.smt2	unknown	0	25339	4877588	sat	Timeout/ResourceLimit	DENSE SIMPLEX spent the budget (cube_simplex_calls>0, cube_matrices=0) -- the `Fourier-Motzkin` label is WRONG	14	nra	10514	admission-screen	0	24
QF_LRA/LassoRanker/Ultimate/2013POPL-BenAmGen-Ex4.2.bpl_Iteration1_Lasso_4-pieceTemplate.smt2	unknown	0	24040	141408	unsat	Timeout/ResourceLimit	DENSE SIMPLEX spent the budget (cube_simplex_calls>0, cube_matrices=0) -- the `Fourier-Motzkin` label is WRONG	14	nra	1680	admission-screen	0	765
QF_LRA/LassoRanker/Ultimate/Braverman-2006CAV-Ex1-int.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	unknown	0	24030	86856	unsat	Timeout/Incomplete	online CDCL(T) LRA model did not replay (arithmetic outside the incremental engine)	14	nra	0	model-did-not-replay	0	0
QF_LRA/LassoRanker/Ultimate/Canberra.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	none	134	5890	7779564	unsat	ABORT/oom	process aborted: memory allocation of N bytes failed	NONE	NONE	NONE	NONE	NONE	NONE
QF_LRA/LassoRanker/Ultimate/Collatz.bpl_Iteration1_Loop_6-phaseTemplate.smt2	none	134	14194	7740708	unsat	ABORT/oom	process aborted: memory allocation of N bytes failed	NONE	NONE	NONE	NONE	NONE	NONE
QF_LRA/LassoRanker/Ultimate/Gcd.bpl_Iteration1_Lasso_7-phaseTemplate.smt2	unknown	0	25434	6552696	sat	Timeout/ResourceLimit	DENSE SIMPLEX spent the budget (cube_simplex_calls>0, cube_matrices=0) -- the `Fourier-Motzkin` label is WRONG	14	nra	13365	admission-screen	0	30
QF_LRA/LassoRanker/Ultimate/Gcd_havoc.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	unknown	0	24840	1920056	sat	Timeout/ResourceLimit	DENSE SIMPLEX spent the budget (cube_simplex_calls>0, cube_matrices=0) -- the `Fourier-Motzkin` label is WRONG	14	nra	6974	admission-screen	0	121
QF_LRA/LassoRanker/Ultimate/Lobnya-Boolean-Reordered.bpl_Iteration1_Lasso_7-phaseTemplate.smt2	unknown	0	24642	5315256	unsat	Watchdog/-	watchdog fired before the worker thread returned	NONE	NONE	NONE	NONE	NONE	NONE
QF_LRA/LassoRanker/Ultimate/OpposedDisjuncts.bpl_Iteration1_Lasso_2-pieceTemplate.smt2	unknown	0	24734	5279840	unsat	Timeout/ResourceLimit	DENSE SIMPLEX spent the budget (cube_simplex_calls>0, cube_matrices=0) -- the `Fourier-Motzkin` label is WRONG	14	nra	10775	admission-screen	0	11
QF_LRA/LassoRanker/Ultimate/SyntaxSupportBooleans5.bpl_Iteration1_Loop_4-pieceTemplate.smt2	unknown	0	25128	4902180	sat	Timeout/ResourceLimit	DENSE SIMPLEX spent the budget (cube_simplex_calls>0, cube_matrices=0) -- the `Fourier-Motzkin` label is WRONG	14	nra	10436	admission-screen	0	32
QF_LRA/LassoRanker/Ultimate/TelAviv-AmirMinimum.bpl_Iteration1_Loop_4-pieceTemplate.smt2	none	134	6999	7791684	sat	ABORT/oom	process aborted: memory allocation of N bytes failed	NONE	NONE	NONE	NONE	NONE	NONE
QF_LRA/LassoRanker/Ultimate/bound-scaled600.bpl_Iteration1_Loop_7-phaseTemplate.smt2	unknown	0	25233	532836	sat	Watchdog/-	watchdog fired before the worker thread returned	NONE	NONE	NONE	NONE	NONE	NONE
QF_LRA/LassoRanker/Ultimate/simple-scaled200.bpl_Iteration1_Lasso_3-pieceTemplate.smt2	none	134	16804	7788664	sat	ABORT/oom	process aborted: memory allocation of N bytes failed	NONE	NONE	NONE	NONE	NONE	NONE
QF_LRA/LassoRanker/Ultimate/simple-scaled200.bpl_Iteration1_Lasso_7-nestedTemplate.smt2	none	134	8234	7772108	sat	ABORT/oom	process aborted: memory allocation of N bytes failed	NONE	NONE	NONE	NONE	NONE	NONE
QF_LRA/LassoRanker/Ultimate/simple-scaled250.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	unknown	0	25132	873712	sat	Watchdog/-	watchdog fired before the worker thread returned	NONE	NONE	NONE	NONE	NONE	NONE
QF_LRA/LassoRanker/Ultimate/yPositive-SIscaled50.bpl_Iteration1_Loop_4-pieceTemplate.smt2	none	134	6391	7815284	unsat	ABORT/oom	process aborted: memory allocation of N bytes failed	NONE	NONE	NONE	NONE	NONE	NONE
QF_LRA/LassoRanker/Ultimate/yPositive-SIscaled75.bpl_Iteration1_Loop_7-phaseTemplate.smt2	none	134	11102	7768368	sat	ABORT/oom	process aborted: memory allocation of N bytes failed	NONE	NONE	NONE	NONE	NONE	NONE
QF_LRA/TM/p-driverlogNumeric_s7.smt2	sat	0	110	27688	sat	DECIDED	-	5	nra	0	took	0	0
QF_LRA/TM/p5-driverlogNumeric_s9.smt2	unsat	0	314	47104	unsat	DECIDED	-	5	nra	0	took	0	0
QF_LRA/TM/p7-driverlogNumeric_s8.smt2	unknown	0	24140	239408	sat	Timeout/ResourceLimit	DENSE SIMPLEX spent the budget (cube_simplex_calls>0, cube_matrices=0) -- the `Fourier-Motzkin` label is WRONG	14	nra	2097	admission-screen	0	165
QF_LRA/clock_synchro/clocksynchro_2clocks.main_invar.base.smt2	unsat	0	2713	70876	unsat	DECIDED	-	5	nra	209	model-did-not-replay	127	127
QF_LRA/clock_synchro/clocksynchro_4clocks.main_invar.base.smt2	unsat	0	1216	22444	unsat	DECIDED	-	5	nra	417	model-did-not-replay	0	283
QF_LRA/clock_synchro/clocksynchro_6clocks.main_invar.base.smt2	unsat	0	3917	35088	unsat	DECIDED	-	5	nra	665	model-did-not-replay	0	475
QF_LRA/clock_synchro/clocksynchro_8clocks.main_invar.base.smt2	unsat	0	7618	56592	unsat	DECIDED	-	5	nra	953	model-did-not-replay	0	706
QF_LRA/keymaera/bouncing-ball-inv-node1886.smt2	unsat	0	112	10860	unsat	DECIDED	-	3	dl-online	0	not-probed	0	0
QF_LRA/keymaera/intersection-example-simple.proof-node634.smt2	unsat	0	112	11188	unsat	DECIDED	-	3	dl-online	0	not-probed	0	0
QF_LRA/keymaera/water_tank-node23593.smt2	unsat	0	112	11812	unsat	DECIDED	-	5	dl-online	0	took	0	0
QF_LRA/latendresse/ecoliFBAyicesTest-3875-4.smt2	unknown	0	24237	1563436	sat	Timeout/ResourceLimit	DENSE SIMPLEX spent the budget (cube_simplex_calls>0, cube_matrices=0) -- the `Fourier-Motzkin` label is WRONG	14	nra	5411	admission-screen	0	1
QF_LRA/latendresse/ecoliMILPglycerolYices3-50000.smt2	sat	0	13024	1742332	sat	DECIDED	-	5	nra	5749	admission-screen	0	28
QF_LRA/meti-tarski/Arthan/1A/Arthan1A-chunk-0016.smt2	sat	0	116	12252	sat	DECIDED	-	5	fd:parse	0	took	0	0
QF_LRA/meti-tarski/CMOS/CMOS-opamp-chunk-0016.smt2	sat	0	111	11796	sat	DECIDED	-	5	nra	0	took	0	0
QF_LRA/meti-tarski/Chua/1/IL/L/Chua-1-IL-L-chunk-0013.smt2	sat	0	112	10876	sat	DECIDED	-	3	dl-online	0	not-probed	0	0
QF_LRA/meti-tarski/Chua/1/IL/L/Chua-1-IL-L-chunk-0142.smt2	sat	0	113	11020	sat	DECIDED	-	3	dl-online	0	not-probed	0	0
QF_LRA/meti-tarski/Chua/1/VC1/L/Chua-1-VC1-L-chunk-0005.smt2	sat	0	113	11188	sat	DECIDED	-	3	dl-online	0	not-probed	0	0
QF_LRA/meti-tarski/Chua/1/VC1/L/Chua-1-VC1-L-chunk-0028.smt2	sat	0	111	10712	sat	DECIDED	-	4	fd:parse	0	not-probed	0	0
QF_LRA/meti-tarski/Chua/1/VC1/L/Chua-1-VC1-L-chunk-0156.smt2	unsat	0	111	10912	unsat	DECIDED	-	3	dl-online	0	not-probed	0	0
QF_LRA/meti-tarski/Chua/1/VC2/L/Chua-1-VC2-L-chunk-0008.smt2	sat	0	115	11000	sat	DECIDED	-	3	dl-online	0	not-probed	0	0
QF_LRA/meti-tarski/Chua/1/VC2/L/Chua-1-VC2-L-chunk-0056.smt2	sat	0	112	10936	sat	DECIDED	-	3	dl-online	0	not-probed	0	0
QF_LRA/meti-tarski/Chua/1/VC2/U/Chua-1-VC2-U-chunk-0128.smt2	sat	0	111	10616	sat	DECIDED	-	4	fd:parse	0	not-probed	0	0
QF_LRA/meti-tarski/Chua/2/IL/L/Chua-2-IL-L-chunk-0071.smt2	sat	0	111	11100	sat	DECIDED	-	3	dl-online	0	not-probed	0	0
QF_LRA/meti-tarski/Chua/2/VC2/L/Chua-2-VC2-L-chunk-0048.smt2	sat	0	110	11104	sat	DECIDED	-	3	dl-online	0	not-probed	0	0
QF_LRA/meti-tarski/atan/problem/1/atan-problem-1-chunk-0031.smt2	sat	0	116	10132	sat	DECIDED	-	5	fd:parse	0	not-probed	0	0
QF_LRA/meti-tarski/atan/problem/2/weak2/atan-problem-2-weak2-chunk-0014.smt2	sat	0	113	10416	sat	DECIDED	-	5	nra	0	not-probed	0	0
QF_LRA/meti-tarski/atan/problem/2/weak2/atan-problem-2-weak2-chunk-0034.smt2	sat	0	113	10528	sat	DECIDED	-	5	nra	0	not-probed	0	0
QF_LRA/meti-tarski/atan/problem/2/weak2/atan-problem-2-weak2-chunk-0054.smt2	sat	0	113	10192	sat	DECIDED	-	5	nra	0	not-probed	0	0
QF_LRA/meti-tarski/atan/problem/2/weak2/atan-problem-2-weak2-chunk-0106.smt2	unsat	0	111	11264	unsat	DECIDED	-	5	nra	0	took	0	0
QF_LRA/meti-tarski/atan/problem/2/weak2/atan-problem-2-weak2-chunk-0127.smt2	sat	0	112	10264	sat	DECIDED	-	5	nra	0	not-probed	0	0
QF_LRA/meti-tarski/bottom-plate-mixer/bottom-plate-mixer-chunk-0011.smt2	sat	0	117	11064	sat	DECIDED	-	3	dl-online	0	not-probed	0	0
QF_LRA/meti-tarski/bottom-plate-mixer/bottom-plate-mixer-chunk-0019.smt2	sat	0	114	10536	sat	DECIDED	-	4	fd:parse	0	not-probed	0	0
QF_LRA/meti-tarski/bottom-plate-mixer/bottom-plate-mixer-chunk-0051.smt2	sat	0	112	10792	sat	DECIDED	-	4	fd:parse	0	not-probed	0	0
QF_LRA/meti-tarski/cbrt/3/cbrt-problem-3-chunk-0040.smt2	unsat	0	112	11792	unsat	DECIDED	-	5	nra	0	took	0	0
QF_LRA/meti-tarski/cbrt/3/cbrt-problem-3-chunk-0048.smt2	unsat	0	111	11796	unsat	DECIDED	-	5	nra	0	took	0	0
QF_LRA/meti-tarski/cbrt/3/cbrt-problem-3-chunk-0074.smt2	unsat	0	110	11936	unsat	DECIDED	-	5	nra	0	took	0	0
QF_LRA/meti-tarski/cbrt/3/weak/cbrt-problem-3-weak-chunk-0049.smt2	unsat	0	114	11428	unsat	DECIDED	-	5	nra	0	took	0	0
QF_LRA/meti-tarski/cbrt/3/weak/cbrt-problem-3-weak-chunk-0065.smt2	sat	0	115	10616	sat	DECIDED	-	5	dl-online	0	not-probed	0	0
QF_LRA/meti-tarski/cbrt/3/weak/cbrt-problem-3-weak-chunk-0097.smt2	sat	0	112	10296	sat	DECIDED	-	5	dl-online	0	not-probed	0	0
QF_LRA/meti-tarski/polypaver/bench-exp-3d/polypaver-bench-exp-3d-chunk-0019.smt2	unsat	0	112	11608	unsat	DECIDED	-	5	nra	0	took	0	0
QF_LRA/meti-tarski/polypaver/bench-exp-3d/polypaver-bench-exp-3d-chunk-0033.smt2	unsat	0	112	11660	unsat	DECIDED	-	5	nra	0	took	0	0
QF_LRA/meti-tarski/polypaver/bench-exp-3d/polypaver-bench-exp-3d-chunk-0041.smt2	sat	0	111	10560	sat	DECIDED	-	5	dl-online	0	not-probed	0	0
QF_LRA/meti-tarski/polypaver/bench-exp-3d/polypaver-bench-exp-3d-chunk-0050.smt2	sat	0	113	10212	sat	DECIDED	-	5	dl-online	0	not-probed	0	0
QF_LRA/meti-tarski/polypaver/bench-exp-3d/polypaver-bench-exp-3d-chunk-0060.smt2	sat	0	112	10744	sat	DECIDED	-	4	fd:parse	0	not-probed	0	0
