driver,driver_sha256,index,check_id,query_sha256,purpose,outcome,warm_execution,active_constraint_count,query_occurrences_per_run,cold_total_nanos,cold_unattributed_nanos,warm_total_nanos,warm_unattributed_nanos,cold_aig_nodes,cold_cnf_variables,cold_cnf_clauses,warm_aig_nodes_added,warm_cnf_variables_added,warm_cnf_clauses_added,cold_arena_create_nanos,cold_translation_nanos,cold_solver_create_nanos,cold_word_rewrite_nanos,cold_bit_blast_nanos,cold_cnf_encode_nanos,cold_solve_nanos,cold_model_lift_nanos,cold_replay_nanos,cold_model_extract_nanos,warm_session_create_nanos,warm_translation_nanos,warm_word_rewrite_nanos,warm_bit_blast_nanos,warm_cnf_encode_nanos,warm_solve_nanos,warm_model_lift_nanos,warm_replay_nanos,warm_model_extract_nanos
windows-update-intel-audio-IntcSST.sys,f7c8e4f106baa5b2a1a18e60731ad42a6f734aee1d049576eaf6d123d5629750,20,check-20,a49dd390789c941e26725ae80c6ecc4de4981fa8e866aa887db624857b890673,address-concretization,sat,warm-retained,7,2,318025,48450,78122,35553,1,1,2,0,0,0,345,55881,10178,0,140171,12749,8405,2934,38421,491,0,0,0,0,0,0,0,41996,573
windows-update-intel-audio-IntcSST.sys,f7c8e4f106baa5b2a1a18e60731ad42a6f734aee1d049576eaf6d123d5629750,21,check-21,b51af802648da4599a0fb2d3af6ccb5961cf9355e41efba7f9c6418ff8a47902,finding-reachability,sat,warm-retained,8,2,572664,53281,425194,64454,128,128,66,127,128,64,347,68556,10454,0,205595,149177,29200,9797,44735,1522,0,25273,0,75581,169749,34627,9768,44237,1505
windows-update-intel-audio-IntcSST.sys,f7c8e4f106baa5b2a1a18e60731ad42a6f734aee1d049576eaf6d123d5629750,22,check-22,b37f465382c8e2e6635f3ac360bd19175b126f978da5c438c0cbfb96c490a253,value-witness,unsat,warm-retained,9,1,596931,52790,229879,53935,191,191,130,63,64,64,392,68008,9514,0,223009,238029,5065,0,0,124,0,11142,0,31204,116388,17056,0,0,154
windows-update-intel-audio-IntcSST.sys,f7c8e4f106baa5b2a1a18e60731ad42a6f734aee1d049576eaf6d123d5629750,23,check-23,fc623b8a42e5c3eca9278d4d6ca18359f312a331d41f1aa7c954f91101569f79,value-witness,sat,warm-retained,9,2,541313,51570,280657,52868,128,128,66,0,1,64,332,61065,10712,0,190511,148451,25792,8370,43224,1286,0,9812,0,2033,114361,45557,10087,44468,1471
windows-update-intel-audio-IntcSST.sys,f7c8e4f106baa5b2a1a18e60731ad42a6f734aee1d049576eaf6d123d5629750,24,check-24,b51af802648da4599a0fb2d3af6ccb5961cf9355e41efba7f9c6418ff8a47902,address-concretization,sat,warm-retained,8,2,542560,49907,77960,33439,128,128,66,0,0,0,370,60823,9860,0,187564,156415,26383,8450,41471,1317,0,0,0,0,0,0,0,43089,1432
windows-update-intel-audio-IntcSST.sys,f7c8e4f106baa5b2a1a18e60731ad42a6f734aee1d049576eaf6d123d5629750,25,check-25,fc623b8a42e5c3eca9278d4d6ca18359f312a331d41f1aa7c954f91101569f79,address-concretization,sat,warm-retained,9,2,575372,51698,356300,59842,128,128,66,0,1,64,328,62187,8948,0,234421,141705,26379,8476,40020,1210,0,13122,0,2742,146388,61447,13092,58243,1424
windows-update-intel-audio-IntcSST.sys,f7c8e4f106baa5b2a1a18e60731ad42a6f734aee1d049576eaf6d123d5629750,26,check-26,561f13b5303f3c2f38fbb7ca86255b55908946788347962740c128f82cf54785,address-concretization,sat,warm-retained,10,1,703933,68443,262864,63638,128,128,66,0,1,1,570,83309,11319,0,264571,177143,32541,10527,54425,1085,0,16654,0,2826,9763,99605,13312,55638,1428
windows-update-intel-audio-IntcSST.sys,f7c8e4f106baa5b2a1a18e60731ad42a6f734aee1d049576eaf6d123d5629750,27,check-27,2369517696247dcf3f40a13d69b07c6461d1cb7168582045b955078a0a1cd7b3,finding-reachability,sat,warm-retained,11,2,559525,60842,197796,61475,128,128,66,0,1,1,359,63896,10707,0,203126,144745,27207,8229,39074,1340,0,13664,0,2589,8186,52169,11612,46573,1528
windows-update-intel-audio-IntcSST.sys,f7c8e4f106baa5b2a1a18e60731ad42a6f734aee1d049576eaf6d123d5629750,28,check-28,2369517696247dcf3f40a13d69b07c6461d1cb7168582045b955078a0a1cd7b3,address-concretization,sat,warm-retained,11,2,560716,62690,80136,34222,128,128,66,0,0,0,349,63502,9355,0,204392,146664,26860,8197,37370,1337,0,0,0,0,0,0,0,44306,1608
windows-update-intel-audio-IntcSST.sys,f7c8e4f106baa5b2a1a18e60731ad42a6f734aee1d049576eaf6d123d5629750,29,check-29,21c0cb0ac6f66e9f908daf2fb0f01cd294e443f0014f89c610d25ca0d5988a02,finding-reachability,sat,warm-retained,12,2,731934,58710,418992,56255,255,255,130,127,128,64,336,90918,9818,0,234067,239702,41358,12272,43314,1439,0,13975,0,63388,146115,76178,15214,45989,1878
windows-update-intel-audio-IntcSST.sys,f7c8e4f106baa5b2a1a18e60731ad42a6f734aee1d049576eaf6d123d5629750,30,check-30,bcbf8e718046a9c5248dc733562e8878efca4e0f02f8fba45b98cae2319781b2,value-witness,unsat,warm-retained,13,1,762075,62829,263985,52810,318,318,194,63,64,64,318,92399,9140,0,263599,328561,5081,0,0,148,0,11268,0,49147,129748,20842,0,0,170
windows-update-intel-audio-IntcSST.sys,f7c8e4f106baa5b2a1a18e60731ad42a6f734aee1d049576eaf6d123d5629750,31,check-31,7488c9dc39ff02d898f8c2e0302f994dbd1083e95589575e767432d760fdb216,value-witness,sat,warm-retained,13,3,774678,75876,314135,53333,255,255,130,0,1,64,359,70531,9249,0,243899,268731,44373,12986,47025,1649,0,9622,0,2203,110357,74857,14872,47134,1757
windows-update-intel-audio-IntcSST.sys,f7c8e4f106baa5b2a1a18e60731ad42a6f734aee1d049576eaf6d123d5629750,32,check-32,21c0cb0ac6f66e9f908daf2fb0f01cd294e443f0014f89c610d25ca0d5988a02,address-concretization,sat,warm-retained,12,2,781251,68179,95949,37499,255,255,130,0,0,0,349,74754,10843,0,253136,266258,44123,13288,48663,1658,0,0,0,0,0,0,0,56462,1988
windows-update-intel-audio-IntcSST.sys,f7c8e4f106baa5b2a1a18e60731ad42a6f734aee1d049576eaf6d123d5629750,33,check-33,7488c9dc39ff02d898f8c2e0302f994dbd1083e95589575e767432d760fdb216,finding-reachability,sat,warm-retained,13,3,418891,38067,141802,23896,255,255,130,0,1,64,250,45907,6339,0,130453,139980,24411,7318,25336,830,0,5164,0,1107,54669,30656,5419,20246,645
windows-update-intel-audio-IntcSST.sys,f7c8e4f106baa5b2a1a18e60731ad42a6f734aee1d049576eaf6d123d5629750,34,check-34,7488c9dc39ff02d898f8c2e0302f994dbd1083e95589575e767432d760fdb216,address-concretization,sat,warm-retained,13,3,435760,39495,66882,28299,255,255,130,0,0,0,206,46476,5959,0,139815,148979,23498,7155,23228,949,0,0,0,0,0,0,0,37666,917
windows-update-intel-audio-IntcSST.sys,f7c8e4f106baa5b2a1a18e60731ad42a6f734aee1d049576eaf6d123d5629750,35,check-35,a0d98d9fb496e831427fd2375ec5c55bed6eeef95e9c432c7814b772d2b664d1,finding-reachability,sat,warm-retained,14,2,1005059,72324,491807,58797,382,382,194,127,128,64,406,79608,10737,0,316546,397358,60163,16304,49516,2097,0,12887,0,63588,169744,111394,18953,54245,2199
windows-update-intel-audio-IntcSST.sys,f7c8e4f106baa5b2a1a18e60731ad42a6f734aee1d049576eaf6d123d5629750,36,check-36,721643505ed4f86ce7196b88a99cd765845db5f3f35366246b2af82a1c253f32,value-witness,unsat,warm-retained,15,1,1004943,77567,311801,61660,445,445,258,63,64,64,354,82185,10115,0,339777,489840,4909,0,0,196,0,12500,0,47156,158506,31782,0,0,197
windows-update-intel-audio-IntcSST.sys,f7c8e4f106baa5b2a1a18e60731ad42a6f734aee1d049576eaf6d123d5629750,37,check-37,9a18c746ddbad8b1c9239e434e82b650a891e6b9d2bf70a8f75d4cb51f1d8222,value-witness,sat,warm-retained,15,2,1010006,71837,356823,54982,382,382,194,0,1,64,349,79033,9875,0,311001,408545,59101,16360,51854,2051,0,9676,0,2126,110917,108448,18355,50023,2296
windows-update-intel-audio-IntcSST.sys,f7c8e4f106baa5b2a1a18e60731ad42a6f734aee1d049576eaf6d123d5629750,38,check-38,a0d98d9fb496e831427fd2375ec5c55bed6eeef95e9c432c7814b772d2b664d1,address-concretization,sat,warm-retained,14,2,936750,82173,87154,33909,382,382,194,0,0,0,338,74375,39260,0,283412,340334,54249,15431,45123,2055,0,0,0,0,0,0,0,51090,2155
windows-update-intel-audio-IntcSST.sys,f7c8e4f106baa5b2a1a18e60731ad42a6f734aee1d049576eaf6d123d5629750,39,check-39,9a18c746ddbad8b1c9239e434e82b650a891e6b9d2bf70a8f75d4cb51f1d8222,address-concretization,sat,warm-retained,15,2,967138,67931,360558,51775,382,382,194,0,1,64,367,74368,42062,0,289307,375479,56133,15414,44078,1999,0,9491,0,2169,121630,107299,18561,47441,2192
windows-update-intel-audio-IntcSST.sys,f7c8e4f106baa5b2a1a18e60731ad42a6f734aee1d049576eaf6d123d5629750,40,check-40,47affa4dfb118916697ef04aa6a9c4fd03a5df7cabd31d4f891e0b0bc3bc6c9f,integer-overflow,sat,warm-retained,17,1,1201827,29962,3730425,76271,1045,1045,1564,663,665,1371,112,30996,14540,0,246443,569897,277023,9296,22871,687,0,35025,0,559975,1683844,1306011,24129,43100,2070
windows-update-intel-audio-IntcSST.sys,f7c8e4f106baa5b2a1a18e60731ad42a6f734aee1d049576eaf6d123d5629750,41,check-41,b8ba051874730e8666cbaebe021f2e41711f5d6a902a88cc9195ec0170a816cc,finding-reachability,sat,warm-retained,17,2,1297245,90256,735532,63689,453,453,202,71,72,8,572,102522,11975,0,478712,451587,77524,21165,60588,2344,0,16606,0,57079,39782,458270,37332,59992,2782
windows-update-intel-audio-IntcSST.sys,f7c8e4f106baa5b2a1a18e60731ad42a6f734aee1d049576eaf6d123d5629750,42,check-42,3979210bd039711213e5b06bbb9fabdb396c86805159bb504fb038e96aefcea5,value-witness,unsat,warm-retained,18,1,1164033,100574,271167,57884,516,516,266,0,1,64,393,99609,9844,0,408592,539124,5776,0,0,121,0,11472,0,2199,168697,30719,0,0,196
windows-update-intel-audio-IntcSST.sys,f7c8e4f106baa5b2a1a18e60731ad42a6f734aee1d049576eaf6d123d5629750,43,check-43,0d4dbf2222f969044bdd026d8aa384cb8c8c1527dadd520a60c60096c2b45cb2,value-witness,sat,warm-retained,18,2,1156050,87175,728333,57662,453,453,202,0,1,64,358,94678,11613,0,370858,435721,75905,19704,57796,2242,0,10589,0,2786,130833,424174,36653,62813,2823
windows-update-intel-audio-IntcSST.sys,f7c8e4f106baa5b2a1a18e60731ad42a6f734aee1d049576eaf6d123d5629750,44,check-44,b8ba051874730e8666cbaebe021f2e41711f5d6a902a88cc9195ec0170a816cc,address-concretization,sat,warm-retained,17,2,1156559,88777,105598,39199,453,453,202,0,0,0,340,91305,11065,0,380358,421621,84030,19597,57262,2204,0,0,0,0,0,0,0,63575,2824
windows-update-intel-audio-IntcSST.sys,f7c8e4f106baa5b2a1a18e60731ad42a6f734aee1d049576eaf6d123d5629750,45,check-45,0d4dbf2222f969044bdd026d8aa384cb8c8c1527dadd520a60c60096c2b45cb2,address-concretization,sat,warm-retained,18,2,1140054,93690,779225,76352,453,453,202,0,1,64,344,90380,9969,0,368084,411879,75561,19476,68595,2076,0,10569,0,2565,163191,426611,37623,59404,2910
windows-update-intel-audio-IntcSST.sys,f7c8e4f106baa5b2a1a18e60731ad42a6f734aee1d049576eaf6d123d5629750,46,check-46,cf53daba6327e84a754d08b2737de9fffbb5d3bb134e9aa41c70e963fd65175c,address-concretization,sat,warm-retained,19,1,1175419,91496,666081,61387,453,453,202,0,1,1,426,98246,9470,0,383143,431261,75738,19907,63316,2416,0,38828,0,25680,13474,427546,36001,60212,2953
windows-update-intel-audio-IntcSST.sys,f7c8e4f106baa5b2a1a18e60731ad42a6f734aee1d049576eaf6d123d5629750,47,check-47,18c76aa35fe4fd7184876e3a7784e7b0e6a3df5b318d6b78375ed9d7faf15e35,address-concretization,sat,warm-retained,20,1,1131679,86986,627211,57206,453,453,202,0,1,1,333,95182,10391,0,390563,396542,74006,18280,57226,2170,0,13102,0,25308,12360,421492,33679,61506,2558
windows-update-intel-audio-IntcSST.sys,f7c8e4f106baa5b2a1a18e60731ad42a6f734aee1d049576eaf6d123d5629750,48,check-48,ce3c67aedd08dc2ecd9f5dcb2133d8ad309232677724b2b52db8830858c5f6c5,address-concretization,sat,warm-retained,21,1,1182334,91680,635715,58268,453,453,202,0,1,1,328,104969,10205,0,401826,403713,87016,18999,61484,2114,0,15755,0,24461,12559,426947,36784,58173,2768
windows-update-intel-audio-IntcSST.sys,f7c8e4f106baa5b2a1a18e60731ad42a6f734aee1d049576eaf6d123d5629750,49,check-49,ddd513765247baf38a88b55dbabf54601edbcc8fd94872fb7d33fb06d5de64b3,address-concretization,sat,warm-retained,22,1,1154502,93869,617211,57428,453,453,202,0,1,1,351,97972,9824,0,406280,389050,68002,18593,68523,2038,0,13597,0,22372,12410,408316,34562,65773,2753
windows-update-intel-audio-IntcSST.sys,f7c8e4f106baa5b2a1a18e60731ad42a6f734aee1d049576eaf6d123d5629750,50,check-50,b87dd4cf970d562c73720ddcdf9ce2625e55c4392dbb43db2a481634a397d2aa,address-concretization,sat,warm-retained,23,1,1331354,105497,672216,62802,453,453,202,0,1,1,432,131314,10610,0,458630,451353,74906,20255,76262,2095,0,15340,0,30537,14561,429086,36989,79992,2909
windows-update-intel-audio-IntcSST.sys,f7c8e4f106baa5b2a1a18e60731ad42a6f734aee1d049576eaf6d123d5629750,51,check-51,d9902b1f5f408286d4959bb2ddb19d1ff91b12004397e7bb70191ecb0c82bbe0,address-concretization,sat,warm-retained,24,1,1101281,95255,752673,75470,453,453,202,0,1,1,437,95883,11082,0,393105,348337,65942,18372,70312,2556,0,19132,0,42396,19352,465496,38588,88917,3322
windows-update-intel-audio-IntcSST.sys,f7c8e4f106baa5b2a1a18e60731ad42a6f734aee1d049576eaf6d123d5629750,52,check-52,a75365fd6a81012172e796188cead248b934ecd3fcd0f6909c9a9bf25942131e,concrete-evaluation,sat,warm-retained,25,1,923516,82437,349793,32744,453,453,202,0,1,1,336,96943,9567,0,332225,287946,51648,13162,47406,1846,0,7897,0,12950,7231,232162,16256,39222,1331
windows-update-intel-audio-IntcSST.sys,f7c8e4f106baa5b2a1a18e60731ad42a6f734aee1d049576eaf6d123d5629750,53,check-53,335810c6ddba03f3cfbd8aff6e8a0aed098c51a6144ccae08e0974f0129b271d,branch-feasibility,unsat,warm-retained,18,1,1023761,83652,243060,71634,453,453,203,0,2,9,589,97829,11900,0,392549,431689,5358,0,0,195,0,21695,0,18955,47252,83349,0,0,175
windows-update-intel-audio-IntcSST.sys,f7c8e4f106baa5b2a1a18e60731ad42a6f734aee1d049576eaf6d123d5629750,54,check-54,c7fe951a75cb1973f7c4e56db105c3f16b891dd56a6951fa006db74638870679,branch-feasibility,sat,warm-retained,18,2,1153657,91535,434068,40759,453,453,202,0,1,1,372,97563,11136,0,384231,422021,66761,20128,57369,2541,0,8453,0,1098,8314,306083,24089,43374,1898
windows-update-intel-audio-IntcSST.sys,f7c8e4f106baa5b2a1a18e60731ad42a6f734aee1d049576eaf6d123d5629750,55,check-55,c7fe951a75cb1973f7c4e56db105c3f16b891dd56a6951fa006db74638870679,address-concretization,sat,warm-retained,18,2,1209803,92968,109852,38173,453,453,202,0,0,0,352,96720,11680,0,400085,449795,74146,20138,61487,2432,0,0,0,0,0,0,0,68601,3078
windows-update-intel-audio-IntcSST.sys,f7c8e4f106baa5b2a1a18e60731ad42a6f734aee1d049576eaf6d123d5629750,56,check-56,09b3dd481090dfd0be5af66d5b4d7cd874af3f4243807466eb684713b63c4a97,integer-overflow,sat,warm-retained,20,1,1147365,31484,967045,26134,1106,1106,1552,589,591,1351,204,34610,16309,0,244691,529064,258379,9385,22515,724,0,11226,0,166454,529076,193960,15223,23916,1056
windows-update-intel-audio-IntcSST.sys,f7c8e4f106baa5b2a1a18e60731ad42a6f734aee1d049576eaf6d123d5629750,57,check-57,6d7294e16eec300be221644ad2a336314f7bb9b5250cd763328c3bf1be579a80,finding-reachability,sat,warm-retained,20,2,1069157,91288,757919,54131,524,524,210,71,72,8,302,86378,8940,0,349695,369075,81322,21203,58790,2164,0,14206,0,47858,32597,501195,41325,63849,2758
windows-update-intel-audio-IntcSST.sys,f7c8e4f106baa5b2a1a18e60731ad42a6f734aee1d049576eaf6d123d5629750,58,check-58,d51282bab50bc8050e24b2d63ada91e017957f143287d4e6278b237e7ec460e7,value-witness,unsat,warm-retained,21,1,1169293,89838,263367,58787,587,587,274,0,1,64,402,122362,9454,0,426765,515628,4707,0,0,137,0,10805,0,2084,159471,32021,0,0,199
windows-update-intel-audio-IntcSST.sys,f7c8e4f106baa5b2a1a18e60731ad42a6f734aee1d049576eaf6d123d5629750,59,check-59,c63c8760990f8643b85784fb8c2c037459622fa706b1405f29a9dca493d124d4,value-witness,sat,warm-retained,21,2,1005383,82516,899248,62312,524,524,210,0,1,64,283,81016,8181,0,331280,356092,74905,17294,51819,1997,0,10685,0,2499,156613,538791,56843,68505,3000
windows-update-intel-audio-IntcSST.sys,f7c8e4f106baa5b2a1a18e60731ad42a6f734aee1d049576eaf6d123d5629750,60,check-60,6d7294e16eec300be221644ad2a336314f7bb9b5250cd763328c3bf1be579a80,address-concretization,sat,warm-retained,20,2,1135103,86893,110260,37968,524,524,210,0,0,0,333,99687,10128,0,367029,405516,83479,20147,59548,2343,0,0,0,0,0,0,0,69303,2989
windows-update-intel-audio-IntcSST.sys,f7c8e4f106baa5b2a1a18e60731ad42a6f734aee1d049576eaf6d123d5629750,61,check-61,c63c8760990f8643b85784fb8c2c037459622fa706b1405f29a9dca493d124d4,address-concretization,sat,warm-retained,21,2,1232647,95294,951625,63519,524,524,210,0,1,64,357,121910,10258,0,399315,419935,95625,22768,64348,2837,0,12073,0,2486,193538,559825,47197,69732,3255
windows-update-intel-audio-IntcSST.sys,f7c8e4f106baa5b2a1a18e60731ad42a6f734aee1d049576eaf6d123d5629750,62,check-62,172dc0ea1093a2d64b4a445f68b46b0956208254e5fbb655b12c8612ca688768,address-concretization,sat,warm-retained,22,1,1143648,88826,739575,59564,524,524,210,0,1,1,304,109108,9309,0,385132,388646,87872,20736,51584,2131,0,12802,0,2529,15116,522715,42642,81280,2927
