file	rc	verdict	channel	bucket	detail	bound_by	modelprobe	alloc_bytes	decisions	theory_conflicts	theory_propagations	bound_scan_calls	bound_scan_atoms	simplex_pivots	simplex_rows	simplex_columns	final_check_core_literals	theory_propagate_ms	theory_final_check_ms	boolean_propagate_ms	fill_nnz_sum	fill_samples
QF_LRA/LassoRanker/SV-COMP/Ben-Amram-2010LMCS-Ex2.3_true-termination.c_Iteration1_Lasso_3-pieceTemplate.smt2	134	none	abort	alloc-failure	memory allocation of 1121760 bytes failed	n/a	n/a	1121760	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/LassoRanker/SV-COMP/CookSeeZuleger-2013TACAS-Fig3_true-termination.c_Iteration1_Loop_4-pieceTemplate.smt2	134	none	abort	alloc-failure	memory allocation of 2691936 bytes failed	n/a	n/a	2691936	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/LassoRanker/SV-COMP/joey_false-termination.c_Iteration1_Loop_7-phaseTemplate.smt2	0	unknown	trail	budget/other	lra: the deadline passed building the Fourier–Motzkin unit-multiplier matrix; the elimination itself never started	nra	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/LassoRanker/SV-COMP/LeeJonesBen-Amram-2001POPL-Ex5_true-termination.c_Iteration2_Lasso_3-pieceTemplate.smt2	134	none	abort	alloc-failure	memory allocation of 675392 bytes failed	n/a	n/a	675392	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/LassoRanker/SV-COMP/Masse_true-termination.c_Iteration1_Loop_4-pieceTemplate.smt2	134	none	abort	alloc-failure	memory allocation of 659936 bytes failed	n/a	n/a	659936	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/LassoRanker/SV-COMP/TelAviv-Amir-Minimum_true-termination.c_Iteration1_Loop_4-pieceTemplate.smt2	134	none	abort	alloc-failure	memory allocation of 10313376 bytes failed	n/a	n/a	10313376	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/LassoRanker/Ultimate/bound-scaled600.bpl_Iteration1_Loop_7-phaseTemplate.smt2	0	unknown	trail	bound-no-decline	fd:parse	fd:parse	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/LassoRanker/Ultimate/Canberra.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	134	none	abort	alloc-failure	memory allocation of 652448 bytes failed	n/a	n/a	652448	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/LassoRanker/Ultimate/Gcd.bpl_Iteration1_Lasso_7-phaseTemplate.smt2	0	unknown	trail	not-applicable/unnamed		dl-online	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/LassoRanker/Ultimate/Lobnya-Boolean-Reordered.bpl_Iteration1_Lasso_7-phaseTemplate.smt2	0	unknown	trail	not-applicable/unnamed		dl-online	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/LassoRanker/Ultimate/simple-scaled200.bpl_Iteration1_Lasso_3-pieceTemplate.smt2	134	none	abort	alloc-failure	memory allocation of 4764768 bytes failed	n/a	n/a	4764768	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/LassoRanker/Ultimate/simple-scaled250.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	0	unknown	trail	bound-no-decline	fd:parse	fd:parse	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/LassoRanker/Ultimate/TelAviv-AmirMinimum.bpl_Iteration1_Loop_4-pieceTemplate.smt2	134	none	abort	alloc-failure	memory allocation of 1554752 bytes failed	n/a	n/a	1554752	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/LassoRanker/Ultimate/yPositive-SIscaled75.bpl_Iteration1_Loop_7-phaseTemplate.smt2	134	none	abort	alloc-failure	memory allocation of 2209792 bytes failed	n/a	n/a	2209792	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/miplib/danoint-266.smt2	0	unknown	trail	budget/other	lra: the deadline passed building the Fourier–Motzkin unit-multiplier matrix; the elimination itself never started	nra	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/miplib/opt1217--57.smt2	0	unknown	trail	budget/other	lra: the deadline passed building the Fourier–Motzkin unit-multiplier matrix; the elimination itself never started	nra	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/miplib/pp08a-7349.smt2	0	unknown	trail	incomplete/incomplete	online CDCL(T) LRA model did not replay (arithmetic outside the incremental engine)	nra	simplex-declined|lra_theory:no-model-reconstructed	n/a	836531	33470	0	869882	0	172216	823	1074	5996103	19	20776	1519	297153123	33225
QF_LRA/sal/carpark/Carpark2-ausgabe-8.smt2	0	unknown	trail	bound-no-decline	nra	nra	n/a	n/a	35939	281	41	36073	1154336	329	826	952	1125	21	10	6	307555	114
QF_LRA/sal/tgc/tgc_io-safe-13.smt2	0	unknown	trail	bound-no-decline	nra	nra	n/a	n/a	1040737	9020	19	1049359	81850002	20404	906	1023	150186	1556	758	857	21062590	8544
QF_LRA/sc/sc-11.base.cvc.smt2	0	unknown	trail	budget/other	lra: the deadline had already passed when the conjunctive decider was entered (an expired budget or a portfolio stop); no constraint was collected and neither engine ran	nra	lra_theory:model-built-but-does-not-replay	n/a	30071	311	11	30297	666534	756	770	932	4197	13	33	4	1212945	213
QF_LRA/sc/sc-15.base.cvc.smt2	0	unknown	trail	budget/other	lra: the deadline passed building the Fourier–Motzkin unit-multiplier matrix; the elimination itself never started	nra	lra_theory:model-built-but-does-not-replay	n/a	69256	527	15	69670	2090100	1473	1046	1264	10186	42	81	12	4030776	395
QF_LRA/sc/sc-19.base.cvc.smt2	0	unknown	trail	budget/other	lra: the deadline passed while linearizing the assertions; the constraint system was never finished and neither engine ran	nra	lra_theory:model-built-but-does-not-replay	n/a	124969	726	19	125547	4770786	2336	1322	1596	12680	97	239	56	6526300	553
QF_LRA/sc/sc-23.base.cvc.smt2	0	unknown	trail	budget/other	lra: the deadline had already passed when the conjunctive decider was entered (an expired budget or a portfolio stop); no constraint was collected and neither engine ran	nra	lra_theory:model-built-but-does-not-replay	n/a	320103	1389	23	321303	14779938	7816	1598	1928	33047	288	700	93	20597820	1167
QF_LRA/sc/sc-27.base.cvc.smt2	0	unknown	trail	budget/other	lra: the deadline passed building the Fourier–Motzkin unit-multiplier matrix; the elimination itself never started	nra	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/sc/sc-31.base.cvc.smt2	0	unknown	trail	budget/other	lra: the deadline passed building the Fourier–Motzkin unit-multiplier matrix; the elimination itself never started	nra	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/sc/sc-35.base.cvc.smt2	0	unknown	trail	budget/other	lra: the deadline passed building the Fourier–Motzkin unit-multiplier matrix; the elimination itself never started	nra	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/sc/sc-39.base.cvc.smt2	0	unknown	trail	budget/other	lra: the deadline passed building the Fourier–Motzkin unit-multiplier matrix; the elimination itself never started	nra	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/sc/sc-9.base.cvc.smt2	0	unknown	trail	budget/other	lra: the deadline passed building the Fourier–Motzkin unit-multiplier matrix; the elimination itself never started	nra	lra_theory:model-built-but-does-not-replay	n/a	52029	533	9	52487	944766	2052	632	766	7105	19	72	12	1612134	444
QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_array1.i_3_2_2.bpl_11.smt2	0	unknown	trail	incomplete/incomplete	online CDCL(T) LRA model did not replay (arithmetic outside the incremental engine)	nra	simplex-declined|lra_theory:no-model-reconstructed	n/a	2843058	13965	116	2857195	497121306	98169	681	767	192592	9498	10860	1304	85825364	13966
QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_half_2.i_3_6_2.bpl_7.smt2	0	unknown	trail	incomplete/incomplete	online CDCL(T) LRA model did not replay (arithmetic outside the incremental engine)	nra	simplex-declined|lra_theory:no-model-reconstructed	n/a	2688451	12649	67	2701215	364646917	84345	720	822	276620	7031	14298	912	119233305	12650
QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_standard_copy3_ground.i_3_2_2.bpl_7.smt2	0	unknown	trail	incomplete/incomplete	online CDCL(T) LRA model did not replay (arithmetic outside the incremental engine)	nra	simplex-declined|lra_theory:no-model-reconstructed	n/a	2101066	3994	176	2105223	959981688	34971	1107	1222	38832	18581	3378	599	32303070	3995
QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_standard_strcmp_ground.i_4_2_2.bpl_11.smt2	0	unknown	trail	budget/other	lra: the deadline passed building the Fourier–Motzkin unit-multiplier matrix; the elimination itself never started	nra	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/2019-ezsmt/Labyrinth/SCC_Strong/0051-labyrinth-12-0.smt2	0	unknown	trail	not-applicable/unnamed		dl-online	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/2019-ezsmt/travellingSalesperson/rand_80_340_1159656267_0.lp.smt2	0	unknown	trail	budget/other	budget exhausted in the online difference-logic driver (atoms=4314, equality_gates=1439, bool_equality_gates=0, cnf_vars=36422, clauses=97623)	dl-online	n/a	n/a	412698	3774	0	n/a	n/a	n/a	n/a	n/a	n/a	10	0	13728	n/a	n/a
QF_LRA/LassoRanker/CooperatingT2/brp_withassume.t2.c_Iteration1_Loop_6-phaseTemplate.smt2	134	none	abort	alloc-failure	memory allocation of 3179296 bytes failed	n/a	n/a	3179296	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/LassoRanker/CooperatingT2/collatz.t2.c_Iteration3_Loop_7-phaseTemplate.smt2	0	unknown	trail	budget/other	lra: the deadline passed building the Fourier–Motzkin unit-multiplier matrix; the elimination itself never started	nra	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/LassoRanker/CooperatingT2/elmhes.c.i.elmhes.pl.t2.fixed.t2.c_Iteration5_Loop_6-phaseTemplate.smt2	134	none	abort	alloc-failure	memory allocation of 728800 bytes failed	n/a	n/a	728800	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/LassoRanker/CooperatingT2/ex11.t2.c_Iteration1_Lasso_7-phaseTemplate.smt2	134	none	abort	alloc-failure	memory allocation of 1315040 bytes failed	n/a	n/a	1315040	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/LassoRanker/CooperatingT2/firewire.t2.c_Iteration3_Loop_4-pieceTemplate.smt2	134	none	abort	alloc-failure	memory allocation of 906688 bytes failed	n/a	n/a	906688	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/LassoRanker/CooperatingT2/hongyi1.t2.c_Iteration9_Loop_4-lexTemplate.smt2	134	none	abort	alloc-failure	memory allocation of 2667232 bytes failed	n/a	n/a	2667232	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/LassoRanker/CooperatingT2/ludcmp.c.i.ludcmp.pl.t2.fixed.t2.c_Iteration8_Loop_7-phaseTemplate.smt2	134	none	abort	alloc-failure	memory allocation of 521184 bytes failed	n/a	n/a	521184	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/LassoRanker/CooperatingT2/matrixsqrt.t2.c_Iteration12_Loop_7-phaseTemplate.smt2	0	unknown	trail	budget/other	lra: the deadline passed building the Fourier–Motzkin unit-multiplier matrix; the elimination itself never started	nra	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/LassoRanker/CooperatingT2/p-46.t2.c_Iteration2_Loop_7-phaseTemplate.smt2	134	none	abort	alloc-failure	memory allocation of 1033856 bytes failed	n/a	n/a	1033856	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration3_Lasso_5-phaseTemplate.smt2	134	none	abort	alloc-failure	memory allocation of 689888 bytes failed	n/a	n/a	689888	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration6_Lasso_6-phaseTemplate.smt2	134	none	abort	alloc-failure	memory allocation of 1331008 bytes failed	n/a	n/a	1331008	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/LassoRanker/CooperatingT2/sumit.t2.c_Iteration1_Lasso_7-phaseTemplate.smt2	134	none	abort	alloc-failure	memory allocation of 1045536 bytes failed	n/a	n/a	1045536	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/LassoRanker/SV-COMP/aviad_true-termination.c_Iteration1_Loop_4-nestedTemplate.smt2	134	none	abort	alloc-failure	memory allocation of 5122848 bytes failed	n/a	n/a	5122848	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/LassoRanker/SV-COMP/BradleyMannaSipma-2005CAV-Fig1_true-termination.c_Iteration1_Lasso_7-phaseTemplate.smt2	134	none	abort	alloc-failure	memory allocation of 1217696 bytes failed	n/a	n/a	1217696	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/LassoRanker/SV-COMP/GulwaniJainKoskinen-2009PLDI-Fig1_true-termination.c_Iteration1_Lasso_4-pieceTemplate.smt2	0	unknown	trail	not-applicable/unnamed		dl-online	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/LassoRanker/SV-COMP/KroeningSharyginaTsitovichWintersteiger-2010CAV-Fig1_true-termination.c_Iteration1_Lasso_3-pieceTemplate.smt2	134	none	abort	alloc-failure	memory allocation of 7224416 bytes failed	n/a	n/a	7224416	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/LassoRanker/SV-COMP/LeeJonesBen-Amram-2001POPL-Ex5_true-termination.c_Iteration2_Loop_7-phaseTemplate.smt2	134	none	abort	alloc-failure	memory allocation of 537472 bytes failed	n/a	n/a	537472	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/LassoRanker/SV-COMP/NoriSharma-2013FSE-Fig8_true-termination.c_Iteration1_Loop_5-phaseTemplate.smt2	0	unknown	trail	budget/other	lra: the deadline passed building the Fourier–Motzkin unit-multiplier matrix; the elimination itself never started	nra	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/LassoRanker/Ultimate/2013POPL-BenAmGen-Ex4.2.bpl_Iteration1_Lasso_4-pieceTemplate.smt2	0	unknown	trail	budget/other	lra: the deadline passed while linearizing the assertions; the constraint system was never finished and neither engine ran	nra	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/LassoRanker/Ultimate/Braverman-2006CAV-Ex1-int.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	0	unknown	trail	budget/other	timeout in the online CDCL(T) LRA driver	nra	n/a	n/a	2080321	3317	81	2083716	879283239	8688	1376	1477	66521	17326	4502	734	58250030	3311
QF_LRA/LassoRanker/Ultimate/Collatz.bpl_Iteration1_Loop_6-phaseTemplate.smt2	134	none	abort	alloc-failure	memory allocation of 5800800 bytes failed	n/a	n/a	5800800	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/LassoRanker/Ultimate/Gcd_havoc.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	0	unknown	trail	budget/other	lra: the deadline had already passed when the conjunctive decider was entered (an expired budget or a portfolio stop); no constraint was collected and neither engine ran	nra	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/LassoRanker/Ultimate/OpposedDisjuncts.bpl_Iteration1_Lasso_2-pieceTemplate.smt2	0	unknown	trail	budget/other	lra: the deadline had already passed when the conjunctive decider was entered (an expired budget or a portfolio stop); no constraint was collected and neither engine ran	nra	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/LassoRanker/Ultimate/simple-scaled200.bpl_Iteration1_Lasso_7-nestedTemplate.smt2	134	none	abort	alloc-failure	memory allocation of 2269280 bytes failed	n/a	n/a	2269280	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/LassoRanker/Ultimate/SyntaxSupportBooleans5.bpl_Iteration1_Loop_4-pieceTemplate.smt2	0	unknown	trail	budget/other	lra: the deadline passed building the Fourier–Motzkin unit-multiplier matrix; the elimination itself never started	nra	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/LassoRanker/Ultimate/yPositive-SIscaled50.bpl_Iteration1_Loop_4-pieceTemplate.smt2	134	none	abort	alloc-failure	memory allocation of 955008 bytes failed	n/a	n/a	955008	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/latendresse/ecoliFBAyicesTest-3875-4.smt2	0	unknown	trail	budget/other	lra: the deadline passed building the Fourier–Motzkin unit-multiplier matrix; the elimination itself never started	nra	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/miplib/fixnet-5000.smt2	0	unknown	trail	budget/other	lra: the deadline passed building the Fourier–Motzkin unit-multiplier matrix; the elimination itself never started	nra	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/miplib/pp08a-1000.smt2	0	unknown	trail	incomplete/incomplete	online CDCL(T) LRA model did not replay (arithmetic outside the incremental engine)	nra	simplex-declined|lra_theory:no-model-reconstructed	n/a	7315435	119558	0	7434984	0	46321	823	1074	16645776	165	11593	4891	918493854	119226
QF_LRA/miplib/vpm2-5.smt2	0	unknown	trail	budget/other	lra: the deadline had already passed when the conjunctive decider was entered (an expired budget or a portfolio stop); no constraint was collected and neither engine ran	nra	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
QF_LRA/sal/pursuit/pursuit-safety-16.smt2	0	unknown	trail	budget/other	lra: the deadline had already passed when the conjunctive decider was entered (an expired budget or a portfolio stop); no constraint was collected and neither engine ran	nra	lra_theory:model-built-but-does-not-replay	n/a	1760605	7652	4	1767858	63642888	46031	1459	1695	137939	1208	4253	705	61255432	7205
QF_LRA/sal/tgc/tgc_io-safe-20.smt2	0	unknown	trail	bound-no-decline	nra	nra	n/a	n/a	1003632	6382	33	1009301	121116120	23690	1411	1596	97817	2379	1313	990	24570881	5589
QF_LRA/sc/sc-13.base.cvc.smt2	0	unknown	trail	budget/other	lra: the deadline had already passed when the conjunctive decider was entered (an expired budget or a portfolio stop); no constraint was collected and neither engine ran	nra	lra_theory:model-built-but-does-not-replay	n/a	367650	2282	13	369839	9615814	9754	908	1098	65655	191	654	138	13659977	2162
QF_LRA/sc/sc-17.base.cvc.smt2	0	unknown	trail	budget/other	lra: the deadline had already passed when the conjunctive decider was entered (an expired budget or a portfolio stop); no constraint was collected and neither engine ran	nra	lra_theory:model-built-but-does-not-replay	n/a	108086	704	16	108654	3694236	2342	1184	1430	11084	74	161	24	5650511	547
