file	verdict	wall_ms	detail
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg5/gensys_icl332.smt2	unsat	11226	unsat 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg5/gensys_icl443.smt2	unsat	3713	unsat 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg5/gensys_icl517.smt2	unsat	5111	unsat 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg5/gensys_icl554.smt2	unsat	11417	unsat 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg5/gensys_icl591.smt2	unknown	24028	unknown kind=Timeout detail: preprocessed dispatch timeout after reduced solve 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg5/gensys_icl628.smt2	unsat	3511	unsat 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg5/gensys_icl702.smt2	unsat	3609	unsat 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg5/gensys_icl776.smt2	unknown	24141	unknown kind=Timeout detail: preprocessed dispatch timeout after reduced solve 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg5/gensys_icl813.smt2	unsat	10618	unsat 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg5/gensys_icl850.smt2	unsat	12019	unsat 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg5/gensys_icl887.smt2	unsat	2611	unsat 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg5/gensys_icl924.smt2	unsat	3712	unsat 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg5/gensys_icl961.smt2	unsat	5013	unsat 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg5/gensys_icl998.smt2	unsat	3511	unsat 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg6/iso_icl_nogen_sk009.smt2	unsat	23832	unsat 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg7/gensys_brn_sk015.smt2	sat	12622	sat 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg7/gensys_brn_sk052.smt2	sat	6415	sat 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg7/iso_brn_nogen005.smt2	unknown	24729	unknown kind=Timeout detail: preprocessed dispatch timeout after reduced solve 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg7/iso_brn_repgen004.smt2	unknown	24031	unknown kind=Timeout detail: preprocessed dispatch timeout after reduced solve 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg7/iso_icl_repgen004.smt2	unknown	24033	unknown kind=Timeout detail: preprocessed dispatch timeout after reduced solve 
