run	index	choices	verdict	solve_s	steps	adds	check	check_s
c4b	5335	4,4,3,1,1,3	unsat	6.013	205197	105548	passed	5.029
c4b	5337	4,4,3,1,2,1	unsat	1.091	58267	30975	passed	1.307
c4b	5338	4,4,3,1,2,2	unsat	1.217	59719	32372	passed	1.478
c4b	5339	4,4,3,1,2,3	unsat	1.409	71412	37709	passed	1.379
c4b	5340	4,4,3,1,2,4	unsat	6.635	244535	127423	passed	5.822
c4b	5341	4,4,3,1,3,1	unsat	12.561	365963	188889	passed	10.926
c4b	5342	4,4,3,1,3,2	unsat	1.280	60597	33262	passed	1.430
c4b	5343	4,4,3,1,3,3	unsat	7.921	266499	137003	passed	7.088
c4b	5349	4,4,3,2,1,1	unsat	0.030	1	1	passed	0.456
c4b	5350	4,4,3,2,1,2	unsat	1.241	60673	33355	passed	1.327
c4b	5351	4,4,3,2,1,3	unsat	1.774	66348	35977	passed	2.824
c4b	5353	4,4,3,2,2,1	unsat	2.471	108893	56890	passed	2.402
c4b	5354	4,4,3,2,2,2	unsat	1.258	42802	23685	passed	1.244
c4b	5355	4,4,3,2,2,3	unsat	2.649	92529	48214	passed	2.249
c4b	5357	4,4,3,2,3,1	unsat	1.464	64447	33985	passed	1.394
c4b	5358	4,4,3,2,3,2	unsat	4.536	135859	71000	passed	3.870
c4b	5359	4,4,3,2,3,3	unsat	6.936	218942	113615	passed	6.631
c4b	5360	4,4,3,2,3,4	unsat	8.082	217522	112037	passed	6.236
c4b	5381	4,4,3,4,1,1	unsat	0.024	1	1	passed	0.526
c4b	5382	4,4,3,4,1,2	unsat	4.889	153704	79643	passed	4.402
c4b	5385	4,4,3,4,2,1	unsat	7.074	243803	126744	passed	6.821
c4b	5386	4,4,3,4,2,2	unsat	9.991	242512	125258	passed	8.849
c4b	5389	4,4,3,4,3,1	unsat	9.754	242404	125217	passed	8.080
c4b	5390	4,4,3,4,3,2	unsat	8.512	198314	103903	passed	6.871
c4b	5391	4,4,3,4,3,3	unsat	6.326	177794	93876	passed	5.955
c4b	5397	4,4,4,1,1,1	unsat	0.023	1	1	passed	0.484
c4b	5398	4,4,4,1,1,2	unsat	13.485	308654	159654	passed	10.989
c4b	5402	4,4,4,1,2,2	unsat	11.636	292581	150235	passed	10.818
c4b	5406	4,4,4,1,3,2	unsat	5.537	220336	114683	passed	5.223
c4b	5407	4,4,4,1,3,3	unsat	13.315	352120	181970	passed	12.637
c4b	5413	4,4,4,2,1,1	unsat	0.024	1	1	passed	0.559
c4b	5415	4,4,4,2,1,3	unsat	8.493	245847	128515	passed	5.951
c4b	5419	4,4,4,2,2,3	unsat	8.411	194919	100601	passed	5.830
c4b	5429	4,4,4,3,1,1	unsat	0.024	1	1	passed	0.585
c4b	5430	4,4,4,3,1,2	unsat	2.371	94054	49794	passed	2.499
c4b	5431	4,4,4,3,1,3	unsat	11.934	266417	136706	passed	8.975
c4b	5433	4,4,4,3,2,1	unsat	12.703	379096	194619	passed	12.837
c4b	5434	4,4,4,3,2,2	unsat	3.180	102968	54946	passed	3.074
c4b	5435	4,4,4,3,2,3	unsat	19.380	391941	199921	passed	16.718
c4b	5438	4,4,4,3,3,2	unsat	5.484	147870	78460	passed	4.802
c4b	5439	4,4,4,3,3,3	unsat	4.583	128016	67648	passed	3.661
c4b	5445	4,4,4,4,1,1	unsat	0.024	1	1	passed	0.501
b1	9590	2,1,1,1,3,1,2	unsat	13.276	364297	187196	passed	12.285
b1	9591	2,1,1,1,3,1,3	unsat	10.867	296912	154531	passed	8.532
b1	9592	2,1,1,1,3,1,4	unsat	10.178	378727	193979	passed	9.942
b1	9607	2,1,1,1,4,1,3	unsat	2.147	92939	48734	passed	2.247
b1	9608	2,1,1,1,4,1,4	unsat	5.046	156257	82044	passed	4.345
b1	9609	2,1,1,1,4,2,1	unsat	8.375	242768	125667	passed	6.477
b1	9610	2,1,1,1,4,2,2	unsat	0.023	1	1	passed	0.489
b1	9611	2,1,1,1,4,2,3	unsat	0.293	15432	9017	passed	0.712
b1	9612	2,1,1,1,4,2,4	unsat	4.107	134333	69685	passed	3.431
b3	9629	2,1,1,2,1,3,1	unsat	0.022	1	1	passed	0.505
b3	9630	2,1,1,2,1,3,2	unsat	1.825	57735	30472	passed	1.603
b3	9631	2,1,1,2,1,3,3	unsat	3.946	145388	76128	passed	3.447
b3	9632	2,1,1,2,1,3,4	unsat	1.466	63973	33623	passed	1.482
b3	9654	2,1,1,2,3,1,2	unsat	3.763	138719	73847	passed	3.306
b3	9655	2,1,1,2,3,1,3	unsat	3.304	145566	76355	passed	3.339
b3	9656	2,1,1,2,3,1,4	unsat	0.803	47281	25572	passed	1.115
b3	9669	2,1,1,2,4,1,1	unsat	13.574	380438	195765	passed	12.612
b3	9670	2,1,1,2,4,1,2	unsat	5.750	207451	107607	passed	4.645
b3	9671	2,1,1,2,4,1,3	unsat	1.683	86778	46186	passed	1.666
b3	9672	2,1,1,2,4,1,4	unsat	1.948	80682	43634	passed	1.915
b3	9673	2,1,1,2,4,2,1	unsat	6.358	217506	112572	passed	5.141
b3	9674	2,1,1,2,4,2,2	unsat	0.025	1	1	passed	0.513
b3	9675	2,1,1,2,4,2,3	unsat	0.415	23141	13098	passed	0.792
b3	9676	2,1,1,2,4,2,4	unsat	5.515	220686	115453	passed	5.100
b1	9817	2,1,2,1,1,2,1	unsat	10.790	292978	151187	passed	8.857
b1	9818	2,1,2,1,1,2,2	unsat	0.025	1	1	passed	0.511
b1	9819	2,1,2,1,1,2,3	unsat	3.246	116103	60249	passed	2.734
b1	9820	2,1,2,1,1,2,4	unsat	2.272	87418	47026	passed	1.911
b1	9861	2,1,2,1,4,1,1	unsat	5.363	167282	88315	passed	4.099
b3	9862	2,1,2,1,4,1,2	unsat	4.181	147627	78148	passed	3.899
b3	9863	2,1,2,1,4,1,3	unsat	0.760	31518	17301	passed	0.869
b3	9864	2,1,2,1,4,1,4	unsat	1.759	61127	33662	passed	1.680
b3	9921	2,1,2,2,3,4,1	unsat	0.799	46307	24697	passed	1.072
b3	9922	2,1,2,2,3,4,2	unsat	1.742	79983	42913	passed	1.891
b3	9923	2,1,2,2,3,4,3	unsat	0.502	23868	13813	passed	0.836
b3	9924	2,1,2,2,3,4,4	unsat	0.967	42561	23524	passed	1.039
b3	9929	2,1,2,2,4,2,1	unsat	6.512	206971	107143	passed	5.422
b3	9930	2,1,2,2,4,2,2	unsat	0.023	1	1	passed	0.507
b3	9931	2,1,2,2,4,2,3	unsat	1.432	65267	34795	passed	1.538
b3	9932	2,1,2,2,4,2,4	unsat	5.581	167245	88368	passed	4.837
b3	10101	2,1,3,1,3,1,1	unsat	7.472	219695	114102	passed	5.447
b3	10102	2,1,3,1,3,1,2	unsat	12.312	378603	194147	passed	11.798
b3	10103	2,1,3,1,3,1,3	unsat	0.023	1	1	passed	0.479
b3	10104	2,1,3,1,3,1,4	unsat	0.745	32138	17898	passed	0.965
b3	10633	2,2,1,1,4,2,1	unsat	1.937	84745	44195	passed	1.892
b3	10634	2,2,1,1,4,2,2	unsat	4.175	158163	83908	passed	3.676
b3	10635	2,2,1,1,4,2,3	unsat	0.321	15203	8801	passed	0.699
b3	10636	2,2,1,1,4,2,4	unsat	1.273	43139	24041	passed	1.278
b3	10649	2,2,1,2,1,2,1	unsat	0.025	1	1	passed	0.480
b3	10651	2,2,1,2,1,2,3	unsat	5.540	157377	83130	passed	4.584
b3	10652	2,2,1,2,1,2,4	unsat	10.479	232452	121228	passed	7.899
b3	10657	2,2,1,2,1,4,1	unsat	0.029	1	1	passed	0.452
b3	10658	2,2,1,2,1,4,2	unsat	5.100	166180	87387	passed	4.005
b3	10659	2,2,1,2,1,4,3	unsat	1.663	80745	43735	passed	1.857
b3	10660	2,2,1,2,1,4,4	unsat	1.556	59388	32088	passed	1.573
b3	10682	2,2,1,2,3,2,2	unsat	8.760	280908	145257	passed	7.176
b3	10683	2,2,1,2,3,2,3	unsat	7.245	195135	100487	passed	5.648
b3	10684	2,2,1,2,3,2,4	unsat	4.706	147987	78529	passed	3.039
b3	10697	2,2,1,2,4,2,1	unsat	3.675	119703	63575	passed	3.202
b3	10699	2,2,1,2,4,2,3	unsat	5.198	154584	80399	passed	4.331
b3	10700	2,2,1,2,4,2,4	unsat	7.040	206464	106569	passed	5.830
b1	10841	2,2,2,1,1,2,1	unsat	2.098	86152	45736	passed	2.307
b1	10842	2,2,2,1,1,2,2	unsat	10.963	307642	159294	passed	9.258
b1	10843	2,2,2,1,1,2,3	unsat	2.405	80229	43257	passed	2.083
b1	10844	2,2,2,1,1,2,4	unsat	2.093	77691	40731	passed	2.005
b1	10873	2,2,2,1,3,2,1	unsat	1.540	59929	32574	passed	1.474
b1	10874	2,2,2,1,3,2,2	unsat	11.883	350351	180544	passed	9.544
b1	10875	2,2,2,1,3,2,3	unsat	5.779	186659	97631	passed	5.054
b1	10876	2,2,2,1,3,2,4	unsat	0.656	32664	18431	passed	0.965
b1	10889	2,2,2,1,4,2,1	unsat	1.363	58005	30617	passed	1.284
b1	10891	2,2,2,1,4,2,3	unsat	0.950	42082	23064	passed	1.077
b1	10892	2,2,2,1,4,2,4	unsat	3.678	134392	69539	passed	3.406
b1	10913	2,2,2,2,1,4,1	unsat	7.952	199688	105192	passed	6.415
b1	10915	2,2,2,2,1,4,3	unsat	2.951	111956	59917	passed	2.882
b1	10941	2,2,2,2,3,3,1	unsat	0.597	19543	11355	passed	0.824
b1	10943	2,2,2,2,3,3,3	unsat	2.483	66964	36473	passed	1.622
b1	10944	2,2,2,2,3,3,4	unsat	2.806	92773	48400	passed	2.558
b1	10945	2,2,2,2,3,4,1	unsat	1.903	72517	38826	passed	1.942
b3	10947	2,2,2,2,3,4,3	unsat	5.519	147815	78440	passed	4.280
b1	10949	2,2,2,2,4,1,1	unsat	0.023	1	1	passed	0.511
b1	10951	2,2,2,2,4,1,3	unsat	0.934	36932	20345	passed	1.138
b1	10952	2,2,2,2,4,1,4	unsat	2.223	65249	34690	passed	1.904
b1	10957	2,2,2,2,4,3,1	unsat	0.983	32134	17926	passed	1.084
b3	10959	2,2,2,2,4,3,3	unsat	10.141	197129	102400	passed	7.300
b3	10960	2,2,2,2,4,3,4	unsat	2.474	72560	38827	passed	2.008
b1	10961	2,2,2,2,4,4,1	unsat	2.277	74093	40349	passed	2.030
b1	10962	2,2,2,2,4,4,2	unsat	11.809	256474	133110	passed	9.660
b3	10963	2,2,2,2,4,4,3	unsat	2.408	73453	39765	passed	2.200
b3	10964	2,2,2,2,4,4,4	unsat	14.393	352510	182589	passed	13.193
b1	10969	2,2,2,3,1,2,1	unsat	5.193	153391	79253	passed	4.398
b1	10971	2,2,2,3,1,2,3	unsat	12.105	232622	121397	passed	8.153
b1	10972	2,2,2,3,1,2,4	unsat	2.176	77900	40799	passed	1.934
b1	11001	2,2,2,3,3,2,1	unsat	11.395	321910	165987	passed	10.331
b1	11003	2,2,2,3,3,2,3	unsat	6.032	157414	83485	passed	4.659
b1	11004	2,2,2,3,3,2,4	unsat	4.523	137144	72441	passed	3.559
b1	11017	2,2,2,3,4,2,1	unsat	2.608	94899	50624	passed	2.369
b1	11020	2,2,2,3,4,2,4	unsat	5.979	167241	88161	passed	4.695
b1	11033	2,2,2,4,1,2,1	unsat	6.361	177083	93205	passed	5.132
b1	11035	2,2,2,4,1,2,3	unsat	1.679	65412	34950	passed	1.683
b1	11036	2,2,2,4,1,2,4	unsat	11.384	221915	116200	passed	7.992
b1	11041	2,2,2,4,1,4,1	unsat	2.334	88405	47818	passed	1.823
b1	11043	2,2,2,4,1,4,3	unsat	0.403	18496	10366	passed	0.770
b1	11044	2,2,2,4,1,4,4	unsat	15.830	257879	134492	passed	9.932
b1	11065	2,2,2,4,3,2,1	unsat	2.563	100922	52810	passed	2.052
b1	11067	2,2,2,4,3,2,3	unsat	3.834	117623	61509	passed	3.254
b1	11073	2,2,2,4,3,4,1	unsat	0.478	22932	12883	passed	0.814
b1	11075	2,2,2,4,3,4,3	unsat	1.920	65842	35334	passed	1.715
b1	11081	2,2,2,4,4,2,1	unsat	3.672	117446	61297	passed	3.138
b1	11083	2,2,2,4,4,2,3	unsat	6.987	183620	94531	passed	5.237
b1	11084	2,2,2,4,4,2,4	unsat	6.715	173693	89845	passed	5.524
b1	11129	2,2,3,1,3,2,1	unsat	2.101	78932	41826	passed	1.903
b1	11130	2,2,3,1,3,2,2	unsat	5.731	165259	86300	passed	4.963
b1	11131	2,2,3,1,3,2,3	unsat	0.025	1	1	passed	0.516
b1	11132	2,2,3,1,3,2,4	unsat	0.804	37105	20577	passed	1.089
b1	11161	2,2,3,2,1,2,1	unsat	9.999	268433	138748	passed	6.898
b3	11163	2,2,3,2,1,2,3	unsat	21.249	383257	198653	passed	16.476
b3	11164	2,2,3,2,1,2,4	unsat	2.604	87748	47070	passed	2.140
b1	11165	2,2,3,2,1,3,1	unsat	3.085	100569	52526	passed	2.605
b1	11166	2,2,3,2,1,3,2	unsat	17.988	337579	174724	passed	13.343
b1	11167	2,2,3,2,1,3,3	unsat	11.048	219368	113544	passed	8.218
b1	11168	2,2,3,2,1,3,4	unsat	0.354	18531	10390	passed	0.672
b1	11193	2,2,3,2,3,2,1	unsat	12.711	293200	150499	passed	10.722
b1	11195	2,2,3,2,3,2,3	unsat	0.022	1	1	passed	0.494
b1	11196	2,2,3,2,3,2,4	unsat	6.648	198084	103628	passed	5.276
b1	11209	2,2,3,2,4,2,1	unsat	2.497	94344	50021	passed	2.228
b1	11212	2,2,3,2,4,2,4	unsat	11.853	297337	155091	passed	9.968
b1	11213	2,2,3,2,4,3,1	unsat	0.454	20091	11942	passed	0.818
b1	11216	2,2,3,2,4,3,4	unsat	1.545	53924	29414	passed	1.480
b1	11217	2,2,3,2,4,4,1	unsat	0.491	23605	13529	passed	0.841
b1	11218	2,2,3,2,4,4,2	unsat	2.864	94349	50116	passed	2.731
b1	11219	2,2,3,2,4,4,3	unsat	1.802	64293	33791	passed	1.619
b1	11220	2,2,3,2,4,4,4	unsat	1.875	59117	31659	passed	1.640
b1	11225	2,2,3,3,1,2,1	unsat	1.818	67103	36607	passed	2.007
b1	11226	2,2,3,3,1,2,2	unsat	20.398	350222	180283	passed	12.076
b1	11227	2,2,3,3,1,2,3	unsat	8.711	157647	83402	passed	5.855
b1	11228	2,2,3,3,1,2,4	unsat	0.664	36852	20290	passed	0.976
b1	11229	2,2,3,3,1,3,1	unsat	2.118	85808	45213	passed	1.903
b1	11231	2,2,3,3,1,3,3	unsat	11.007	222860	117109	passed	7.999
b1	11232	2,2,3,3,1,3,4	unsat	0.280	11684	6830	passed	0.691
b3	11273	2,2,3,3,4,2,1	unsat	0.246	11633	6805	passed	0.654
b3	11276	2,2,3,3,4,2,4	unsat	1.424	47972	26295	passed	1.347
b3	11417	2,2,4,2,1,2,1	unsat	13.697	306978	157884	passed	10.830
b3	11419	2,2,4,2,1,2,3	unsat	1.912	71781	38056	passed	1.749
b3	11420	2,2,4,2,1,2,4	unsat	18.844	347555	177689	passed	14.376
b3	11425	2,2,4,2,1,4,1	unsat	4.111	120727	64368	passed	3.455
b3	11426	2,2,4,2,1,4,2	unsat	21.709	384114	199428	passed	16.651
b3	11427	2,2,4,2,1,4,3	unsat	0.613	23623	13581	passed	0.831
b3	11428	2,2,4,2,1,4,4	unsat	18.375	338585	175467	passed	13.713
b3	11449	2,2,4,2,3,2,1	unsat	2.615	92554	48288	passed	2.391
b3	11465	2,2,4,2,4,2,1	unsat	8.809	240671	123681	passed	7.137
b3	11467	2,2,4,2,4,2,3	unsat	6.346	163888	84997	passed	5.295
b3	11468	2,2,4,2,4,2,4	unsat	0.026	1	1	passed	0.449
b3	11545	2,2,4,4,1,2,1	unsat	3.686	127495	67224	passed	3.151
b3	11547	2,2,4,4,1,2,3	unsat	0.303	16103	9660	passed	0.719
b3	11553	2,2,4,4,1,4,1	unsat	1.508	58887	31531	passed	1.444
b3	11555	2,2,4,4,1,4,3	unsat	0.439	19628	11472	passed	0.760
b3	11577	2,2,4,4,3,2,1	unsat	0.514	26658	14615	passed	0.889
b3	11579	2,2,4,4,3,2,3	unsat	2.506	87165	46501	passed	1.909
b3	11585	2,2,4,4,3,4,1	unsat	0.480	23101	13067	passed	0.821
b3	11586	2,2,4,4,3,4,2	unsat	12.779	220604	115405	passed	7.995
b3	11587	2,2,4,4,3,4,3	unsat	1.165	41984	22961	passed	1.220
b1	11653	2,3,1,1,4,1,1	unsat	0.978	47739	26052	passed	1.183
b1	11654	2,3,1,1,4,1,2	unsat	2.908	128358	67952	passed	2.450
b1	11655	2,3,1,1,4,1,3	unsat	1.424	72891	39326	passed	1.696
b1	11656	2,3,1,1,4,1,4	unsat	0.304	15483	9078	passed	0.724
b3	11673	2,3,1,2,1,2,1	unsat	0.026	1	1	passed	0.512
b3	11674	2,3,1,2,1,2,2	unsat	4.542	165135	86240	passed	4.048
b3	11675	2,3,1,2,1,2,3	unsat	7.592	220488	114966	passed	6.716
b3	11676	2,3,1,2,1,2,4	unsat	0.565	27275	15208	passed	0.845
b3	11706	2,3,1,2,3,2,2	unsat	3.166	95896	51573	passed	2.596
b3	11707	2,3,1,2,3,2,3	unsat	6.903	230870	119576	passed	5.523
b3	11708	2,3,1,2,3,2,4	unsat	0.343	18705	10561	passed	0.690
b3	11741	2,3,1,3,1,3,1	unsat	0.026	1	1	passed	0.446
b3	11742	2,3,1,3,1,3,2	unsat	11.834	281861	145863	passed	9.154
b3	11744	2,3,1,3,1,3,4	unsat	1.993	77962	40927	passed	1.958
b3	11789	2,3,1,3,4,3,1	unsat	1.311	58306	30907	passed	1.592
b3	11790	2,3,1,3,4,3,2	unsat	1.708	64885	34372	passed	1.584
b3	11791	2,3,1,3,4,3,3	unsat	12.278	321950	166122	passed	9.175
b3	11792	2,3,1,3,4,3,4	unsat	2.309	78151	41177	passed	2.153
b3	11932	2,3,2,2,1,2,4	unsat	3.311	126058	65712	passed	3.313
b3	11933	2,3,2,2,1,3,1	unsat	3.479	128835	68496	passed	3.535
b3	11935	2,3,2,2,1,3,3	unsat	18.548	323371	167759	passed	12.925
b3	11936	2,3,2,2,1,3,4	unsat	0.884	41431	22410	passed	1.170
b3	11957	2,3,2,2,3,1,1	unsat	0.646	27825	15743	passed	0.945
b3	11958	2,3,2,2,3,1,2	unsat	15.109	378157	193680	passed	12.330
b3	11959	2,3,2,2,3,1,3	unsat	4.579	137647	72865	passed	3.761
b3	11960	2,3,2,2,3,1,4	unsat	1.372	59506	32092	passed	1.353
b3	11961	2,3,2,2,3,2,1	unsat	2.308	73352	39691	passed	2.046
b3	11963	2,3,2,2,3,2,3	unsat	16.715	377890	193647	passed	15.501
b3	11964	2,3,2,2,3,2,4	unsat	4.459	146439	77304	passed	3.862
b3	11973	2,3,2,2,4,1,1	unsat	0.621	28399	16320	passed	0.925
b3	11975	2,3,2,2,4,1,3	unsat	0.801	41948	22977	passed	1.083
b3	11976	2,3,2,2,4,1,4	unsat	0.738	36573	20005	passed	1.012
b3	11977	2,3,2,2,4,2,1	unsat	2.132	73429	39698	passed	2.011
b3	11980	2,3,2,2,4,2,4	unsat	2.455	86526	46002	passed	2.379
b3	11981	2,3,2,2,4,3,1	unsat	0.585	31855	17609	passed	0.955
b3	11984	2,3,2,2,4,3,4	unsat	1.943	72511	38840	passed	2.051
b3	11993	2,3,2,3,1,2,1	unsat	2.941	102301	54223	passed	2.584
b3	11994	2,3,2,3,1,2,2	unsat	15.038	279654	144187	passed	9.836
b3	11995	2,3,2,3,1,2,3	unsat	15.330	320128	164787	passed	11.123
b3	11996	2,3,2,3,1,2,4	unsat	1.203	53910	29415	passed	1.327
b3	11997	2,3,2,3,1,3,1	unsat	8.124	230609	119159	passed	6.226
b3	12000	2,3,2,3,1,3,4	unsat	10.039	294350	151649	passed	8.711
b3	12001	2,3,2,3,1,4,1	unsat	0.767	37400	20824	passed	1.022
b3	12002	2,3,2,3,1,4,2	unsat	0.473	23400	13364	passed	0.827
b3	12003	2,3,2,3,1,4,3	unsat	3.508	155219	81157	passed	3.534
b3	12004	2,3,2,3,1,4,4	unsat	0.512	26683	14694	passed	0.844
b3	12041	2,3,2,3,4,2,1	unsat	1.175	64414	34035	passed	1.410
b3	12044	2,3,2,3,4,2,4	unsat	1.682	60699	33394	passed	1.716
b3	12045	2,3,2,3,4,3,1	unsat	4.931	206151	106451	passed	4.700
b3	12048	2,3,2,3,4,3,4	unsat	11.482	318482	162900	passed	10.428
b3	12057	2,3,2,4,1,2,1	unsat	0.928	42425	23353	passed	1.151
b3	12058	2,3,2,4,1,2,2	unsat	1.301	48480	26783	passed	1.314
b3	12059	2,3,2,4,1,2,3	unsat	0.730	35805	19209	passed	0.948
b3	12060	2,3,2,4,1,2,4	unsat	0.827	41048	22019	passed	1.122
b1	12173	2,3,3,1,4,3,1	unsat	1.933	95924	51648	passed	2.197
b1	12174	2,3,3,1,4,3,2	unsat	1.797	78192	41163	passed	1.905
b1	12175	2,3,3,1,4,3,3	unsat	5.720	196881	102450	passed	5.124
b1	12176	2,3,3,1,4,3,4	unsat	1.514	60495	33080	passed	1.555
b3	12185	2,3,3,2,1,2,1	unsat	3.397	118097	62243	passed	2.596
b3	12188	2,3,3,2,1,2,4	unsat	0.336	18222	10095	passed	0.750
b3	12189	2,3,3,2,1,3,1	unsat	7.414	229978	119010	passed	6.506
b3	12190	2,3,3,2,1,3,2	unsat	21.282	368753	191569	passed	15.446
b3	12192	2,3,3,2,1,3,4	unsat	1.096	53518	29043	passed	1.335
b3	12217	2,3,3,2,3,2,1	unsat	7.069	264946	135912	passed	6.375
b3	12218	2,3,3,2,3,2,2	unsat	10.072	270136	140663	passed	8.981
b3	12219	2,3,3,2,3,2,3	unsat	0.025	1	1	passed	0.513
b3	12220	2,3,3,2,3,2,4	unsat	3.618	137294	72527	passed	3.306
b3	12233	2,3,3,2,4,2,1	unsat	0.505	22593	12569	passed	0.827
b3	12236	2,3,3,2,4,2,4	unsat	2.523	100269	52291	passed	2.367
b3	12237	2,3,3,2,4,3,1	unsat	2.127	93510	49353	passed	2.210
b3	12238	2,3,3,2,4,3,2	unsat	19.797	349116	179057	passed	14.708
b3	12240	2,3,3,2,4,3,4	unsat	2.879	103898	55751	passed	2.721
b3	12249	2,3,3,3,1,2,1	unsat	3.622	109242	57231	passed	2.899
b3	12250	2,3,3,3,1,2,2	unsat	12.702	244887	128084	passed	9.307
b3	12252	2,3,3,3,1,2,4	unsat	0.333	16323	9899	passed	0.712
b3	12253	2,3,3,3,1,3,1	unsat	9.977	245865	128625	passed	7.397
b3	12256	2,3,3,3,1,3,4	unsat	4.870	167666	88660	passed	3.599
b3	12257	2,3,3,3,1,4,1	unsat	1.442	60157	32784	passed	1.494
b3	12258	2,3,3,3,1,4,2	unsat	0.770	36551	20028	passed	1.042
b3	12259	2,3,3,3,1,4,3	unsat	5.712	205104	105367	passed	4.803
b3	12260	2,3,3,3,1,4,4	unsat	0.909	40815	21832	passed	1.101
b3	12297	2,3,3,3,4,2,1	unsat	0.323	14743	8394	passed	0.657
b3	12300	2,3,3,3,4,2,4	unsat	6.086	164161	85327	passed	4.937
b3	12301	2,3,3,3,4,3,1	unsat	7.958	259244	135697	passed	6.515
b3	12304	2,3,3,3,4,3,4	unsat	10.041	245738	128410	passed	7.591
b3	12361	2,3,3,4,4,2,1	unsat	0.276	12331	7483	passed	0.706
b3	12362	2,3,3,4,4,2,2	unsat	1.762	65576	35152	passed	1.789
b3	12363	2,3,3,4,4,2,3	unsat	4.906	162786	84020	passed	4.260
b3	12364	2,3,3,4,4,2,4	unsat	4.030	145167	75838	passed	3.702
b3	12429	2,3,4,1,4,3,1	unsat	2.280	103794	55783	passed	2.259
b3	12430	2,3,4,1,4,3,2	unsat	0.688	37077	20482	passed	1.065
b3	12431	2,3,4,1,4,3,3	unsat	3.652	145604	76379	passed	3.334
b3	12432	2,3,4,1,4,3,4	unsat	0.023	1	1	passed	0.478
b3	12557	2,3,4,3,4,3,1	unsat	6.846	255266	132041	passed	6.325
b3	12558	2,3,4,3,4,3,2	unsat	10.933	268138	138552	passed	8.969
b3	12560	2,3,4,3,4,3,4	unsat	0.025	1	1	passed	0.459
b3	12609	2,3,4,4,3,4,1	unsat	0.450	19624	11483	passed	0.712
b3	12610	2,3,4,4,3,4,2	unsat	2.425	84913	44367	passed	2.229
b3	12611	2,3,4,4,3,4,3	unsat	4.481	145995	76620	passed	3.694
b3	12612	2,3,4,4,3,4,4	unsat	5.167	164633	85560	passed	4.483
b3	12681	2,4,1,1,4,2,1	unsat	4.182	143951	74721	passed	2.944
b3	12682	2,4,1,1,4,2,2	unsat	0.535	19713	11545	passed	0.832
b3	12683	2,4,1,1,4,2,3	unsat	0.162	6187	4093	passed	0.588
b3	12684	2,4,1,1,4,2,4	unsat	4.546	155463	81368	passed	3.481
b3	12746	2,4,1,2,4,2,2	unsat	1.673	65708	35275	passed	1.715
b3	12747	2,4,1,2,4,2,3	unsat	0.239	11939	7117	passed	0.656
b3	12748	2,4,1,2,4,2,4	unsat	7.373	243340	126015	passed	6.800
b3	12833	2,4,1,4,1,4,1	unsat	0.025	1	1	passed	0.492
b3	12834	2,4,1,4,1,4,2	unsat	14.046	350892	181070	passed	12.222
b3	12835	2,4,1,4,1,4,3	unsat	2.046	77998	40955	passed	1.979
b3	12953	2,4,2,2,1,2,1	unsat	5.721	166176	87346	passed	4.492
b3	12955	2,4,2,2,1,2,3	unsat	2.514	94171	49847	passed	2.206
b3	12957	2,4,2,2,1,3,1	unsat	2.068	95610	51377	passed	2.070
b3	12958	2,4,2,2,1,3,2	unsat	9.468	283553	147633	passed	8.097
b3	12959	2,4,2,2,1,3,3	unsat	0.829	41730	22641	passed	1.204
b3	12960	2,4,2,2,1,3,4	unsat	0.763	40693	21664	passed	1.106
b3	12961	2,4,2,2,1,4,1	unsat	3.861	136469	71619	passed	3.612
b3	12963	2,4,2,2,1,4,3	unsat	1.651	79071	42060	passed	1.549
b3	12981	2,4,2,2,3,1,1	unsat	3.494	147164	77782	passed	3.046
b3	12982	2,4,2,2,3,1,2	unsat	6.382	240713	123399	passed	5.281
b3	12983	2,4,2,2,3,1,3	unsat	1.602	66310	35826	passed	1.576
b3	12984	2,4,2,2,3,1,4	unsat	0.737	37032	20463	passed	1.018
b3	12985	2,4,2,2,3,2,1	unsat	2.053	72371	38663	passed	1.894
b3	12987	2,4,2,2,3,2,3	unsat	3.334	108890	56975	passed	2.824
b3	12993	2,4,2,2,3,4,1	unsat	0.783	36139	19592	passed	1.063
b3	12995	2,4,2,2,3,4,3	unsat	2.896	103768	55731	passed	2.740
b3	12997	2,4,2,2,4,1,1	unsat	0.633	27738	15699	passed	0.942
b3	12999	2,4,2,2,4,1,3	unsat	1.537	66449	36005	passed	1.517
b3	13000	2,4,2,2,4,1,4	unsat	5.120	157910	83766	passed	4.630
b3	13001	2,4,2,2,4,2,1	unsat	5.735	185319	96382	passed	5.166
b3	13003	2,4,2,2,4,2,3	unsat	6.196	183643	94530	passed	5.264
b3	13005	2,4,2,2,4,3,1	unsat	0.766	40916	21920	passed	1.020
b3	13006	2,4,2,2,4,3,2	unsat	11.012	279747	143946	passed	8.476
b3	13007	2,4,2,2,4,3,3	unsat	1.618	59989	32748	passed	1.841
b3	13008	2,4,2,2,4,3,4	unsat	6.129	176878	92898	passed	4.684
b3	13081	2,4,2,4,1,2,1	unsat	2.822	88519	47889	passed	2.408
b3	13082	2,4,2,4,1,2,2	unsat	19.032	336588	173702	passed	9.419
b3	13083	2,4,2,4,1,2,3	unsat	1.044	53580	29140	passed	1.265
b3	13089	2,4,2,4,1,4,1	unsat	11.220	296756	154846	passed	8.881
