level	file	threshold_mult	admitted_at_level	source_arm	verdict	ms	exit_status	peak_rss_kb	decided_by
4	QF_RDL/scheduling/swv14_2905.smt2	25	False	shipped	unknown	24296	0	286496	none
16	QF_RDL/scheduling/swv14_2905.smt2	25	False	shipped	unknown	24296	0	286496	none
off	QF_RDL/scheduling/swv14_2905.smt2	25	True	65536	unknown	24231	0	175964	none
2	QF_RDL/scheduling/swv14_3000.smt2	25	False	shipped	unknown	24252	0	284108	none
4	QF_RDL/scheduling/swv14_3000.smt2	25	False	shipped	unknown	24252	0	284108	none
16	QF_RDL/scheduling/swv14_3000.smt2	25	False	shipped	unknown	24252	0	284108	none
off	QF_RDL/scheduling/swv14_3000.smt2	25	True	65536	unknown	24226	0	186488	none
2	QF_RDL/scheduling/yn1_750.smt2	1	True	shipped	unsat	1025	0	50060	dl-online
4	QF_RDL/scheduling/yn1_750.smt2	1	True	shipped	unsat	1025	0	50060	dl-online
16	QF_RDL/scheduling/yn1_750.smt2	1	True	shipped	unsat	1025	0	50060	dl-online
off	QF_RDL/scheduling/yn1_750.smt2	1	True	shipped	unsat	1025	0	50060	dl-online
