file	verdict	wall_ms	detail
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg5/gensys_brn1195.smt2	unsat	3811	unsat 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg5/gensys_brn1262.smt2	unsat	3010	unsat 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg5/gensys_brn838.smt2	unknown	24034	unknown kind=Timeout detail: preprocessed dispatch timeout after reduced solve 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg5/gensys_brn875.smt2	unsat	16523	unsat 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg5/gensys_icl1031.smt2	unsat	22831	unsat 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg5/gensys_icl1166.smt2	unsat	5720	unsat 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg5/gensys_icl147.smt2	unknown	24036	unknown kind=Timeout detail: preprocessed dispatch timeout after reduced solve 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg5/gensys_icl295.smt2	unsat	8517	unsat 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg5/gensys_icl332.smt2	unsat	13028	unsat 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg5/gensys_icl443.smt2	unsat	3712	unsat 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg5/gensys_icl517.smt2	unsat	5412	unsat 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg5/gensys_icl554.smt2	unsat	11917	unsat 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg5/gensys_icl591.smt2	unknown	24034	unknown kind=Timeout detail: preprocessed dispatch timeout after reduced solve 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg5/gensys_icl628.smt2	unsat	3412	unsat 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg5/gensys_icl702.smt2	unsat	3511	unsat 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg5/gensys_icl776.smt2	unknown	24035	unknown kind=Timeout detail: preprocessed dispatch timeout after reduced solve 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg5/gensys_icl813.smt2	unsat	11422	unsat 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg5/gensys_icl850.smt2	unsat	12019	unsat 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg5/gensys_icl887.smt2	unsat	2610	unsat 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg5/gensys_icl924.smt2	unsat	3712	unsat 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg5/gensys_icl961.smt2	unsat	4913	unsat 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg5/gensys_icl998.smt2	unsat	3411	unsat 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg6/iso_icl_nogen_sk009.smt2	unsat	23937	unsat 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg7/gensys_brn_sk015.smt2	sat	12021	sat 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg7/gensys_brn_sk052.smt2	sat	6415	sat 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg7/iso_brn_nogen005.smt2	unknown	24736	unknown kind=Timeout detail: preprocessed dispatch timeout after reduced solve 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg7/iso_brn_repgen004.smt2	sat	23529	sat 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg7/iso_icl_repgen004.smt2	unknown	24033	unknown kind=Timeout detail: preprocessed dispatch timeout after reduced solve 
