file	order	a_verdict	a_s	a_rc	a_giveup	b_verdict	b_s	b_rc	b_giveup
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_ABV/dwp_formulas/try5_small_difret_functions_flanagansaxe_dirname.quoting_options_from_style.il.flanagansaxe.smt2	ba	sat	0.3	0	none	sat	0.3	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_ABV/dwp_formulas/try5_small_difret_functions_flanagansaxe_sha512sum.set_quoting_style.il.flanagansaxe.smt2	ab	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_ABV/dwp_formulas/try5_small_difret_functions_fse-bfs_mkdir.close_stdout_set_file_name.il.fse-bfs.smt2	ba	sat	6.0	0	none	sat	6.0	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_ABV/dwp_formulas/try5_small_difret_functions_wp_mkdir.set_char_quoting.il.wp.smt2	ab	sat	18.3	0	none	sat	18.2	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_ABV/dwp_formulas/try5_small_noof_functions_dwp_env.set_char_quoting.il.dwp.smt2	ba	sat	18.2	0	none	sat	18.4	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_ABV/dwp_formulas/try5_small_noof_functions_dwp_vdir.rev_xstrcoll_mtime.il.dwp.smt2	ab	sat	1.1	0	none	sat	1.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_ABV/dwp_formulas/try5_small_noof_functions_flanagansaxe_shuf.isaac_mix.il.flanagansaxe.smt2	ba	sat	3.0	0	none	sat	3.0	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_ABV/dwp_formulas/try5_small_noof_functions_wp_ptx.search_cur_bkref_entry.il.wp.smt2	ab	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_ABV/dwp_formulas/try5_small_true_functions_wp_md5sum.md5_process_block.il.wp.smt2	ba	sat	4.9	0	none	sat	6.9	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_ABV/egt/egt-0182.smt2	ab	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_ABV/egt/egt-0487.smt2	ba	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_ABV/egt/egt-0796.smt2	ab	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_ABV/egt/egt-1098.smt2	ba	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_ABV/egt/egt-1404.smt2	ab	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_ABV/egt/egt-1723.smt2	ba	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_ABV/egt/egt-2026.smt2	ab	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_ABV/egt/egt-2337.smt2	ba	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_ABV/egt/egt-2643.smt2	ab	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_ABV/egt/egt-2957.smt2	ba	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_ABV/egt/egt-3265.smt2	ab	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_ABV/egt/egt-3569.smt2	ba	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_ABV/egt/egt-3872.smt2	ab	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_ABV/egt/egt-4180.smt2	ba	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_ABV/egt/egt-4487.smt2	ab	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_ABV/egt/egt-4794.smt2	ba	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_ABV/egt/egt-5097.smt2	ab	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_ABV/egt/egt-5407.smt2	ba	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_ABV/egt/egt-5715.smt2	ab	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_ABV/egt/egt-6024.smt2	ba	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_ABV/egt/egt-6328.smt2	ab	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_ABV/egt/egt-6654.smt2	ba	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_ABV/egt/egt-6957.smt2	ab	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_ABV/egt/egt-7264.smt2	ba	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_ABV/egt/egt-7568.smt2	ab	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_ABV/egt/egt-7873.smt2	ba	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_ABV/klee-selected-smt2/cu-no-caches/_lbracket-query-000333.smt2	ab	sat	4.2	0	none	sat	4.7	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20172804-Barrett/barrett-jsat/tests/v1/v1l20001.cvc.smt2	ab	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20172804-Barrett/barrett-jsat/tests/v1/v1l50088.cvc.smt2	ba	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20172804-Barrett/barrett-jsat/tests/v1/v1l80089.cvc.smt2	ab	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20172804-Barrett/barrett-jsat/tests/v10/v10l20061.cvc.smt2	ba	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20172804-Barrett/barrett-jsat/tests/v10/v10l50019.cvc.smt2	ab	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20172804-Barrett/barrett-jsat/tests/v10/v10l70034.cvc.smt2	ba	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20172804-Barrett/barrett-jsat/tests/v10/v10l90006.cvc.smt2	ab	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20172804-Barrett/barrett-jsat/tests/v2/v2l20078.cvc.smt2	ba	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20172804-Barrett/barrett-jsat/tests/v2/v2l60022.cvc.smt2	ab	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20172804-Barrett/barrett-jsat/tests/v2/v2l80037.cvc.smt2	ba	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20172804-Barrett/barrett-jsat/tests/v3/v3l20009.cvc.smt2	ab	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20172804-Barrett/barrett-jsat/tests/v3/v3l80097.cvc.smt2	ba	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20172804-Barrett/barrett-jsat/tests/v5/v5l20069.cvc.smt2	ab	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20172804-Barrett/barrett-jsat/tests/v5/v5l40041.cvc.smt2	ba	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20172804-Barrett/barrett-jsat/tests/v5/v5l60056.cvc.smt2	ab	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20172804-Barrett/barrett-jsat/typed/v1/typed_v1l20043.cvc.smt2	ba	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20172804-Barrett/barrett-jsat/typed/v1/typed_v1l50087.cvc.smt2	ab	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20172804-Barrett/barrett-jsat/typed/v1/typed_v1l80045.cvc.smt2	ba	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20172804-Barrett/barrett-jsat/typed/v10/typed_v10l20060.cvc.smt2	ab	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20172804-Barrett/barrett-jsat/typed/v10/typed_v10l60047.cvc.smt2	ba	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20172804-Barrett/barrett-jsat/typed/v10/typed_v10l80062.cvc.smt2	ab	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20172804-Barrett/barrett-jsat/typed/v2/typed_v2l20077.cvc.smt2	ba	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20172804-Barrett/barrett-jsat/typed/v2/typed_v2l70093.cvc.smt2	ab	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20172804-Barrett/barrett-jsat/typed/v2/typed_v2l90065.cvc.smt2	ba	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20172804-Barrett/barrett-jsat/typed/v3/typed_v3l50095.cvc.smt2	ab	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20172804-Barrett/barrett-jsat/typed/v3/typed_v3l80096.cvc.smt2	ba	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20172804-Barrett/barrett-jsat/typed/v5/typed_v5l30097.cvc.smt2	ab	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20172804-Barrett/barrett-jsat/typed/v5/typed_v5l80027.cvc.smt2	ba	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20210312-Bouvier/vlsat3_h27.smt2	ab	sat	8.7	0	none	sat	6.7	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/20220214-RVpredict-BohanLi/RVpredict_13.smt2	ab	sat	2.0	0	none	sat	2.5	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/Averest/buble_sort/BubbleSort_live_bgmc002.smt2	ba	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/Averest/buble_sort/BubbleSort_safe_blmc016.smt2	ab	unsat	3.1	0	none	unsat	3.4	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/Averest/linear_search/LinearSearch_live_bgmc005.smt2	ba	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/Averest/selection_sort/SelectionSort_live_bgmc002.smt2	ab	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/Averest/sorting_network/SortingNetwork4_live_bgmc003.smt2	ba	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/DTP/DTP_k2_n35_c175_s10.smt2	ab	sat	0.2	0	none	sat	0.2	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/DTP/DTP_k2_n35_c245_s18.smt2	ba	unsat	0.6	0	none	unsat	0.9	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/asp/ChannelRouting/channelRoute.in9.smt2	ab	sat	13.4	0	none	sat	14.2	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/asp/GraphPartitioning/rand_15_75_1235849326_0_k=3_v=7_e=30_sat.gph.smt2	ba	sat	0.4	0	none	sat	0.4	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/asp/HierarchicalClustering/xy.12.x.12.r.3.274440616.806497.data_k=3_l=4_sat.gph.smt2	ab	sat	19.2	0	none	unknown	21.6	0	kind=ResourceLimit detail=lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (atoms=17416, cnf_vars=87748, base_trigger=>1024/>4096, moderate_envelope<=10240/<=16384, initial_clauses=0, blocking_lemmas=0); declining before the online CDCL(T) probe (dispatch-overrun fix: admission evaluated before the reserve was spent)
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/asp/SchurNumbers/20.18.schur.lp.smt2	ba	unsat	15.8	0	none	unsat	16.7	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/asp/Solitaire/solitaire-center-time=26.smt2	ab	unknown	21.8	0	kind=ResourceLimit detail=lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (atoms=14740, cnf_vars=105704, base_trigger=>1024/>4096, moderate_envelope<=10240/<=16384, initial_clauses=0, blocking_lemmas=0); declining before the online CDCL(T) probe (dispatch-overrun fix: admission evaluated before the reserve was spent)	unknown	21.9	0	kind=ResourceLimit detail=lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (atoms=14740, cnf_vars=105704, base_trigger=>1024/>4096, moderate_envelope<=10240/<=16384, initial_clauses=0, blocking_lemmas=0); declining before the online CDCL(T) probe (dispatch-overrun fix: admission evaluated before the reserve was spent)
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/cellar/CELAR6_SUB0.smt2	ba	unsat	0.2	0	none	unsat	0.2	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/diamonds/diamonds.18.2.i.a.u.smt2	ab	unsat	5.2	0	none	unsat	5.0	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/mathsat/fischer/FISCHER11-3-ninc.smt2	ba	unsat	0.2	0	none	unsat	0.2	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/mathsat/fischer/FISCHER6-6-ninc.smt2	ab	unsat	0.3	0	none	unsat	0.3	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/mathsat/post_office/PO4-3-PO4.smt2	ba	unsat	0.4	0	none	unsat	0.4	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/parity/06.100.graph.smt2	ab	sat	0.2	0	none	sat	0.2	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/parity/12.100.graph.smt2	ba	sat	0.3	0	none	sat	0.3	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/parity/18.100.graph.smt2	ab	unsat	0.2	0	none	unsat	0.2	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/parity/24.100.graph.smt2	ba	unsat	0.2	0	none	unsat	0.3	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/parity/30.100.graph.smt2	ab	unsat	0.2	0	none	unsat	0.2	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/planning/plan-42.cvc.smt2	ba	unsat	0.9	0	none	unsat	1.3	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/qlock/qlock-4-10-27.induction.cvc.smt2	ab	sat	16.9	0	none	sat	15.3	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/queens_bench/super_queen/super_queen18-1.smt2	ba	sat	1.0	0	none	sat	1.0	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/sal/bakery/inf-bakery-invalid-3.smt2	ab	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/schedulingIDL/j6_per0_0_mkspan1057.smt2	ba	sat	2.6	0	none	sat	2.4	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-10/c10_problem__001.smt2.slack.smt2	ab	sat	0.1	0	none	sat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/10-vars/v10_problem_2__016.smt2.slack.smt2	ba	unsat	0.1	0	none	unsat	0.1	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/15-vars/v15_problem_2__015.smt2.slack.smt2	ab	sat	0.9	0	none	sat	1.0	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/20-vars/v20_problem_2__031.smt2.slack.smt2	ba	unsat	0.2	0	none	unsat	0.2	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/35-vars/v35_problem_2__019.smt2.slack.smt2	ab	sat	7.5	0	none	sat	7.2	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/40-vars/v40_problem_2__015.smt2.slack.smt2	ba	sat	11.5	0	none	sat	14.9	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem_2__011.smt2.slack.smt2	ab	sat	15.6	0	none	sat	15.6	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/2019-cmodelsdiff/hamiltonianCircuit/49.lp.smt2	ba	sat	0.2	0	none	sat	0.2	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/2019-cmodelsdiff/stillLive/0006-still_live-11-1.smt2	ab	sat	2.8	0	none	sat	1.9	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/2019-ezsmt/weightedSequence/09-treeWeight-729-8leaves.smt2	ba	sat	8.5	0	none	sat	8.5	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/CIRC/multiplier/MULTIPLIER_64.msat.smt2	ab	sat	0.8	0	none	sat	0.8	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/bofill-scheduling/SMT_real_LIA/ex3000_2400_100.smt2	ba	unknown	24.1	0	kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lazy linear arithmetic exhausted the configured timeout after 53 rounds this solve (solve_calls=1, total_rounds=53, atoms=2850, bound_lemmas=282, blocking_lemmas=53, core_len_last=2101, core_len_min=4, core_len_max=2101, core_len_avg=57.5, core_src_bound=0, core_src_diff=0, core_src_affine=0, core_src_lp=52, core_src_minimized=0, core_src_large=1, core_large_literals=2101, support_attempts=53, support_unavailable=0, support_conflict_batches=53, support_model_attempts=0, support_replay_failures=0, full_fallbacks=0, min_oracle_calls=0, min_oracle_budget_left=32768, min_declined_cores=0)	unknown	24.1	0	kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lazy linear arithmetic exhausted the configured timeout after 53 rounds this solve (solve_calls=1, total_rounds=53, atoms=2850, bound_lemmas=282, blocking_lemmas=53, core_len_last=28, core_len_min=4, core_len_max=44, core_len_avg=18.4, core_src_bound=0, core_src_diff=0, core_src_affine=0, core_src_lp=53, core_src_minimized=0, core_src_large=0, core_large_literals=0, support_attempts=53, support_unavailable=0, support_conflict_batches=53, support_model_attempts=0, support_replay_failures=0, full_fallbacks=0, min_oracle_calls=0, min_oracle_budget_left=32768, min_declined_cores=0)
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/bofill-scheduling/SMT_real_LIA/ex4320_2400_100.smt2	ab	unknown	24.1	0	kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lazy linear arithmetic exhausted the configured timeout after 38 rounds this solve (solve_calls=1, total_rounds=38, atoms=2850, bound_lemmas=282, blocking_lemmas=38, core_len_last=22, core_len_min=4, core_len_max=44, core_len_avg=18.0, core_src_bound=0, core_src_diff=0, core_src_affine=0, core_src_lp=38, core_src_minimized=0, core_src_large=0, core_large_literals=0, support_attempts=38, support_unavailable=0, support_conflict_batches=38, support_model_attempts=0, support_replay_failures=0, full_fallbacks=0, min_oracle_calls=0, min_oracle_budget_left=32768, min_declined_cores=0)	unknown	24.2	0	kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [Timeout] linear-arithmetic sat-model reconstruction declined in the integer theory: lia simplex: wall-clock deadline passed while collecting integer constraints
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/bofill-scheduling/SMT_real_LIA/ex6960_2400_100.smt2	ba	sat	21.9	0	none	sat	21.7	0	none
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/bofill-scheduling/SMT_real_LIA/ex8280_2400_100.smt2	ab	sat	18.8	0	none	unknown	24.2	0	kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lazy linear arithmetic exhausted the configured timeout after 33 rounds this solve (solve_calls=1, total_rounds=33, atoms=2850, bound_lemmas=282, blocking_lemmas=33, core_len_last=2106, core_len_min=4, core_len_max=2106, core_len_avg=80.8, core_src_bound=0, core_src_diff=0, core_src_affine=0, core_src_lp=32, core_src_minimized=0, core_src_large=1, core_large_literals=2106, support_attempts=33, support_unavailable=0, support_conflict_batches=33, support_model_attempts=0, support_replay_failures=0, full_fallbacks=0, min_oracle_calls=0, min_oracle_budget_left=32768, min_declined_cores=0)
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/bofill-scheduling/SMT_real_LIA/ex9600_2400_100.smt2	ba	sat	15.8	0	none	sat	19.7	0	none
